htid,author,title,year,authgender,female_category,ni_gb_fraction
mdp.39015053231778,"Wilson, Derek,","The bear's whelp : | the autobiography of Robert Dudley, Duke of Northumberland, Earl of Warwick and Earl of Leicester in the Holy Roman Empire / | $c: Derek Wilson.",1978,u,,0.0
mdp.39015053231760,"Wilson, Derek,","The bear's whelp : | the autobiography of Robert Dudley, Duke of Northumberland, Earl of Warwick and Earl of Leicester in the Holy Roman Empire / | $c: Derek Wilson.",1978,u,,0.0
mdp.39015053231505,"Williamson, Henry,",The power of the dead.,1963,m,mixed,0.0
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,0.0
mdp.39015053230218,"Urquhart, Fred,",A diver in China seas : | stories / | $c: by Fred Urquhart.,1980,m,high_female,0.0
mdp.39015053230010,"Ulasi, Adaora Lily.",Many thing you no understand.,1970,f,high_male,0.0
mdp.39015053230002,"Upward, Edward.",The rotten elements: | a novel of fact.,1969,m,,0.0
mdp.39015053172071,"Ray, Satyajit,",Indigo : | stories / | $c: Satyajit Ray ; translated from the Bengali by the author and Gopa Majumdar.,2000,m,high_male,0.0
mdp.39015053378397,"Evaristo, Bernardine,",The emperor's babe : | a novel / | $c: Bernardine Evaristo.,2001,f,high_female,0.0
mdp.39015053378447,"King, Francis Henry,",Prodigies / | $c: Francis King.,2001,m,,0.0
mdp.39015053381284,"McCabe, Brian,",A date with my wife / | $c: Brian McCabe.,2001,m,,0.0
mdp.39015053477447,,Meddling with ghosts : | stories in the tradition of M.R. James / | $c: selected & introduced by Ramsey Campbell.,2001,u,mixed,0.0
mdp.39015053493691,"Evans, Lissa.",Spencer's list / | $c: Lissa Evans.,2002,f,,0.0
mdp.39015053483924,"Hutchison, Stewart.",Beneath the law / | $c: Stewart Hutchison.,2000,m,,0.0
mdp.39015053483775,"Belben, Rosalind.",Hound music / | $c: Rosalind Belben.,2001,f,high_female,0.0
mdp.39015053483205,,"Biting back : | new fiction from the North / | $c: editor, Kitty Fitzgerald.",2001,u,,0.0
mdp.39015053483007,"Maguire, Susie.",The short hello / | $c: Susie Maguire.,2000,f,,0.0
mdp.39015053482330,"Rees, David,",Out of the winter gardens / | $c: David Rees.,1984,m,,0.0
mdp.39015053482041,"Crace, Jim,",The devil's larder / | $c: Jim Crace.,2001,m,,0.0
mdp.39015053476118,"Poland, Marguerite,",Iron love / | $c: Marguerite Poland.,2000,f,high_male,0.0
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,,0.0
mdp.39015053476100,"Chinodya, Shimmer,",Can we talk and other stories / | $c: Shimmer Chinodya.,2001,u,mixed,0.0
mdp.39015053475490,"Brownjohn, Alan,",A funny old year / | $c: Alan Brownjohn.,2001,m,mixed,0.0
mdp.39015053407618,"Boxer, Charlie,",The cloud of dust / | $c: Charlie Boxer.,2000,m,high_female,0.0
mdp.39015053394576,"Leslie, David Stuart,",Two gentlemen sharing / | $c: David Stuart Leslie.,1963,m,,0.0
mdp.39015053390673,"McCall Smith, Alexander,",Tears of the giraffe : | [more from the No. 1 Ladies' Detective Agency] / | $c: Alexander McCall Smith,2000,m,,0.0
mdp.39015053382977,"Aboulela, Leila,",Coloured lights / | $c: Leila Aboulela.,2001,f,high_female,0.0
mdp.39015053381912,"Shepherd, Naomi.",Ashes and other stories / | $c: Naomi Shepherd.,2001,f,high_male,0.0
mdp.39015053160605,,The life and adventures of Lazarillo de Tormes,1881,u,,0.0
mdp.39015053144948,,Don't think of tigers : | the First Edition anthology / | $c: edited by Peter Guttridge.,2001,u,high_female,0.0
mdp.39015051894841,"Keyes, Marian.",Last chance saloon / | $c: Marian Keyes.,1999,f,high_female,0.0
mdp.39015053144807,"Payne, Nellie.",Jump-up-and-kiss-me : | two stories of Grenada / | $c: by Nellie Payne and Jean Buffong.,1990,f,,0.0
mdp.39015052824714,"Skoczylas, Adam.","Stefano, we shall come tomorrow.",1962,m,high_male,0.0
mdp.39015052820290,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,mixed,0.0
mdp.39015052653873,"Kat, Otto de,",The figure in the distance / | $c: Otto de Kat ; translated from the Dutch by Arnold and Erica Pomerans.,1998,m,high_male,0.0
mdp.39015052624841,"Nair, Anita.",The better man / | $c: Anita Nair.,1999,f,mixed,0.0
mdp.39015052620021,"Sharma, Bulbul.",Banana-flower dreams / | $c: Bulbul Sharma.,1999,u,high_female,0.0
mdp.39015052546952,,The golden cage : | Urdu short stories by Asian women in Britain / | $c: foreword by Ranjana Sidhanta Ash ; translated and compiled by Safia Siddiqi.,2002,u,,0.0
mdp.39015052394924,,In female disguise : | an anthology of English and American short stories and literary passages / | $c: edited by Peter Farrer.,1992,u,mixed,0.0
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,0.0
mdp.39015052337758,"Nambisan, Kavery.",On wings of butterflies / | $c: Kavery Nambisan.,2002,u,high_female,0.0
mdp.39015052310714,"Gour, Neelum Saran,",Virtual realities / | $c: Neelum Saran Gour.,2002,u,mixed,0.0
mdp.39015052310482,"Misra, Amaresh.",The minister's wife / | $c: Amaresh Misra.,2002,u,,0.0
mdp.39015052285676,"Gokhale, Namita,",The book of shadows / | $c: Namita Gokhale.,1999,u,,0.0
mdp.39015052255737,"Gurung, D. B.",Echoes of the Himalayas / | $c: D.B. Gurung.,2000,u,,0.0
mdp.39015052053991,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,0.0
mdp.39015052053983,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,0.0
mdp.39015052051268,"Zhou, Weihui,",Shanghai baby / | $c: Wei Hui ; translated from the Chinese by Bruce Humes.,2001,u,,0.0
mdp.39015051945015,"Azasu, Kwakuvi,",The stool / | $c: Kwakuvi Azasu.,1982,u,high_male,0.0
mdp.39015053035914,"McCall Smith, Alexander,",Morality for beautiful girls / | $c: Alexander McCall Smith.,2001,m,high_male,0.0
mdp.39015053037571,"Cooper, James Fenimore,",Ned Myers,1843,m,,0.0
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,0.0
mdp.39015053116847,"Saylor, Steven,",Roman blood : | a mystery of ancient Rome / | $c: Steven Saylor.,1997,m,,0.0
mdp.39015053143015,,Everything is nice and other fiction : | the Peter Owen 50th anniversary anthology / | $c: with writings by Jane Bowles ... [et al.] ; with illustrations by Marc Chagall ... [et al.].,2001,u,,0.0
mdp.39015053140938,"Campbell, Naomi.",Swan / | $c: Naomi Campbell.,1994,f,high_female,0.0
mdp.39015053137033,"Grant, Henry",Mariquita,1863,m,,0.0
mdp.39015053127695,"Wright, S. Fowler (Sydney Fowler),",The siege of Malta / | $c: by S. Fowler Wright ; founded on an unfinished romance by Sir Walter Scott.,1942,u,mixed,0.0
mdp.39015053122043,"Lynn, Jack,",The Hallelujah flight / | $c: Jack Lynn,1989,m,high_male,0.0
mdp.39015053121862,"Gibson, Richard,",A mirror for magistrates : | a novel / | $c: by Richard Gibson.,1958,m,high_male,0.0
mdp.39015053117043,"Warner, Marina,",The mermaids in the basement : | stories / | $c: Marina Warner.,1993,f,high_female,0.0
mdp.39015053114867,"Lessing, Doris May,",The sweetest dream / | $c: Doris Lessing.,2001,f,,0.0
mdp.39015053040500,,Yeats is dead! : | a novel by fifteen Irish writers / | $c: edited by Joseph O'Connor.,2001,u,,0.0
mdp.39015053114784,"Baxter, Stephen.",Origin / | $c: Stephen Baxter.,2001,m,high_female,0.0
mdp.39015053114644,"Nicoll, Ruaridh.",White male heart / | $c: Ruaridh Nicoll.,2001,u,,0.0
mdp.39015053113166,"Clarke, Lindsay.",Parzival and the stone from heaven : | a grail romance retold for our time / | $c: Lindsay Clarke.,2001,u,,0.0
mdp.39015053112770,"Rathbone, Julian,",Homage / | $c: Julian Rathbone.,2001,m,,0.0
mdp.39015053111772,"Francis, David,",Agapanthus tango / | $c: David Francis.,2001,m,high_female,0.0
mdp.39015053110998,"Wilson, Paul,",Someone to watch over me / | $c: Paul Wilson.,2001,m,high_male,0.0
mdp.39015053110972,"Woodward, Gerard,",August / | $c: Gerard Woodward.,2001,m,high_female,0.0
mdp.39015055609716,"Bailey, Eleanor.",Marlene Dietrich lived here / | $c: Eleanor Bailey.,2002,f,,0.0
mdp.39015055796539,"Warner, Alan",The man who walks / | $c: Alan Warner,2002,m,,0.0
mdp.39015059376205,,The New British novelist;,1830,u,,0.0
mdp.39015058243414,"Humphreys, Emyr.",Old people are a problem / | $c: Emyr Humphreys.,2003,m,,0.0
mdp.39015058599625,"Jókai, Mór,",Timar's two worlds,1888,m,,0.0
mdp.39015058599617,"Jókai, Mór,",Timar's two worlds,1888,m,,0.0
mdp.39015058599609,"Jókai, Mór,",Timar's two worlds,1888,m,,0.0
mdp.39015058595102,"Lengyel, József,",The judge's chair: | a novel; | $c: translated from the Hungarian by Ilona Duczyṅska.,1968,u,high_male,0.0
mdp.39015058524805,"Harrison, Cuthbert Woodville,",The magic of Malaya,1916,u,high_male,0.0
mdp.39015058515126,"Raphael, John N.",Pictures of Paris & some Parisians,1908,m,mixed,0.0
mdp.39015058503072,"[Lappo-Danilevskai͡a, Nadezhda Aleksandrovna (Li͡utkevich),",Michail,1917,u,high_female,0.0
mdp.39015058486674,"Strong, L. A. G. (Leonard Alfred George),",English domestic life during the last 200 years; | an anthology selected from the novelists.,1950,m,,0.0
mdp.39015058467526,"Marotta, Giuseppe,",Return to Naples. | $c: Translated from the Italian by Frances Frenaye. With illustrations by Laboccetta.,1951,u,,0.0
mdp.39015058455778,"Molesworth,",The boys and I;,1883,f,,0.0
mdp.39015058387252,"(Francis William), Bain, F. W.",A heifer of the dawn.,1923,u,high_male,0.0
mdp.39015058385488,"Frere, Mary,",Old Deccan days;,1898,f,high_male,0.0
mdp.39015058374110,"Schofield, Stephen,","Musketoon; | commando raid, Glomfjord, 1942.",1964,m,high_male,0.0
mdp.39015058264964,"Baricco, Alessandro,",Lands of glass / | $c: Alessandro Baricco.,2003,m,high_male,0.0
mdp.39015058259378,"Storey, David,",Thin-ice skater / | $c: David Storey.,2004,m,mixed,0.0
mdp.39015058259006,"D'Arcy, Brett,",The mindless ferocity of sharks : | a novel / | $c: Brett D'Arcy.,2002,m,high_male,0.0
mdp.39015058257455,"Fane, Julian,",The stepmother / | $c: Julian Fane.,2003,m,,0.0
mdp.39015058659890,"Dutt, Romesh Chunder,",The slave girl of Agra;,1909,u,,0.0
mdp.39015058691265,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691273,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691372,,Tales from  Blackwood.,1858,u,mixed,0.0
mdp.39015058734636,"Reyes, Heather.",Zade / | $c: Heather Reyes.,2004,f,mixed,0.0
mdp.39015058731061,"Hoydal, Gunnar.",Under southern skies / | $c: Gunnar Hoydal ; translated from the Faroese by Marjun Stewart and Jill Burrows.,2003,m,mixed,0.0
mdp.39015058730501,"Barnes, Julian",The lemon table / | $c: Julian Barnes,2004,m,mixed,0.0
mdp.39015058730436,"Riley, Gwendoline,",Sick notes / | $c: Gwendoline Riley.,2004,f,,0.0
mdp.39015058718951,"Basham, A. L. (Arthur Llewellyn)",Golden furrow : | a novel / | $c: by A.L. Basham.,2004,m,,0.0
mdp.39015058712319,,Ferguut / | $c: Edited by David F. Johnson and Geert H.M. Claassens.,2000,u,high_male,0.0
mdp.39015058707152,"Potts, Cherry.",Mosaic of air : | short stories / | $c: Cherry Potts.,1992,f,high_female,0.0
mdp.39015058691364,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691281,,Tales from  Blackwood.,1858,u,mixed,0.0
mdp.39015058691356,,Tales from  Blackwood.,1858,u,mixed,0.0
mdp.39015058691349,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691331,,Tales from  Blackwood.,1858,u,mixed,0.0
mdp.39015058691323,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691315,,Tales from  Blackwood.,1858,u,mixed,0.0
mdp.39015058691307,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058691299,,Tales from  Blackwood.,1858,u,,0.0
mdp.39015058255665,"Schonstein, Patricia.",A time of angels / | $c: Patricia Schonstein.,2003,f,,0.0
mdp.39015058234751,"Aḥmad, Z̤amīruddīn.",The east wind and other short stories / | $c: Zamiruddin Ahmad; translated and introduced by Shamoon Zamir.,2002,u,,0.0
mdp.39015058738900,"Harris, Joanne,",Jigs & Reels / | $c: Joanne Harris.,2004,f,high_female,0.0
mdp.39015058232490,,Mordecai's first brush with love : | new stories by Jewish women in Britain / | $c: edited by Laura Phillips and Marion Baraitser.,2004,u,,0.0
mdp.39015058130405,"Taylor, Chad,",Electric / | $c: Chad Taylor.,2003,m,,0.0
mdp.39015058127112,"Sutton, Henry,",Kid's stuff / | $c: Henry Sutton.,2003,m,mixed,0.0
mdp.39015058125777,"Kishtainy, Khalid.",Tomorrow is another day : | a tale of Saddam's Baghdad / | $c: Khalid Kishtainy.,2003,m,high_male,0.0
mdp.39015058120810,"Zeh, Juli,",Eagles and angels / | $c: Juli Zeh ; [translated by Christine Slenczka.],2003,f,high_female,0.0
mdp.39015058120448,,Uncut diamonds : | a selection of new writing / | $c: edited by Maggie Hamand.,2003,u,,0.0
mdp.39015058120026,"Rabelais, François,","Pantagruel : | King of the Dipsodes restored to his natural state with his dreadful deeds and exploits written by the late M. Alcofribas, abstractor of the quintessence / | $c: François Rabelais ; translated by Andrew Brown ; [foreword by Paul Bailey]",2003,u,high_male,0.0
mdp.39015058119853,"Fleming, James,",Thomas Gage / | $c: James Fleming.,2003,m,,0.0
mdp.39015058117550,"McCrum, Robert.",Mainland / | $c: Robert McCrum.,1992,m,,0.0
mdp.39015058097034,"Tirumurti, T. S.,",Clive Avenue / | $c: T.S. Tirumurti.,2002,u,,0.0
mdp.39015058095087,"Kramer, Frederick Mark.",Thickets of qualia / | $c: Frederick Mark Kramer.,2003,m,,0.0
mdp.39015058094593,"De Falbe, John,",The bequest / | $c: John De Falbe.,2003,m,,0.0
mdp.39015058079529,"Loftus, Siobhan.",Ubuntu / | $c: Siobhan Loftus.,2002,f,,0.0
mdp.39015058017818,"Francis, Dick.",Comeback / | $c: Dick Francis.,1991,m,,0.0
mdp.39015058017560,,All men are brothers <Shui hu chuan> | $c: translated from the Chinese by Pearl S. Buck.,1937,u,high_male,0.0
mdp.39015058014138,"Fleming, Ian,","A James Bond omnibus: | containing Live and let die, Diamonds are forever [and] Dr No.",1973,m,high_male,0.0
mdp.39015058009500,"Kuper, Jack.",Child of the holocaust.,1967,m,,0.0
mdp.39015058008189,"Mo, Timothy.",The monkey king / | $c: Timothy Mo.,1978,m,high_male,0.0
mdp.39015058130629,"Murray, Nicholas.",Remembering Carmen / | $c: Nicholas Murray.,2003,m,,0.0
mdp.39015058131080,"Madsen, David.",A box of dreams / | $c: David Madsen.,2003,m,,0.0
mdp.39015058132781,"Shakespeare, Nicholas,",Snowleg / | $c: Nicholas Shakespeare.,2004,m,,0.0
mdp.39015058209936,"Beck, Heather,",Home is where / | $c: Heather Beck.,2003,f,high_female,0.0
mdp.39015058230999,"Meeks, Brian.",Paint the town red / | $c: Brian Meeks.,2003,m,,0.0
mdp.39015058230056,"Mortier, Erwin,",My fellow skin / | $c: Erwin Mortier ; translated from the Dutch by Ina Rilke.,2000,m,high_male,0.0
mdp.39015058212286,"Reed, Jeremy.",Blue rock / | $c: Jeremy Reed.,1987,m,mixed,0.0
mdp.39015058212179,,The body in the library : | a literary anthology of modern medicine / | $c: edited by Iain Bamforth.,2003,u,,0.0
mdp.39015058210900,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,0.0
mdp.39015058209993,"Brandmark, Wendy.",The angry gods / | $c: Wendy Brandmark.,2003,f,high_female,0.0
mdp.39015058209969,"Cross, Neil.",Always the sun / | $c: Neil Cross.,2004,m,high_male,0.0
mdp.39015058209878,"Reed, Jeremy.",Boy Caesar / | $c: Jeremy Reed.,2004,m,high_male,0.0
mdp.39015058132799,"Karnezis, Panos,",The maze / | $c: Panos Karnezis.,2004,u,,0.0
mdp.39015058209837,,Hyphen / | $c: [edited by Ra Page].,2003,u,,0.0
mdp.39015058209597,"Manguel, Alberto.",Stevenson under the palm trees / | $c: Alberto Manguel.,2004,m,high_female,0.0
mdp.39015058207419,"Scott, Lawrence",Witchbroom / | $c: Lawrence Scott,1993,m,high_female,0.0
mdp.39015058135461,"Moggach, Deborah.",These foolish things / | $c: Deborah Moggach.,2004,f,high_female,0.0
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,high_female,0.0
mdp.39015058133565,"Gee, Maggie,",The flood / | $c: Maggie Gee.,2004,f,high_female,0.0
mdp.39015058132948,"Merriman, Catherine.",Brotherhood / | $c: C.A. Merriman.,2003,f,mixed,0.0
mdp.39015058737548,"Beard, Richard,",Dry bones / | $c: Richard Beard.,2004,m,mixed,0.0
mdp.39015058795504,,The Dedalus book of Dutch fantasy / | $c: edited and translated by Richard Huijing.,1993,u,high_male,0.0
mdp.39015057979646,"Carroll, Lewis,",Sylvie and Bruno,1889,f,mixed,0.0
mdp.39015059246861,,Bracket : | [a new generation in fiction / | $c: edited by Ra Page].,2004,u,,0.0
mdp.39015059375868,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059375850,,The New British novelist;,1830,u,,0.0
mdp.39015059375629,"Burke, Thomas,","The Winsome Wench; | the story of a London inn, 1825-1900.",1938,m,mixed,0.0
mdp.39015059375389,"Cuming, Edward William Diron,",With the jungle folk,1897,m,high_male,0.0
mdp.39015059375132,"[Burges, Mary Anne]","The progress of the pilgrim Good-Intent, in Jacobinical times",1800,f,high_male,0.0
mdp.39015059374721,,"The fairies return, | or, New tales for old, | $c: by several hands.",1934,u,,0.0
mdp.39015059372113,"Lockhart, J. G.",Reginald Dalton,1823,m,,0.0
mdp.39015059372105,"Lockhart, J. G.",Reginald Dalton,1823,m,,0.0
mdp.39015059372006,"Lockhart, J. G.",Reginald Dalton,1823,m,,0.0
mdp.39015059371495,"Jacks, L. P.",Philosophers in trouble,1916,m,,0.0
mdp.39015059306061,"Morken Andersen, Merete.",Oceans of time / | $c: Merete Morken Andersen ; translated from the Norwegian by Barbara J. Haveland.,2004,u,high_female,0.0
mdp.39015059305089,"Culling, Peter.",The Isle of Enniskerry / | $c: Peter Culling.,2004,m,,0.0
mdp.39015059294572,"Provoost, Anne,",In the shadow of the ark / | $c: Anne Provoost ; translated by John Nieuwenhuizen.,2004,f,high_male,0.0
mdp.39015059287832,"Litt, Toby,",Beatniks / | $c: Toby Litt.,2004,m,high_male,0.0
mdp.39015059287584,"Momjian, Serge.",The singer of the opera / | $c: Serge Momjian.,2004,m,high_female,0.0
mdp.39015059271778,,Amadis de Gaule / | $c: translated by Anthony Munday.,2004,u,high_male,0.0
mdp.39015059247117,"Falla, Jonathan.",Poor mercy : | a novel / | $c: Jonathan Falla.,2005,m,mixed,0.0
mdp.39015059375876,,The New British novelist;,1830,u,mixed,0.0
mdp.39015059375884,,The New British novelist;,1830,u,,0.0
mdp.39015059375991,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376106,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376189,,The New British novelist;,1830,u,,0.0
mdp.39015059376171,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376155,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376148,,The New British novelist;,1830,u,,0.0
mdp.39015059376130,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376122,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376114,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376098,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376007,,The New British novelist;,1830,u,,0.0
mdp.39015059376080,,The New British novelist;,1830,u,,0.0
mdp.39015059376072,,The New British novelist;,1830,u,high_female,0.0
mdp.39015059376064,,The New British novelist;,1830,u,high_female,0.0
mdp.39015059376056,,The New British novelist;,1830,u,high_female,0.0
mdp.39015059376031,,The New British novelist;,1830,u,,0.0
mdp.39015059376023,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376015,,The New British novelist;,1830,u,,0.0
mdp.39015059246895,"Dasgupta, Rana,",Tokyo cancelled / | $c: Rana Dasgupta.,2005,f,,0.0
mdp.39015059246853,"McCall Smith, Alexander,",44 Scotland Street / | $c: Alexander McCall Smith.,2005,m,mixed,0.0
mdp.39015058823215,"Shacklady, Helen,",The lacquered box : | a novel / | $c: by Helen Shacklady.,2003,f,high_female,0.0
mdp.39015059246846,"Richler, Emma,",Feed my dear dogs / | $c: Emma Richler.,2005,f,,0.0
mdp.39015059169162,,Mirror mirror : | contemporary short stories by women from Wales / | $c: edited by Patricia Duncker & Janet Thomas.,2004,u,high_female,0.0
mdp.39015059168834,"Murray, John,",Murphy's favourite channels / | $c: John Murray.,2004,m,mixed,0.0
mdp.39015059168818,"Waites, Martyn.",The white room / | $c: Martyn Waites.,2004,m,mixed,0.0
mdp.39015059168735,"Ghosh, Amitav.",The hungry tide / | $c: Amitav Ghosh.,2004,u,mixed,0.0
mdp.39015059168727,"Woodward, Gerard,",I'll go to bed at noon / | $c: Gerard Woodward,2004,m,,0.0
mdp.39015059168719,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,0.0
mdp.39015059168495,"Hill, Susan,",The various haunts of men : | a Simon Serrailler crime novel / | $c: Susan Hill.,2004,f,high_female,0.0
mdp.39015059168438,"Davey, Janet,",First aid / | $c: Janet Davey.,2004,f,high_female,0.0
mdp.39015059164742,"Cumper, Patricia,",One bright child : | a novel based on a true story / | $c: by Patricia Cumper.,1998,f,high_female,0.0
mdp.39015059164262,"Imoja, Nailah Folami.",Pick of the crop : | a novella / | $c: Nailah Folami Imoja.,2004,u,,0.0
mdp.39015059159825,"Louvish, Simon.",The cosmic follies / | $c: Simon Louvish.,2004,m,,0.0
mdp.39015059159783,"Schonstein, Patricia.",The apothecary's daughter / | $c: Patricia Schonstein.,2004,f,high_female,0.0
mdp.39015059159650,"Parsons, Tony,",The family way / | $c: Tony Parsons.,2004,m,,0.0
mdp.39015059159627,"Zameenzad, Adam.",Pepsi and Maria / | $c: Adam Zameenzad.,2004,m,mixed,0.0
mdp.39015059159445,"Southam, Robert.",Aïsha's Jihad / | $c: Robert Southam.,2004,m,,0.0
mdp.39015058850085,"Perriam, Wendy,",Virgin in the gym and other stories / | $c: Wendy Perriam.,2004,f,high_female,0.0
mdp.39015058823223,"Shacklady, Helen,",The Patterned Flute / | $c: Helen Shacklady.,2001,f,high_female,0.0
mdp.39015059172737,"Ferguson, Alex.",The pineapple king of Jarrow & other stories / | $c: Alex Ferguson.,2004,m,,0.0
mdp.39015059172893,"Petrucci, Mario.",Heavy water : | a poem for Chernobyl / | $c: Mario Petrucci.,2004,m,high_male,0.0
mdp.39015059175623,"Rauszer, Rhona,",Consider an island = | An t-eilean sgitheanach / | $c: Rhona Rauszer ; edited by Linda Williamson.,2004,f,mixed,0.0
mdp.39015059226673,"Goetz, Rainald.",Jeff Koons / | $c: by Rainald Goetz ; translated by David Tushingham.,2004,u,high_male,0.0
mdp.39015059246838,"Forster, Margaret,",Is there anything you want? / | $c: Margaret Forster.,2005,f,high_female,0.0
mdp.39015059246812,"Galbraith, Douglas.",A winter in China / | $c: Douglas Galbraith.,2005,m,,0.0
mdp.39015059246804,"Jacobson, Dan.",All for love / | $c: Dan Jacobsen.,2005,m,,0.0
mdp.39015059246754,"Jarrett-Macauley, Delia,","Moses, Citizen & me / | $c: Delia Jarrett-Macauley.",2005,f,mixed,0.0
mdp.39015059246713,"Harris, Denise,",In remembrance of her / | $c: Denise Harris.,2004,f,high_female,0.0
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,0.0
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,0.0
mdp.39015059226624,"Rushforth, Peter,",Pinkerton's sister / | $c: Peter Rushforth.,2004,m,high_female,0.0
mdp.39015059175672,"Welsh, Louise.",Tamburlaine must die / | $c: Louise Welsh.,2004,f,high_male,0.0
mdp.39015059223068,"Parks, Tim,",Cara Massimina / | $c: Tim Parks.,1995,m,,0.0
mdp.39015059216492,"Collins, Richard,",The land as viewed from the sea / | $c: Richard Collins,2004,m,,0.0
mdp.39015059205099,"Broderick, John.",The pilgrimage / | $c: John Broderick.,2004,m,mixed,0.0
mdp.39015059178874,"Vassanji, M. G.",The in-between world of Vikram Lall / | $c: M.G. Vassanji.,2004,u,,0.0
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,high_female,0.0
mdp.39015059177504,"Isalāma, Saiẏada Manajurula.",Burrow / | $c: Manzu Islam.,2004,u,,0.0
mdp.39015059177488,"Winkler, Anthony C.",The annihilation of Fish and other stories / | $c: Anthony C Winkler.,2004,m,mixed,0.0
mdp.39015058006282,"Brown, John,"," With brains, sir",1866,m,,0.0
mdp.39015057650486,"Brill, Marius.",Making love : | a conspiracy of the heart / | $c: Marius Brill.,2003,m,high_male,0.0
mdp.39015055796760,,Harlot red : | prize-winning stories by women / | $c: edited by Carole Buchan and Kate Pullinger.,2002,u,,0.0
mdp.39015056190716,"Coelho, Paulo,",The devil and Miss Prym / | $c: Paulo Coelho.,2001,m,high_female,0.0
mdp.39015056303004,"Ledig, Gert,",Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.,2003,u,high_male,0.0
mdp.39015056287579,"McCann, Colum.",Dancer / | $c: Colum McCann.,2003,m,mixed,0.0
mdp.39015056287512,"Egerton, Frank.",The lock / | $c: Frank Egerton.,2003,m,high_female,0.0
mdp.39015056262796,"MacLeod, Sheila.",Xanthe and the robots / | $c: Sheila MacLeod.,1979,f,,0.0
mdp.39015056229316,"McEwan, Ian.",Atonement / | $c: Ian McEwan.,2001,m,high_female,0.0
mdp.39015056224192,"Thapa, Manjushree.",The tutor of history / | $c: Manjushree Thapa.,2001,u,,0.0
mdp.39015056222303,,"The Wycliffe New Testament (1388) : | an edition in modern spelling, with an introduction, the original prologues and the Epistle to the Laodiceans / | $c: edited for The Tyndale Society by W.R. Cooper.",2002,u,high_male,0.0
mdp.39015056210316,"Townsend, Sue.",Number Ten / | $c: Sue Townsend.,2002,f,,0.0
mdp.39015056210068,,Whispers in the walls : | new black and Asian voices from Birmingham / | $c: edited by Leone Ross and Yvonne Brisset.,2001,u,,0.0
mdp.39015056209573,"Kennedy, A. L.",Indelible acts / | $c: A.L. Kennedy.,2002,u,,0.0
mdp.39015056208153,"Josipovici, Gabriel,",Goldberg : | variations / | $c: Gabriel Josipovici.,2002,m,,0.0
mdp.39015056208088,"Mortimer, John,",Rumpole and the Primrose Path / | $c: John Mortimer.,2002,m,,0.0
mdp.39015056206488,"Marciano, Francesca.",Casa Rossa / | $c: Francesca Marciano.,2002,f,,0.0
mdp.39015056206405,"Forbes, Curdella.",Songs of silence / | $c: Curdella Forbes.,2002,u,,0.0
mdp.39015056205597,,Beneath black stars : | contemporary Austrian short stories / | $c: edited by Martin Chalmers.,2002,u,,0.0
mdp.39015056205076,"Echenoz, Jean.",I'm off ; | + One year / | $c: Jean Echenoz ; translated from the French by Guido Waldman.,2002,f,,0.0
mdp.39015056192084,"Shahraz, Qaisra.",Typhoon / | $c: Qaisra Shahraz.,2003,u,high_female,0.0
mdp.39015056303194,"Edric, Robert,",Cradle song / | $c: Robert Edric.,2003,m,,0.0
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,mixed,0.0
