htid,author,title,year,authgender,female_category,geo_range
nyp.33433082523998,,"Alfred Dudley, or, the Australian settlers",1830,u,,46714.11069281776
uc2.ark:/13960/t39024b28,"Hook, Theodore Edward,",Jack Brag,1837,m,mixed,46712.728722275555
mdp.39015080846606,"Rhodes, Danny.",Soldier boy : | a novel / | $c: Danny Rhodes.,2009,m,high_male,46692.579083250836
uiuo.ark:/13960/t5r78mb7r,"Barrett, Frank,",Folly Morrison,1881,m,mixed,46680.3799129737
mdp.39015008922067,"Sandel, Cora,",The leech. | $c: Translated from the Norwegian by Elizabeth Rokkan.,1960,f,,46675.95286535552
mdp.39015020703586,"Idrīs, Yūsuf.",Rings of burnished brass / | $c: Yusuf Idris ; translated from the Arabic by Catherine Cobham.,1984,u,high_male,46671.01714378496
uiuo.ark:/13960/t9k364j34,"Eliot, George,",The mill on the Floss,1899,f,,46662.97964579747
wu.89070237797,"Arjouni, Jakob.",Magic Hoffman / | $c: Jakob Arjouni ; translated by Geoffrey Mulligan.,1998,m,high_male,46661.35684331784
dul1.ark:/13960/t0ns18511,"Braddon, M. E.",Birds of prey,1867,f,mixed,46651.00267687844
uc1.b3579185,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,46648.15979723211
nyp.33433074854682,"Frankau, Julia,",The heart of a child;,1908,f,high_female,46643.46766354591
nyp.33433074951553,"Cuthbertson, Catherine.",Rosabella,1817,f,high_female,46638.35039169503
mdp.39015009318943,"Eden, Matthew.",The murder of Lawrence of Arabia : | a novel / | $c: by Matthew Eden.,1979,m,high_male,46635.02445683583
uc2.ark:/13960/t7vm48663,"Russell, William Clark,",The wreck of the  Grosvenor,1877,m,mixed,46633.39425487361
nyp.33433074919618,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,46617.728124546
hvd.hwadbd,"Scott, Walter,",The Waverley novels,1829,m,mixed,46614.60459435089
uc1.32106015216820,"Johnson-Davies, Denys.",Modern Arabic short stories; | $c: selected and translated by Denys Johnson-Davies.,1967,f,high_male,46605.17601348287
mdp.39015063320173,"Kirkwood, Gwen.",Home to the glen / | $c: Gwen Kirkwood.,2006,f,,46599.23760594671
uiuo.ark:/13960/t0zp4k66h,"Braddon, M. E.",Taken at the flood,1874,f,,46591.93881105005
mdp.39015004256973,"Ekwensi, Cyprian,","Lokotown, and other stories.",1966,m,,46590.01100695299
nyp.33433074892534,"Mathew, Frank James,",At the rising of the moon,1893,m,,46588.50294279929
uc1.b3327555,"Pepys, Charlotte,",Domestic sketches in Russia,1861,f,high_female,46586.41986133948
wu.89052876588,"Madsen, Svend Åge.","Days with Diam, or, Life at night / | $c: by Svend Åge Madsen ; translated by W. Glyn Jones.",1994,u,,46584.636391618675
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,46579.07506198586
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,high_male,46576.918594010705
uiuo.ark:/13960/t2q530s7d,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,46568.93323025379
wu.89072029218,"Magnan, Pierre,",The murdered house / | $c: Pierre Magnan ; translated from the French by Patricia Clancy.,1999,m,mixed,46566.56473049744
hvd.hwiwh6,"Austen, Jane,",Mansfield Park,1833,f,,46564.03857504541
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,46540.2069906754
coo.31924014168334,"Ainsworth, William Harrison,",Old Saint Paul's;,1911,m,,46525.90901232895
uc1.b3321456,"Bury, Charlotte Campbell,",Flirtation,1827,f,,46520.90618494057
mdp.39015066619225,"Moretti, Ugo.",A street in Rome; | tales of the Babuino. | $c: Translated from the Italian by William Weaver.,1959,m,,46514.28032749856
uiuo.ark:/13960/t7tm7sf49,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,46505.91244426698
uc1.b4369656,"Ḥatātah, Sharīf.",The net / | $c: Sherif Hetata ; translated from the Arabic by the author.,1986,u,,46495.50123541877
uiuo.ark:/13960/t8nc6cc1x,"Hargreaves, C. Y.",Poste restante,1894,u,mixed,46495.35878034369
nyp.33433073356564,"Gogolʹ, Nikolaĭ Vasilʹevich,",Cossack tales,1860,m,high_male,46492.58007216044
mdp.39015030714771,"Sucimoto, Etsu (Inagaki)",Grandmother O Kyo.,1940,u,high_female,46486.67365796777
uiuo.ark:/13960/t1pg28d2h,"Lee, Holme,","Country stories, old and new",1872,f,high_female,46481.35544150759
mdp.39015016441019,"Hall, Radclyffe.",The master of the house.,1952,f,,46479.10617050296
nyp.33433074961586,"Onions, Oliver,",The drakestone,1906,m,,46477.11220571068
uc1.$b322840,"Blakiston, Noel.",Canon James | and other stories / | $c: Noel Blakiston.,1951,m,,46473.80949001589
uc2.ark:/13960/t9765f00s,"Conway, Hugh,",Slings and arrows,1885,m,mixed,46472.78501016379
uiug.30112046408131,"Gould, Nat.",King of the ranges : | a blend of fact and fiction / | $c: by Nat Gould.,1902,m,high_male,46471.341416313706
uiuo.ark:/13960/t77s8256t,"Deccan, Hilary.",Light in the offing,1892,f,high_female,46471.31428601303
mdp.39015013285401,"Kitchin, C. H. B. (Clifford Henry Benn),","The Cornish fox, | a detective story.",1949,m,,46467.42993435618
mdp.39015035917627,"Jecchinis, Chris.","Beyond Olympus; | the thrilling story of the ""train-busters"" in Nazi-occupied Greece. | $c: With a foreword by C. M. Woodhouse.",1960,m,,46464.16594154674
inu.32000013140498,"Fox, John,","Afghan adventure / | $c: by John Fox, as told to Roland Goodchild.",1958,m,high_male,46444.5373433149
uc2.ark:/13960/t44q7sn21,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,46442.00387514201
mdp.39076002872468,"Nazarbekean, Awetis,",Through the storm,1899,u,high_male,46441.93375318244
njp.32101063581217,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,46438.95828490932
uc1.b3139716,"Van Every, Dale,",Bridal journey.,1952,u,high_male,46426.90416088786
uiuo.ark:/13960/t1ng57g58,,Out of the meshes,1868,u,,46426.39592642886
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,46425.6481120824
mdp.39015059172893,"Petrucci, Mario.",Heavy water : | a poem for Chernobyl / | $c: Mario Petrucci.,2004,m,high_male,46423.48186856834
mdp.39015064753596,"Jepson, Nigel.",Cut and run / | $c: Nigel Jepson.,2006,m,,46423.36885762061
uc2.ark:/13960/t2s46m595,"Ainsworth, William Harrison,",Old St. Paul's,1903,m,,46422.22913067273
njp.32101068178977,"Hardinge, William Money,",Eugenia,1883,m,high_female,46413.77909974285
uiuo.ark:/13960/t9x06r476,"Speight, T. W.",In the dead of night,1874,m,,46411.5178358865
mdp.39015030734324,"Coppard, A. E. (Alfred Edgar),",The field of mustard; | tales.,1926,m,,46398.67404735748
uc2.ark:/13960/t2s46m716,"Blaker, Richard.",The voice in the wilderness,1922,m,high_female,46398.16865519553
nyp.33433075753529,"Stretton, Julia Cecilia,",The valley of a hundred fires,1860,f,high_female,46395.33436046411
uc1.32106019519823,"Coelho, Paulo",Brida / | $c: Paulo Coelho ; translated from the Portuguese by Margaret Jull Costa,2008,m,,46394.594001002726
mdp.39015063918802,"Hare, Martin.","Polonaise, | $c: by Martin Hare [pseud.]",1939,m,high_female,46393.25027168744
njp.32101063581225,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,46390.396216250294
nyp.33433074927223,"Begbie, Harold,",The vigil,1907,m,mixed,46384.194077316206
uc2.ark:/13960/t8gf0v696,"Aitken, J. R.","My garden of the red, red rose",1913,u,high_female,46382.05406312121
uiuo.ark:/13960/t05x2q24x,,The Golden calf,1849,u,mixed,46365.8279075911
inu.30000037326075,"Cookson, Catherine.",The gillyvors / | $c: Catherine Cookson.,1990,f,high_female,46351.153212518555
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,46349.37739445969
uiuo.ark:/13960/t0pr8dt48,"Smart, Hawley,",Bitter is the rind,1870,m,,46348.84245462686
uc2.ark:/13960/t05x2774c,"Scott, P. E. S.",The gates of Kut,1917,f,high_female,46346.37750836867
uiuo.ark:/13960/t57d38m1g,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,46338.84252373965
uc1.32106006720889,"Narayan, R. K.,",A tiger for Malgudi / | $c: R.K. Narayan.,1983,m,high_male,46331.98866823866
inu.30000043484876,"Brink, Andr ̌Philippus,",A chain of voices / | $c: Andr ̌Brink.,1995,u,,46329.5813608514
mdp.39015082743819,"Weisgarber, Ann.",The personal history of Rachel DuPree / | $c: Ann Weisgarber.,2008,f,,46322.94984657111
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,46322.34056090992
uiuo.ark:/13960/t4wh36k87,,The second wife,1857,u,high_female,46321.54151525559
uc1.$b784296,"Standish, Robert.",Gentleman of China : | a novel / | $c: by Robert Standish [pseud.].,1949,m,high_male,46311.60841741832
uc2.ark:/13960/t6n011s6b,"Graham, Alan.",Follow the little pictures!,1920,m,mixed,46309.255537132856
mdp.39015038101674,"Voĭnovich, Vladimir,",In plain Russian : | stories / | $c: Vladimir Voinovich ; translated by Richard Lourie.,1979,m,high_male,46307.615244096094
uiuo.ark:/13960/t6834466q,"Cornish,",Northwode priory,1857,f,,46303.56884224795
njp.32101067643989,"Fenn, George Manville,",The Mynns' mystery,1891,m,,46299.270590447464
inu.30000047623198,"Markandaya, Kamala,",Two virgins : | a novel / | $c: by Kamala Markandaya.,1974,u,high_female,46273.069255616654
nyp.33433075756415,"Sinnatamby,", Letchimey;,1898,u,high_male,46262.89267005227
uiuo.ark:/13960/t16m3mq7h,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,46257.59794526694
mdp.39015066698344,"Nzekwu, Onuora,",Blade among the boys.,1972,u,high_male,46252.96222978256
uc2.ark:/13960/t9g44n38k,"Benson, Stella,",Living alone,1919,f,,46251.969640503354
uiuo.ark:/13960/t8ff4985r,"Manning, Anne,",The ladies of Bever Hollow,1858,f,high_female,46248.93353140986
mdp.39015064466108,"Borrow, George Henry,",Lavengro;,1851,m,mixed,46242.29438338851
njp.32101066459726,"Gore,",The lettre de cachet,1827,f,,46240.87408243496
uiuo.ark:/13960/t76t1998v,"Scott, Walter,",Tales of my landlord,1816,m,mixed,46231.50891150332
uc1.b3477486,"Simpson, Helen DeGuerry,",The female felon / | $c: Helen DeGuerry Simpson ; illustrated by Mary Shepard.,1935,f,high_female,46225.78248940926
mdp.39015014519154,"Bainbridge, Beryl,",The dressmaker.,1973,f,high_female,46212.41351316797
nyp.33433074895065,"Marshall, Emma,",In the choir of Westminister abbey,1897,f,mixed,46196.62276977437
uc1.b3326180,"Kingsley, Charles,","Hypatia; or, New foes with an old face",1853,m,,46195.944541062934
uc1.$b119558,"Cowley, Joy.",Nest in a falling tree.,1967,f,,46188.70814901263
mdp.39015065768056,"Eliot, George,",The works of George Eliot,1878,f,,46186.09819335455
uc2.ark:/13960/t22b9145f,"Madden, Richard Robert,",The Mussulman,1830,m,high_male,46176.87315469545
mdp.39015074280523,"King-Aribisala, Karen.",The hangman's game / | $c: Karen King-Aribisala.,2007,f,,46169.99654626379
uiuo.ark:/13960/t6h13hw9s,"Tytler, Sarah,","Oliver Constable, miller and baker",1880,f,mixed,46164.27924655898
njp.32101066455500,"Bowdler, H. M.","Pen Tamar, or, The history of an old maid",1830,u,,46163.56386641423
uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,Lemuel,1883,u,mixed,46160.988786212154
uiuo.ark:/13960/t85h7tc1q,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,46153.522269528854
mdp.39015013095552,"Eagleton, Terry,",Saints and scholars / | $c: Terry Eagleton.,1987,m,high_male,46150.28341292273
uiuo.ark:/13960/t7rn3hn1f,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,46147.55380123161
inu.30000110555517,"Humphrey, Andrew.",Other voices : | stories / | $c: Andrew Humphrey.,2008,m,mixed,46137.497564936035
nyp.33433034410666,"Notley, F. E. M.",Olive Varcoe,1879,f,mixed,46125.98424220397
mdp.39015012076280,"Mzamane, Mbulelo,",The children of Soweto : | a trilogy / | $c: by Mbulelo Vizikhungo Mzamane.,1982,u,,46110.292104421904
mdp.39015028706615,"Jones, Eva.",Taboo / | $c: Eva Jones.,1981,f,high_male,46097.07788125196
mdp.39015029222232,"Buffong, Jean.",Under the silk cotton tree : | a novel / | $c: Jean Buffong.,1992,f,high_female,46093.91228388768
wu.89006959316,"Quiller-Couch, Arthur,",Shining ferry,1904,m,,46087.780014165146
uc1.b3272210,"Dubkin, Leonard,",The murmur of wings | $c: [by] Leonard Dubkin. Illustrations by Susanne Suba.,1944,m,,46086.29266182901
uc1.$b696721,"Bertin, Célia,",Last innocence;,1955,u,mixed,46085.32030287036
uiuo.ark:/13960/t14m9q06h,"Lytton, Rosina Bulwer Lytton,",Bianca Capello,1843,f,mixed,46081.99739448376
mdp.39015063994225,"Galt, John,",The spaewife;,1823,m,,46069.62580402412
uc1.32106014290040,"Cadigan, Pat",Fools,1994,u,mixed,46061.33730134918
mdp.39015005513612,"Van Vogt, A. E. (Alfred Elton),",Supermind / | $c: A.E. Van Vogt.,1978,m,mixed,46060.94623056336
nyp.33433074942453,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,high_male,46054.95988085041
uiuo.ark:/13960/t5fb5pp94,"Rowcroft, Charles,","Tales of the colonies, or, The adventures of an emigrant",1843,m,high_male,46044.227480460635
uiuo.ark:/13960/t5db8pt0d,"Viles, Edward.",Black Bess;,1866,m,high_male,46038.83160139504
uc1.32106019365615,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,46035.73048601077
uc2.ark:/13960/t5m903j84,"Hamilton, M.",Across an Ulster bog,1896,u,high_female,46015.85002881792
uiuo.ark:/13960/t6tx40f4g,"Westall, William,",Her two millions,1887,m,mixed,46013.33565436969
njp.32101067179281,"Trollope, Frances Milton,",The attractive man,1846,f,high_female,46008.8239796857
wu.89098526122,"Steele, Richard,",Toasts rakes and cits,1920,m,high_male,46005.97054949491
uc2.ark:/13960/t1gh9d91g,"Provost, Maxime.",My Austrian love,1917,u,,46001.36605513894
uc1.b5076434,"Simenon, Georges,",The patient. | $c: Translated from the French by Jean Stewart.,1963,m,,45996.936346504786
uiuo.ark:/13960/t07w6zr52,"Oliphant,",The wizard's son,1884,f,mixed,45995.34951925821
mdp.39015009162184,"More, Hannah,",Stories for the middle ranks of society and tales for the common people,1818,f,,45989.0910801432
uc1.$b176726,"Volpini, Flora.","Yes, madam / | $c: by Flora Volpini ; translated from the Italian by Arthur Oliver.",1964,f,high_female,45974.715187006295
uiuo.ark:/13960/t04x5m49t,"Clarke, Charles.",Charlie Thornhill;,1863,m,,45967.82626336167
mdp.39015013287134,,Folk-lore and legends,1890,u,high_male,45964.88458159918
njp.32101072915547,"Bungener, Félix,",France before the revolution;,1854,u,high_male,45964.212418315445
uc2.ark:/13960/t4rj49j8h,"Tallentyre, S. G.",The starry pool,1918,u,high_female,45963.13477401488
nyp.33433074864947,"Glass, Andrew.",Tales and traditions of Ayrshire and Galloway,1873,m,mixed,45960.98568278604
mdp.39015010305368,,The thousand and one nights,1859,m,high_male,45957.23340039961
mdp.39015054064137,,"Great works of Jewish fantasy : | Yenne velt / | $c: compiled, translated [from the Yiddish] and introduced by Joachim Neugroschel.",1976,u,,45955.90931172873
nyp.33433074850706,"Harrison, J. E.",The Kara Yerta tragedy,1889,f,,45951.40975504142
nyp.33433069349615,"Kennedy, Patrick,",The banks of the Boro,1867,m,,45946.981941012
mdp.39015059418114,"Strong, L. A. G. (Leonard Alfred George),","Sea wall, | $c: by L. A. G. Strong.",1933,m,high_male,45946.43326119883
mdp.39015030738705,"Fane, Julian,",Hounds of spring and other stories / | $c: Julian Fane.,1976,m,mixed,45938.70244204651
uiuo.ark:/13960/t8pc3hz1c,"Braddon, M. E.","Lucius Davoren, or, Publican and sinners",1873,f,,45935.56934817654
njp.32101038032551,"Massinger, Philip.",Mart and mansion,1876,m,mixed,45911.47222562929
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,45899.823514964795
mdp.39015000646805,"Faulkner, William,",Pylon : | a novel / | $c: by William Faulkner.,1935,m,high_male,45895.90202648002
mdp.39015034869423,"Kennedy, A. L.",So I am glad / | $c: A.L. Kennedy.,1995,u,high_male,45894.798508979075
uiuo.ark:/13960/t4th8tr48,,"The count, or, Sublinary life",1848,u,,45887.46005930706
mdp.39015012358589,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,45885.83419147255
mdp.39015031228730,"Davies, W. H.",The true traveller,1912,m,mixed,45882.31860427785
uva.x002014735,"Vance, Louis Joseph,",The private war,1907,m,high_male,45875.109297015246
uc1.b4948649,"Street, Pamela,",Light of evening : | a novel / | $c: by Pamela Street.,1981,f,high_female,45863.50167768008
wu.89034885616,"Schoeman, Karel.",Another country / | $c: Karel Schoeman ; translated by David Schalkwyk.,1991,f,,45856.41614274377
uiuo.ark:/13960/t06w9ms37,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,45856.3662341221
uc1.$b244478,"Richardson, Dorothy Miller,",Pilgrimage | $c: [by] Dorothy M. Richardson.,1938,f,high_female,45856.1107600439
uiuo.ark:/13960/t5x644d5k,"Sherard, Robert Harborough,",A bartered honour,1883,m,,45847.506416191565
mdp.39015030743366,"Heath, Catherine.",Joseph and the Goths / | $c: Catherine Heath.,1975,f,,45841.84577176981
uc2.ark:/13960/t1wd3rn7d,"Norman, Ménie Muriel.",A girl in the Karpathians,1892,f,,45836.0593336152
nnc1.1002331250,"Neele, Henry,",The romance of history,1833,m,,45833.02126928267
njp.32101063579062,,The lairds of Fife,1828,u,high_female,45821.32240149432
mdp.39015004803816,"Van der Post, Laurens.",A story like the wind.,1972,m,high_male,45820.80902612668
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,45819.425331815226
uiuo.ark:/13960/t2m61w50c,,"The fair Carew, or, Husbands and wives",1851,u,high_female,45811.47312154931
uiuo.ark:/13960/t3dz0t97b,"Walsh,","The officer's daughter; or, A visit to Ireland in 1790",1810,f,high_female,45801.6544129098
inu.30000115166245,"Lake, Elizabeth.",Siamese counterpart / | $c: Elizabeth Lake.,1958,f,mixed,45793.06163629982
mdp.39015016451745,"Blish, James.",Titan's daughter / | $c: James Blish.,1963,m,high_male,45783.77041703354
uiuo.ark:/13960/t2k65429g,"Payn, James,",Under one roof,1879,m,,45782.522741960485
uc2.ark:/13960/t2s46hs4k,"Gay, Susan E.",Harry's big boots,1874,f,high_male,45775.12295132426
nyp.33433074848536,"Burrow, Charles Kennett,",The yeoman,1904,m,,45771.427736130056
uc1.b3473182,"Royce, Kenneth.",Bones in the sand.,1967,m,high_male,45769.16079192227
dul1.ark:/13960/t8qc0pr9s,"Collins, Mortimer,",Transmigration,1874,m,,45761.82873241138
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,45759.08591752885
uiuo.ark:/13960/t3126589w,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,45742.94129261083
mdp.39015047487361,"Heiss, Lisa,",Askania-Nova: | animal paradise in Russia: adventure of the Falz-Fein family | $c: [by] L. Heiss. [Translated from the German],1970,f,high_male,45739.81218402426
uc1.$b674881,"Shelley, Gerard",The speckled domes; | episodes of an Englishman's life in Russia.,1925,m,,45732.96999853083
hvd.hwadvg,"Scott, Walter,",The Waverley novels,1829,m,,45730.79123539336
mdp.39015049020368,"Lu, Wenfu.",The gourmet and other stories of modern China/ | $c: Lu Wenfu.,1987,u,high_male,45730.484488326416
inu.30000011823097,"Dickens, Charles,",A tale of two cities,1898,m,mixed,45727.36681362807
uc1.$b189667,"Mauriac, François,",The stuff of youth : | (La robe pretexte) / | $c: translated by Gerard Hopkins.,1960,m,high_female,45724.4748401654
uc1.$b252534,"Everett, Peter.",Negatives / | $c: by Peter Everett.,1964,m,high_female,45719.174677461815
njp.32101064919036,"Maxwell, W. H.",My life,1835,m,mixed,45718.34782148833
mdp.39015051123217,"Meredith, Christopher,",Shifts / | $c: Christopher Meredith.,1988,m,,45715.779087481096
uc1.b3314596,"Maxwell, W. H.",O'Hara;,1825,m,,45713.56751253523
wu.89092530534,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,45707.3258908776
uc1.$b96,"Cornelisen, Ann,",Torregreca: | a world in Southern Italy; | $c: illustrated with photographs by the author.,1969,f,,45706.342994182654
mdp.39015005319200,"Sholokhov, Mikhail Aleksandrovich,","Virgin soil upturned,",1935,m,high_male,45706.13321568764
mdp.39015020678796,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,,45704.29781333789
uiuo.ark:/13960/t7qn6q45z,"Hunter, P. Hay",My ducats and my daughter,1884,m,,45698.9763522412
mdp.39015032556402,"Osamāna, Śaokata,",The state witness / | $c: Shaukat Osman ; translated from the Bangla by Osman Jamal.,1993,u,high_male,45687.75455473674
uc1.32106011608509,"McCabe, Pat,",The dead school / | $c: Patrick McCabe,1995,u,mixed,45681.927184101136
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,45680.13647159739
mdp.39015000512742,"Simenon, Georges,",Maigret and the ghost / | $c: [by] Georges Simenon ; translated from the French by Eileen Ellenbogen.,1976,m,,45679.23096766591
mdp.39015054266971,"Tighe, Carl.",Burning worm / | $c: Carl Tighe.,2001,m,high_female,45678.37879698591
mdp.39015002968793,"Achebe, Chinua.",No longer at ease.,1960,m,,45676.38993778049
uc2.ark:/13960/t4rj4bq28,"Caffyn, Kathleen Mannington Hunt.",He for God only,1903,f,high_female,45664.6069462119
mdp.39015031240784,"James, G. P. R.",The Old Dominion,1856,m,,45643.69524855452
uiuo.ark:/13960/t6vx0mz10,"Black, William,",In far Lochaber,1888,m,high_female,45636.55518115983
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,45634.45887773333
mdp.39015014612710,"Blyton, Enid.",The big Noddy book / | $c: by Enid Blyton.,1959,f,mixed,45631.82952248803
uiuo.ark:/13960/t51g1929n,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,45630.11263449616
mdp.39015024451711,"Owen, Ashford.",A lost love,1920,u,,45624.310553334675
njp.32101063690547,"Fielding, Henry,",The works of Henry Fielding,1893,m,mixed,45621.0476530247
uc1.b3324572,"Le Fanu, Joseph Sheridan,",Willing to die,1873,m,mixed,45613.239629608936
uc2.ark:/13960/t1gh9hf3g,"Maxwell, W. H.","The bivouac; or, Stories of the Peninsular War",1837,m,mixed,45612.248144906735
mdp.39015002201716,"Chandler, Raymond,",Killer in the rain. | $c: With an introduction by Philip Durham.,1964,m,mixed,45601.97469326544
mdp.39015063933108,"Lewis, Eiluned.","Dew on the grass, | $c: by Eiluned Lewis; with a prefatory letter by Charles Morgan.",1934,f,high_female,45584.35810083355
uc1.32106007959502,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",The man who ate the phoenix.,1949,m,mixed,45574.940726607216
mdp.39015063986825,"Black, William,",White wings,1880,m,mixed,45559.29828767808
njp.32101068170347,"Horne, R. H.",The poor artist,1871,m,mixed,45559.12834778028
njp.32101066459676,"Gore,",The dowager,1840,f,,45550.299197025895
mdp.39015053531623,"Burns, Anna,",No bones / | $c: Anna Burns.,2001,f,,45526.90725484123
uiuo.ark:/13960/t2j67qh6b,"Bisset, Robert,",Modern literature;,1804,m,,45523.443011741874
njp.32101067646719,"Hook, Theodore Edward,",The parson's daughter,1833,m,,45520.32254551954
uiuo.ark:/13960/t7np2q169,"Sherer, Moyle,",Tales of the wars of our times,1829,m,,45516.597976849334
uc1.$b704628,"Huidobro, Vicente,",Portrait of a paladin / | $c: translated by Warre B. Wells from the Spanish of Vicente Huidobro,1931,m,,45511.50623319961
mdp.39015017901540,"Yaşar Kemal,",The undying grass / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal.,1989,u,,45506.495417808976
inu.39000003271397,"Dawson, W. J.",London idylls,1895,u,,45504.59560692047
hvd.hn2he2,"Helme, Elizabeth,",Instructive rambles in London and the adjacent villages,1800,f,,45502.48849773194
njp.32101063693517,"Newby, C. J.,",Margaret Hamilton;,1858,f,high_female,45497.4572225858
uiuo.ark:/13960/t57d3822s,"Fothergill, Jessie,",From Moor isles,1888,f,high_female,45495.0969163897
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,45478.12398740769
uiuo.ark:/13960/t12n5jk49,"Hardy, Iza Duffus.",Glencairn,1877,f,,45477.46627798607
uc1.$b391311,"Fullerton, Alexander,",The publisher.,1970,m,mixed,45471.19387604305
mdp.39015063963394,"Taylor, Mary Argyle.",Delfina of the Dolphins,1912,f,high_female,45468.06968473756
mdp.39015055119468,"Endō, Shūsaku,",Volcano / | $c: Shusaku Endo ; translated from the Japanese and with an introduction by Richard A. Schuchert.,1980,m,,45464.065414668934
mdp.39015029237065,"Brookner, Anita.",Fraud / | $c: Anita Brookner.,1992,f,high_female,45462.83002067616
uiuo.ark:/13960/t9d51966d,"Smart, Hawley,",Long odds,1889,m,high_male,45457.43416664847
uc1.$b322782,"Borden, Mary.",Action for slander; | a novel | $c: by Mary Borden.,1936,f,,45445.29500860589
uiuo.ark:/13960/t9g456t7h,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,45445.22546320832
mdp.39015005698033,"O'Flaherty, Liam,","Famine,",1937,m,,45437.75152783854
uc1.b3468425,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,45437.42625130107
mdp.39015059427891,"Wood, James.",The rain islands.,1957,m,,45433.31973901032
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,45427.36312446294
uiuo.ark:/13960/t3bz6fw8j,"Bothmer, Marie,",Aut Caesar aut nihil,1883,f,high_female,45427.22164836512
mdp.39015025104400,"Warner, Susan,",Mr. Rutherford's children,1855,f,high_female,45420.88148699432
uc2.ark:/13960/t9m32q75w,"Swan, Annie S.,",Wyndham's daughter,1898,f,high_female,45419.61797483285
uiuo.ark:/13960/t2p567g2p,"Westall, William,",Her two millions,1887,m,mixed,45411.49507746925
uc1.b2803611,"Rutter, Frank,","""Varsity types""",1903,m,,45404.23206965216
uc2.ark:/13960/t8rb6z708,"Caffyn, Kathleen Mannington Hunt.","""Whoso breaketh an hedge,""",1909,f,high_female,45395.21481326354
mdp.39015068635559,"(Cecil Ernest Lucas), Phillips, C. E. Lucas",The Spanish pimpernel.,1960,m,high_male,45391.77974473571
uiuo.ark:/13960/t9c54428b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,45383.05534193735
mdp.39015063938958,"Lyons, A. Neil",A London lot,1919,m,high_female,45381.016522771846
uc2.ark:/13960/t19k49671,"O'Donovan, Gerald,",Conquest,1920,m,,45373.337937932
mdp.39015011915983,"Leeson, Robert,",Silver's revenge / | $c: Robert Leeson.,1978,m,,45353.35396404201
mdp.39015049972279,"Morrison, Blake.",The justification of Johann Gutenberg / | $c: Blake Morrison.,2000,m,high_male,45347.029586284
uc1.$b795525,"Royde-Smith, Naomi.","The mother, | $c: by Naomi Royde-Smith.",1931,f,,45342.56745510751
