text_string,occurs_100k
oban,0.02427
riyadh,0.02423
diwali,0.02421
wentworth,0.02421
san salvatore,0.0242
sloane square,0.02417
tivoli,0.02416
zimbabwe,0.02416
bronx,0.02413
st asaph,0.02412
maryland,0.02411
luxembourg gardens,0.02408
perthshire,0.02403
durban,0.02399
wetheral,0.02398
west india,0.02393
wimpole street,0.02389
bologna,0.02385
batavia,0.02383
lida,0.0238
wimbledon,0.02378
amherst,0.02374
new guinea,0.02374
thornfield,0.02371
zoological gardens,0.02369
charlotte street,0.02369
christchurch,0.02366
waterloo bridge,0.02363
wharton,0.02361
zalia,0.0236
wonston,0.02355
hoxton,0.02345
fairlee,0.02343
ephesus,0.02342
khartoum,0.0234
california library los angeles,0.0234
tennessee,0.02339
nova scotia,0.02338
spring gardens,0.02338
strabane,0.02331
kew gardens,0.0233
nassau,0.02326
fitzroy square,0.0232
oakhampton,0.02319
deloraine,0.02316
meryton,0.02315
chartres,0.02314
casablanca,0.02312
briarwood,0.02311
brunswick square,0.02309
duca,0.02303
brasilia,0.02302
alhambra,0.02292
touraine,0.02291
weston,0.0229
jura,0.02289
newborough,0.02288
oregon,0.02286
fort william,0.02284
orpington,0.02274
alaska,0.02274
fiji,0.02274
ussr,0.0227
church street,0.02268
mickleham,0.02266
northern ireland,0.02265
darien,0.0226
innsbruck,0.02259
gethsemane,0.02258
hera,0.02258
hiroshima,0.02251
tennyson,0.02239
francisco,0.02236
malaysia,0.02234
libya,0.02232
senegal,0.02231
kettering,0.02229
ila,0.02228
dinan,0.02227
rialto,0.02225
americas,0.02213
morfa,0.02212
moselle,0.02209
british isles,0.02209
dartford,0.02208
marylebone,0.022
clerkenwell,0.02197
dorset street,0.02195
syracuse,0.02195
ritz,0.0219
grafton street,0.02189
pontefract,0.02188
goa,0.02185
euston road,0.02182
alney,0.0218
orvieto,0.02179
montreux,0.02178
althea,0.02175
hounslow,0.02174
downham,0.02172
palace,0.02167
rimini,0.02167
d c ,0.02161
oran,0.02153
southend,0.02151
nashville,0.02144
silverton,0.02138
penzance,0.02136
savannah,0.02136
south wennock,0.02135
tibba,0.02134
san giovanni,0.02134
otway,0.02131
sao paulo,0.02128
welbeck street,0.02122
bletchley,0.02122
signorina,0.02121
millbank,0.02119
spalding,0.02119
eachel,0.02114
campden hill,0.02113
antibes,0.02112
finchley road,0.02111
the hague,0.02111
valborg,0.02109
korea,0.02108
wardour street,0.02107
chichester,0.02106
kharkov,0.02106
west london,0.02104
port said,0.02104
lindenhurst,0.02103
fairport,0.02101
ponsonby,0.02099
british columbia,0.02098
kingthorpe,0.02097
pembroke,0.02097
lodge,0.02097
brunswick,0.02095
cremona,0.02095
hall,0.02092
kensington high street,0.0209
manila,0.02086
dunedin,0.02085
eternal city,0.02085
columbia,0.02085
st denis,0.02081
darlington,0.02078
littleton,0.02075
medellin,0.02075
clarges street,0.02066
cumbria,0.02066
botanical gardens,0.02064
florence nightingale,0.02063
northbridge,0.02062
breslau,0.02062
charles street,0.0206
elm grove,0.02059
tonbridge,0.02054
notting hill gate,0.02054
lincoln,0.02053
stafford,0.02052
edenhurst,0.02051
ypres,0.02049
boyne,0.02048
plassenburg,0.02044
seychelles,0.02041
louisa,0.02037
southlands,0.02037
bruton street,0.02034
easthampton,0.02032
enderby,0.02031
peggy,0.02025
kimberley,0.02025
rockies,0.02024
cromwell road,0.02024
latin america,0.02021
rocky mountains,0.02021
epping,0.0202
ayrshire,0.02019
regent s park,0.02019
garrison town,0.02019
farnborough,0.02018
bayonne,0.02015
fleet street,0.02015
st james s,0.02015
hargeisa,0.02013
fitzallan,0.0201
castletown,0.02009
southbridge,0.02009
random house australia,0.02008
stirling,0.02007
southsea,0.02007
rosedale,0.02005
neuilly,0.02003
westhampton,0.02001
harare,0.02001
buffalo,0.01999
meerut,0.01998
alton,0.01993
mount street,0.01993
new mexico,0.01991
medway,0.0199
emily,0.01988
ginza,0.01987
helstone,0.01985
gallipoli,0.01985
u s a ,0.01984
arles,0.01978
bay of biscay,0.01977
lowndes square,0.01976
palis,0.01976
stoneleigh,0.01975
san diego,0.01974
smolensk,0.01974
south sea,0.01971
blackwater park,0.01971
crossholme,0.0197
montevideo,0.01969
olympia,0.01969
lille,0.01969
rutherford,0.01968
dinglewood,0.01966
komsomol,0.01963
castle hill,0.01962
parktown,0.01961
prince s gate,0.01955
oakenshaw,0.01955
brompton road,0.01951
padre,0.01949
fauconberg,0.01948
waterloo station,0.01947
camberwell,0.01947
bryanston square,0.01946
harden hall,0.01943
pangbourne,0.01943
peterborough,0.01941
goshen,0.0194
nadia,0.01938
liskeard,0.01937
pittsburgh,0.01935
marchmont,0.01933
lackland,0.01931
tigris,0.0193
dhaka,0.01929
ula,0.01926
mortlake,0.01921
carolina,0.01918
tipperary,0.01918
arsace,0.01916
downing street,0.01915
langley,0.01915
gotham,0.01914
lapland,0.01913
old wood lodge,0.01903
bayswater road,0.01901
broxham,0.01901
arrah,0.01898
u k ,0.01894
wyndham,0.01893
highlands,0.01892
ostia,0.01889
oxon,0.01889
thika,0.01887
abyssinia,0.01884
carleton,0.01882
eskdale,0.01882
berga,0.01881
belle,0.01878
sparta,0.01876
eltham,0.01875
rheims,0.01874
albert hall,0.01874
villefranche,0.01874
wearmouth,0.01871
breda,0.0187
rock fort,0.01868
blueville,0.01866
thrace,0.01865
grasse,0.01865
battersea park,0.01863
danbury,0.01863
zaire,0.01863
broad street,0.01862
herefordshire,0.01861
gisborne,0.0186
brest,0.01853
shetland,0.01853
new zion,0.01852
venezuela,0.01851
burnham park,0.01851
dahomey,0.01851
calabria,0.01848
onslow square,0.01848
essaouira,0.01847
frisco,0.01845
portobello road,0.01843
manor house,0.01842
summerton,0.01841
shoreditch,0.0184
salisbury plain,0.01839
connemara,0.01837
nepal,0.01836
niger,0.01835
shakspeare,0.01835
weybridge,0.01833
fort,0.01833
tunbridge,0.01833
broton,0.01833
lawrenceville,0.01832
anjou,0.01831
washington square,0.01829
balliol,0.01827
middlebury,0.01826
ca,0.01825
rue de rivoli,0.01824
honolulu,0.01824
coverley,0.01822
st malo,0.01821
castle hall,0.0182
westmoreland,0.0182
carlton,0.01819
new america,0.01818
patala,0.01817
nanka,0.01817
plessing,0.01816
waterloo place,0.01816
baden,0.0181
thorp green,0.01807
sumatra,0.01805
elfrida,0.01805
hudson street,0.018
westmorland,0.01799
lithuania,0.01798
westhaven,0.01796
great hall,0.01795
brampton,0.01794
st albans,0.01794
la rochelle,0.01794
brisbane,0.01794
bali,0.01794
llewellen,0.01792
merrion,0.01791
fullerton,0.01789
belgrave street,0.01789
uruguay,0.01788
longlands,0.01786
bahamas,0.01785
bagdad,0.01783
ludgate hill,0.01781
channel islands,0.01779
chinatown,0.01777
kyoto,0.01777
uppercross,0.01776
tendring hall,0.01775
invercarron,0.01775
whitechapel,0.0177
buzuluk,0.01769
monterey,0.01769
wasia,0.01768
grafton,0.01767
la scala,0.01766
imogen,0.01766
warwickshire,0.01765
idah,0.01765
hanover street,0.01763
devonport,0.01761
belsize park,0.0176
montargis,0.01759
city hall,0.01758
bayeux,0.01757
malaga,0.01757
sainville,0.01757
montagu,0.01756
oakfield,0.01754
modena,0.01751
negev,0.01749
woolsthorpe,0.01747
attica,0.01747
