htid,author,title,year,authgender,female_category,gb_fraction
hvd.hnp67l,,The Vale of Glamorgan: scenes and tales among the Welsh,1839,u,mixed,0.8148148148148147
uc1.b3322305,"Banks, G. Linnaeus",In his own hand,1885,f,,0.8146067415730336
uc2.ark:/13960/t17m05d78,"MacGill, Margaret Gibbons.",Shifting sands,1922,f,,0.8143459915611814
uc2.ark:/13960/t6qz24h2q,"Macquoid, Katharine S.",Doris Barugh,1878,f,,0.8142857142857143
uva.x004061217,"Marshall, Emma,",The white king's daughter;,1895,f,,0.8142857142857143
uiuo.ark:/13960/t7dr3cg9b,"Mangin, Edward,",George the third,1807,m,high_male,0.813953488372093
mdp.39015012067206,"Hilton, James,","Murder at school, | a detective fantasia, | $c: by James Hilton.",1935,m,high_male,0.8135593220338984
uc1.b2802929,"Val Baker, Denys,","The flame swallower, and other stories from Cornwall.",1963,m,mixed,0.8135593220338981
mdp.39015030752052,"Linklater, Eric,",A spell for old bones.,1949,m,high_male,0.8128342245989303
mdp.39015081739347,,The black book / | $c: edited by Tony Reed.,1989,u,,0.8125000000000001
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,0.8125
inu.30000004380105,"Holland, Richard.",Supernatural Clwyd : | the folk tales of North-East Wales / | $c: Richard Holland.,1989,m,,0.8120300751879698
mdp.39015012970466,"Ackroyd, Peter,",Chatterton / | $c: Peter Ackroyd.,1987,m,,0.8119658119658119
uc2.ark:/13960/t6m048z3v,"Middleton, Thomas.",Legends of Longdendale;,1906,m,high_male,0.8117977528089888
mdp.39015063751914,"Banim, John,",The smuggler;,1831,m,mixed,0.8115942028985508
inu.30000118485758,"Maddock, Llywelyn W.,","West Country folk tales, | $c: by Llywelyn W. Maddock. Illus. by Harold W. Hailstone.",1965,u,mixed,0.8114285714285715
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,,0.8114143920595531
mdp.39015066824247,"Feaver, Jane,",According to Ruth / | $c: Jane Feaver.,2007,f,,0.8113207547169812
uc1.b3322565,"Griffin, Gerald,",The Duke of Monmouth,1836,m,high_male,0.8110047846889953
wu.89092536671,"Beresford, J. D. (John Davys),",The Hampdenshire wonder. | $c: [With an introduction by Walter de la Mare],1948,m,high_male,0.8109452736318409
mdp.39015019555559,"McDermid, Val.",Report for murder / | $c: Val McDermid.,1987,m,high_female,0.8108108108108113
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,0.8105726872246698
mdp.39015030853009,"Burke, Thomas,",The flower of life.,1929,m,high_female,0.810126582278481
uc1.$b244924,"Spring, Howard,",Rachel Rosing : | a novel / | $c: by Howard Spring.,1935,m,,0.8100558659217876
mdp.39015050960239,"Lowndes, Marie Belloc,",The lodger | $c: [by] Mrs. Belloc Lowndes.,1932,f,high_female,0.8098591549295773
njp.32101068169547,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,0.8095238095238098
nyp.33433066722590,,"Rosemay Lodge, or, Domestic vicissitudes",1820,u,mixed,0.8095238095238095
uiuo.ark:/13960/t79s28n4z,,Lynton Abbott's children,1879,u,,0.8095238095238094
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,0.8091603053435114
mdp.39015031308227,"Tremain, Rose.",Sadler's birthday / | $c: Rose Tremain.,1976,f,mixed,0.8089887640449439
uc2.ark:/13960/t9862t682,"Pease, Howard,",Tales of Northumbria,1899,m,high_male,0.8087431693989073
uc1.$b372446,"Jefferies, Richard,","After London, or, Wild England",1886,m,mixed,0.8087248322147653
uc1.$b389751,"Goolden, Barbara,",The snare.,1970,f,mixed,0.8085106382978724
uiuo.ark:/13960/t5db8r27r,"Davenport, Selina.",An angel's form and a devil's heart,1818,f,mixed,0.8085106382978723
uc1.$b243178,"Plaidy, Jean,","The sixth wife, | $c: by Jean Plaidy [pseud.]",1953,f,high_female,0.8083140877598152
uiuo.ark:/13960/t8kd2jc54,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,0.8082191780821918
uiuo.ark:/13960/t3st7vh4p,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,0.8082191780821918
uc1.b3346916,"Fitzgerald, Kevin.","Kill him gently, nurse : | a story for a journey / | $c: Kevin Fitzgerald.",1966,m,high_male,0.808139534883721
mdp.39015059417702,"James, G. P. R.",The Step-mother,1846,m,mixed,0.8080808080808082
mdp.39015064702080,"Kneale, Matthew,",Powder / | $c: Matthew Kneale.,2006,m,,0.8076923076923078
nyp.33433088074723,"Hall, S. C.,",The prince of the Fair family,1867,f,mixed,0.8076923076923077
nyp.33433074928791,"Howard, Keble,",Miss Charity,1908,m,mixed,0.8072289156626506
njp.32101068971033,"Kaye-Smith, Sheila,",Isle of Thorns,1913,f,,0.8066666666666666
uc1.b3322473,"Cathcart,",The heir of Mordaunt,1835,f,high_female,0.8064516129032259
inu.39000001728729,"Marsh, Ngaio,",Enter a murder / | $c: by Ngaio Marsh.,1935,f,,0.8064516129032258
nyp.33433075744494,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,0.8062827225130891
uiuo.ark:/13960/t8v98p59r,"St. Aubyn, Alan.",In the face of the world,1894,f,high_female,0.8059701492537314
uiuo.ark:/13960/t51g18r1b,,"Husband hunting, or, The mother and daughters",1825,u,high_female,0.8059701492537311
uiuo.ark:/13960/t2z32j87d,"Collins, Wilkie,",The moonstone,1868,m,mixed,0.8055555555555556
uc1.$b298745,"Phillpotts, Eden,",Lying prophets / | $c: by Eden Phillpotts.,1926,m,high_female,0.8052631578947369
uc1.b3039419,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.8050847457627119
uc2.ark:/13960/t7tm78v5z,"Benson, Arthur Christopher,",Watersprings,1913,m,mixed,0.8050847457627118
uiuo.ark:/13960/t5fb5r230,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,0.8050847457627116
nyp.33433074855069,"Gallichan, Walter M.",Like stars that fall,1895,m,high_female,0.8050847457627116
njp.32101066459288,"Gleig, G. R.",The country curate,1830,m,mixed,0.8048780487804876
uiuo.ark:/13960/t24b3pz7c,"Robinson, F. W.",The man she cared for,1884,m,mixed,0.8043478260869567
mdp.39015061094952,"Home, Stewart,",Down & out in Shoreditch and Hoxton / | $c: Stewart Home.,2004,m,,0.8043478260869565
uc1.$b807355,"Crawshay-Williams, Eliot,",The wolf from the west.,1947,u,,0.8037094281298298
inu.30000054077437,"Wood, Henry,",Edina: a novel,1876,f,mixed,0.8035714285714287
mdp.39015031237970,"Hanley, James,",A woman in the sky.,1973,m,high_female,0.8035714285714286
wu.89092531755,"Hogg, James,",The three perils of woman,1823,m,,0.8035714285714284
nyp.33433074868278,"Hocking, Joseph,",Fields of fair renown,1896,m,mixed,0.8033472803347281
uc1.b4974562,"Potter, Dennis.",Ticket to ride / | $c: Dennis Potter.,1986,m,,0.8032786885245902
uc1.b3322035,"Erroll, Henry.",By woman's favour,1890,m,mixed,0.8028169014084509
mdp.39015070494359,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,0.8025477707006369
mdp.39015000610488,"Woolf, Virginia,",Night and day,1919,f,high_female,0.8023255813953487
mdp.39015032979653,"MacKenna, John.",Clare : | a novel / | $c: John MacKenna.,1993,m,high_male,0.8018018018018017
uiuo.ark:/13960/t8df71192,"Lyall, Edna,",To right the wrong,1894,f,high_male,0.8008298755186721
mdp.39015000610462,"Woolf, Virginia,",Night and day.,1950,f,high_female,0.8007380073800738
inu.30000120831908,"Borrelli, Dawn.",Kate / | $c: Dawn Borrelli.,1989,f,mixed,0.8000000000000002
uiuo.ark:/13960/t3417br2t,"Gibbon, Charles,",In honour bound,1874,m,mixed,0.8000000000000002
uiuo.ark:/13960/t97664b4v,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,0.8
uiuo.ark:/13960/t1dj5z849,"Macquoid, Katharine S.",Appledore farm,1894,f,high_female,0.8
nyp.33433074868245,"Hogg, James,",The brownie of Bodsbeck;,1818,m,,0.8
uc1.$b391306,"Fisher, Roy,",The ship's orchestra.,1966,m,mixed,0.8
mdp.39015054286797,"Miller, Harland,","First I was afraid, I was petrified / | $c: Harland Miller.",2000,m,high_female,0.8
mdp.39015082690713,"Dafydd, Fflur.",Twenty thousand saints / | $c: Fflur Dafydd.,2008,u,,0.8
nyp.33433075766786,"Picken, Andrew,",Mary Ogilvie,1840,m,high_female,0.8
mdp.39015049862678,"Kennaway, James,",Silence.,1972,m,mixed,0.8
uiuo.ark:/13960/t6j10p387,"Norway, Arthur H.",The government official,1887,f,high_male,0.8
uiuo.ark:/13960/t6qz2xw44,"Davenport, Selina.",An angel's form and a devil's heart,1818,f,mixed,0.8
uc2.ark:/13960/t3xs5xp5c,"Pearse, Mark Guy,",Gold and incense,1895,m,high_female,0.8
mdp.39015082682702,"Smith, Joseph.",The wolf / | $c: Joseph Smith.,2008,m,high_male,0.7999999999999999
mdp.39015013254654,"Storey, David,",Pasmore. -,1972,m,high_male,0.7999999999999999
uiuo.ark:/13960/t03x8mz6z,"Finch, Emily.",The last days of Mary Stuart,1841,f,mixed,0.7999999999999999
uiuo.ark:/13960/t6f19ht3n,"Norris, W. E.",The dancer in yellow,1896,f,high_female,0.7999999999999999
njp.32101064793308,"Rees, Alfred W.",Ianto the fisherman and other sketches of country life,1904,u,high_male,0.7999999999999999
mdp.39015018043540,"Galt, John,",The stolen child,1833,m,mixed,0.7999999999999998
uiuo.ark:/13960/t41r7g420,"Tucker, Marwood,",Michael Tresidder,1872,m,mixed,0.7999999999999996
mdp.39015063940418,"Lowndes, Hannah Maria (Jones)",The Scottish chieftains;,1831,f,,0.7995910020449899
njp.32101069186110,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,0.7992495309568479
inu.30000005072487,"Rice, James,","The Cambridge freshman, or, Memoirs of Mr. Golightly",1878,m,,0.7992424242424241
uc1.32106019365615,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.7991631799163179
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,,0.7988826815642458
uiuo.ark:/13960/t5x63zk3d,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,0.7984496124031008
nyp.33433067294771,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,,0.7983870967741936
njp.32101068971306,"Kennedy, Grace,",Philip Colville,1825,f,,0.7983870967741934
mdp.39015068379133,"Forfar, William Bentinck,",Kynance cover,1865,m,high_female,0.7982456140350878
uiuo.ark:/13960/t67371w1v,"Beaton, Patrick.",Marion Leslie,1863,m,mixed,0.797752808988764
nyp.33433074859913,"Gull, Cyril Arthur Edward Ranger,",The hypocrite,1898,m,,0.7972027972027972
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,0.7971698113207546
uc1.$b255853,"Ellis, Royston,",The rush at the end / | $c: Royston Ellis.,1967,m,,0.7968749999999998
uiuo.ark:/13960/t8rb7pw6r,"Strange, Calthorpe.",Two worlds of fashion,1872,u,,0.7966101694915255
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,0.7966101694915254
wu.89099772360,"Charlesworth, Maria Louisa,",Ministering children,1903,f,mixed,0.7966101694915254
uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,0.7964912280701756
uc1.$b236156,"Davies, Rhys,","A pig in a poke, | stories, | $c: by Rhys Davies.",1931,m,high_female,0.7964601769911505
njp.32101076045705,"Collins, Wilkie,",The woman in white,1860,m,high_female,0.7964071856287426
mdp.39015062883080,"Cleave, Chris.",Incendiary / | $c: Chris Cleave.,2005,m,mixed,0.7962962962962962
njp.32101007059791,"James, G. P. R.",Forest days;,1843,m,,0.7958115183246075
nyp.33433074936299,"Barnard, Frederick,",Behind a brass knocker;,1883,m,mixed,0.7954545454545453
umn.31951002077965s,"Dee, Catherine.",No complaints in Hell : | a novel.,1949,f,high_female,0.7948717948717949
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,0.7948717948717948
uc1.$b244444,"Brand, Christianna,",Cat & mouse | $c: [by] Christianna Brand [pseud.],1950,f,high_female,0.7948717948717948
nyp.33433074873336,"Knowles, James Sheridan,",George Lovell,1852,m,,0.7948717948717948
uiuo.ark:/13960/t5db8cm5d,"Curling, Henry,",John of England,1846,m,mixed,0.794642857142857
uiuo.ark:/13960/t08w42j74,"Price, Eleanor C.",Gerald,1885,f,mixed,0.7945205479452053
uiuo.ark:/13960/t20c5m89d,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,0.7943262411347518
njp.32101062933468,"West, Jane,",Alicia de Lacy,1814,f,,0.7940552016985138
mdp.39015080878047,"Jenkins, Thomas.",A meet with murder / | $c: Thomas Jenkins.,2008,m,,0.7939698492462312
uc2.ark:/13960/t7sn0686c,"Gorrie, Daniel.","Geordie Purdie in London, or, The adventures of a Fifeshireman in the metropolis",1875,m,high_male,0.7938461538461538
mdp.39015014513736,"Hamilton, Patrick,",Hangover square; | a story of darkest Earl's Court. With an introd. by J. B. Priestley.,1972,m,high_male,0.7938144329896908
uiuo.ark:/13960/t0cv54b6r,"Riddell, J. H.,",The head of the firm,1892,f,mixed,0.7937500000000001
uc2.ark:/13960/t2c82659b,"Watson, William Davy,",Trevethlan,1848,m,mixed,0.7934782608695652
uc1.$b287366,"Pain, Barry,",Barry Pain [Selected pieces],1934,u,mixed,0.7931034482758622
mdp.39015039248045,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,,0.7931034482758621
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,0.7926829268292682
uc1.$b807356,"Coxhead, Elizabeth,",The midlanders.,1953,f,high_female,0.7923076923076923
uiuo.ark:/13960/t4hm5r63w,"Marryat, Florence,",The Hampstead mystery,1894,f,,0.7922077922077921
mdp.39015028701145,"Tongue, Ruth L.","Forgotten folk tales of the English counties; | $c: collected by Ruth L. Tongue, with an introduction by Katharine Briggs.",1970,f,mixed,0.792022792022792
uiuo.ark:/13960/t6g16n64w,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,0.7919463087248322
wu.89005272331,"Mais, S. P. B.",Quest sinister,1922,u,,0.7919075144508673
nyp.33433067294722,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,mixed,0.7916666666666666
uiuo.ark:/13960/t23b6k457,"Macquoid, Katharine S.",Appledore farm,1894,f,high_female,0.7916666666666666
uc2.ark:/13960/t2b85575q,"Oliphant,",Harry Muir,1853,f,,0.791044776119403
inu.30000083501381,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,0.7910447761194028
mdp.39015016922042,"Stoker, Bram,",Miss Betty,1898,m,high_female,0.7909090909090908
uc1.32106019365631,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.7906976744186047
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,0.7905882352941176
uc2.ark:/13960/t2h70c474,"Friswell, J. Hain",Diamonds and spades;,1858,m,,0.7905405405405405
uc2.ark:/13960/t53f4r152,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,0.79
mdp.39015063933876,"Letts, E. F.","Nicholas Mosley, loyalist;",1903,u,mixed,0.7899159663865546
mdp.39015027550923,"Lee, Mary.","Rosamond Fane; | or, the prisoners of St. James's | $c: [by] M. and C. Lee. Illustrated by Heather Standring.",1963,f,,0.7894736842105263
uc1.b2838252,"Bray, Christopher.",The Scarecrow Man.,1969,m,high_male,0.7894736842105262
uc2.ark:/13960/t46q1vc8h,"Watson, William Davy,",Trevethlan,1848,m,mixed,0.7894736842105262
mdp.39015059417710,"James, G. P. R.",The Step-mother,1846,m,mixed,0.7891566265060241
uiuo.ark:/13960/t5m90sg4k,"Oliphant,",Harry Muir,1853,f,,0.7887323943661971
njp.32101068166188,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,0.7884615384615384
uiuo.ark:/13960/t5x645x9n,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,0.7883597883597883
uiuo.ark:/13960/t2w38d85f,"Sturgis, Julian,",Comedy of a country house,1889,m,,0.787878787878788
uiuo.ark:/13960/t7vm4wr4r,,"Tendring cottage, or, The rainbow at night",1853,u,high_female,0.7878787878787878
inu.32000001359217,"Blackmore, R. D.",Christowell,1882,m,,0.7876106194690266
uiuo.ark:/13960/t7hq4m576,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,0.7874999999999999
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,0.7873303167420814
uiuo.ark:/13960/t8ff45v3r,"Hardinge, William M.",The willow-garth,1886,m,high_female,0.7867647058823531
uiuo.ark:/13960/t49p3q355,"Sergeant, Adeline,",Seventy times seven,1888,f,,0.7866666666666665
uiuo.ark:/13960/t9w09qv6j,"Wallace, Ellen.",The clandestine marriage,1840,f,high_female,0.7863247863247862
uc1.32106019365599,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.7862595419847328
mdp.39015060827626,"Mantel, Hilary,",Beyond black / | $c: Hilary Mantel.,2005,f,high_female,0.7859778597785976
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,0.7858627858627859
uiuo.ark:/13960/t7sn0fs60,"Banks, G. Linnaeus","Wooers and winners, or, Under the scars",1880,f,,0.7857142857142858
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,0.7857142857142858
mdp.39015059417850,"Strong, L. A. G. (Leonard Alfred George),",Dewer rides. | $c: By L. A. G. Strong.,1929,m,mixed,0.7857142857142858
uiuo.ark:/13960/t7np2pn3h,"Roberts,",Duty,1814,f,high_female,0.7857142857142857
uiuo.ark:/13960/t9n30df6w,"Mills, John,",Our county,1850,m,,0.7857142857142857
uiuo.ark:/13960/t4th95x1k,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,0.7857142857142857
nyp.33433082167689,"Dickens, Charles,",The life and adventures of Nicholas Nickleby,1866,m,mixed,0.7854251012145749
uc1.$b250722,"Garnett, Martha Roscoe,",Unrecorded : | a tale of the days of chivalry / | $c: by Mrs. R. S. Garnett.,1931,u,high_female,0.785
uc1.b3164053,"Raven, Simon,",The rich pay late / | $c: by Simon Raven.,1964,m,,0.7847769028871391
nyp.33433074946918,"Cobb, Thomas,",Carpet courtship;,1898,m,,0.7846153846153844
uc1.32106010909965,"Lock, Samuel,",As luck would have it / | $c: Samuel Lock,1995,m,high_male,0.7844827586206898
mdp.39015078783324,"Hall, Catherine.",Days of Grace / | $c: Catherine Hall.,2009,f,high_female,0.7843137254901962
inu.30000007046091,"Wilson, Colin,","Adrift in Soho, | a novel.",1961,m,,0.7841409691629957
uc1.b3321907,"Bengough, M. A.",So near akin,1891,f,high_female,0.7837837837837838
mdp.39015030709318,"Moorman, Frederic William,",Tales of the Ridings,1920,m,mixed,0.7837837837837835
uiuo.ark:/13960/t2z32fd9x,"Riddell, J. H.,",Austin Friars ;,1870,f,,0.7833333333333332
mdp.39015031231940,"Dunn, Nell,",Tear his head off his shoulders.,1974,f,high_female,0.7833333333333332
uiuo.ark:/13960/t8v98sn3c,"Tinsley, Lily.",In the ring,1886,f,mixed,0.7833333333333332
mdp.39015043790826,"Crewe, Candida,",The last to know / | $c: Candida Crewe.,1998,f,,0.7833333333333331
mdp.39015082691083,"Gaffney, David.",Never never / | $c: David Gaffney.,2008,m,,0.7831325301204818
dul1.ark:/13960/t3611qf54,"Farningham, Marianne,",Nineteen hundred?,1892,f,,0.782991202346041
njp.32101032332254,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.7829457364341086
uiuo.ark:/13960/t3223jg3d,"Smart, Hawley,",Bound to win,1877,m,,0.7829457364341085
uiuo.ark:/13960/t2p56366c,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,high_female,0.782608695652174
