htid,author,title,year,authgender,female_category,urban_metric_gb
dul1.ark:/13960/t2b85xw79,"Fox, S. M.",Our own Pompeii,1887,u,mixed,0.04100920810578628
mdp.39015022055332,"Deighton, Len,",MAMista / | $c: Len Deighton.,1991,m,mixed,0.040953997595825686
mdp.39015033270508,"Muggeridge, Malcolm,",Affairs of the heart.,1949,m,,0.04088606618709567
mdp.39015007057337,"Bontemps, Arna,",Drums at dusk; | a novel.,1940,u,mixed,0.04078213747589848
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,0.04066984462352506
uc1.$b704639,"Arenas, Reinaldo,","Hallucinations, being an account of the life and adventures of Friar Servando Teresa de Mier; | $c: translated from the Spanish by Gordon Brotherston.",1971,m,,0.04064862907139727
mdp.39015029843110,"Chapman, Robin,","Christoferus, or, Tom Kyd's revenge / | $c: Robin Chapman.",1993,u,,0.04059345334309225
mdp.39015037490417,"March, Caeia,",Reflections / | $c: Caeia March.,1995,u,high_female,0.040591278067451
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,0.04042401753347423
njp.32101067630275,"Boyd, Archibald,","The Duchess; or, Woman's love and woman's hate",1850,m,,0.04041594177704366
uiuo.ark:/13960/t02z1h53b,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,0.040412154793031396
mdp.39015011808824,"Acton, Harold,",Old lamps for new.,1965,m,,0.040409707077139256
mdp.39015051000936,"Thorn, Michael,",Pen friends / | $c: Michael Thorn.,1988,m,,0.04035023346710424
uiuo.ark:/13960/t4qj7zt1d,"Merrick, Leonard,",Violet Moses,1891,m,high_female,0.04031186760507227
mdp.39015053602143,"Troyat, Henri,",The web / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1984,m,mixed,0.040283586371094526
uc1.$b23786,"Gollomb, Joseph,","Pirates, old and new, | $c: by Joseph Gollomb ... woodcuts by Clyde A. Nordquist.",1931,m,high_male,0.04023862114881713
mdp.39015077607847,"Drummond, Jack.",Avalanche / | $c: Jack Drummond.,2007,m,mixed,0.040147164254749956
inu.30000053405951,"Davidow, Shelley,",To have and to hold / | $c: Shelley Davidow.,1998,f,high_female,0.04009795341650979
mdp.39015016440912,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,high_male,0.040038864456866996
uiuo.ark:/13960/t62528p76,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,0.04001717148438433
njp.32101064791484,"Trollope, Frances Milton,",Petticoat government;,1850,f,high_female,0.0399398790751011
mdp.39015053117043,"Warner, Marina,",The mermaids in the basement : | stories / | $c: Marina Warner.,1993,f,high_female,0.039913010951626623
mdp.39076005054684,"Hazzard, Shirley,",Cliffs of fall / | $c: by Shirley Hazzard.,1963,f,,0.03986550093537525
uiuo.ark:/13960/t4zg7174j,"Grant, James,",Under the red dragon,1872,m,mixed,0.039707019411503064
inu.32000001792896,"Symington, Neville.",A priest's affair / | $c: by Neville Symington.,2004,m,high_male,0.03966689709280345
mdp.39015070703130,"Mount, Ferdinand,",The condor's head : | an American romance / | $c: Ferdinand Mount.,2007,m,,0.03957070326625681
inu.32000000333767,"Forster, E. M. (Edward Morgan),",Where angels fear to tread.,1924,m,,0.03946907312710152
uc1.$b557742,"Campbell, A. B. (Archibald Bruce),",With the corners off : | my adventurous life on land and sea / | $c: by Commander A. B. Campbell.,1937,m,high_male,0.03946309805938301
inu.39000003995649,"Preindlsberger-Mrazović, Milena,",Selam,1899,f,mixed,0.03920908884748964
mdp.39015045625079,"Blashford-Snell, John.",Mammoth hunt : | in search of the giant elephants of Nepal / | $c: John Blashford-Snell and Rula Lenska.,1997,m,,0.039074005743893
uc1.32106015022251,"Husain, ʻAbdullāh",The weary generations / | $c: Abdullah Hussein ; translated from the Urdu by the author,1999,u,high_male,0.038999897620863644
inu.32000011495779,"Hilliard, Noel.",Maori woman / | $c: [by] Noel Hilliard.,1974,m,mixed,0.038968664888337556
mdp.39015047111169,"Tremain, Rose.",The way I found her / | $c: Rose Tremain.,1997,f,high_female,0.03891681063326832
mdp.39015056186680,"Corrick, Martin.",The navigation log / | $c: Martin Corrick.,2002,m,mixed,0.038711172121092104
mdp.39015067683642,"McAuley, Paul J.",Players / | $c: Paul McAuley.,2007,m,,0.03852293716143168
uc2.ark:/13960/t2x34qs5p,"Belloc, Hilaire,",The mercy of Allah,1922,m,high_male,0.03848513505397644
mdp.39015061468982,"Stangerup, Henrik.",The man who wanted to be guilty : | a novel / | $c: Henrik Stangerup ; translated into English by David Gress-Wright.,1991,u,mixed,0.038419115293074735
mdp.39015014862265,"Vansittart, Peter.",The story of teller: | a novel.,1968,m,,0.03835153400136998
mdp.39015063994258,"Galt, John,",Stanley Buxton;,1832,m,,0.03790248722677253
mdp.39015010464710,"Waugh, Auberon.","A bed of flowers; | or, As you like it.",1972,u,,0.037802068371664665
uc2.ark:/13960/t2j67c98g,"Jacques, E. T.",A legal practitioner;,1907,u,high_male,0.037711497294597676
uc1.b4097210,"Chesterton, G. K. (Gilbert Keith),",The secret of Father Brown / | $c: by G.K. Chesterton.,1927,m,high_male,0.037687714512994686
mdp.39015064952305,"Alvarez, Maria,","Mirror, mirror / | $c: Maria Alvarez.",2007,f,high_female,0.03766849098085223
inu.30000077972499,"Dickens, Charles,",The life and adventures of Martin Chuzzlewit,1898,m,,0.03753973192966344
mdp.39015063979374,"[Simpson, Bertram Lenox]",The forbidden boundary,1908,m,high_male,0.037537323121610594
nyp.33433074870076,"Holt, Emily Sarah,",The White Rose of Langley: a story of the court of England in the olden time,1875,f,,0.03733774727238648
mdp.39015063919115,"Harding, E. F.",The junior subaltern,1914,u,,0.03724756693836401
mdp.39015059305089,"Culling, Peter.",The Isle of Enniskerry / | $c: Peter Culling.,2004,m,,0.03712397798979683
mdp.39015031238739,"Handl, Irene.",The Gold Tip Pfitzer: | a novel.,1973,f,,0.037029936693054884
uiuo.ark:/13960/t7pn9cb8s,"Besant, Walter,","The captains' room, etc",1883,m,,0.03701849136478297
uiuo.ark:/13960/t8pc3nw52,"Yates, Edmund Hodgson,",Land at last,1866,m,mixed,0.03697670580430987
uc1.$b803996,"Tilsley, Frank,",Champion Road.,1949,m,mixed,0.036813128243418924
mdp.39015031301693,"Rive, Richard,","Buckingham Palace, District Six / | $c: Richard Rive.",1987,m,mixed,0.03679489408542058
uc2.ark:/13960/t0gt5m956,"Wilson, A. J.","The rise and progress of Sir Timothy Buncombe, Kt. and M.P",1886,u,,0.036773582703333176
nyp.33433074918610,"Adams, Arthur Henry,",Tussock land;,1904,m,,0.03664262178061006
uc1.$b675277,"Hill, Constance,",Juniper Hall,1904,u,,0.03646589571040751
uc1.b4100754,"Bentley, Phyllis Eleanor,","A man of his time, | $c: by Phyllis Bentley.",1966,f,,0.036420777621808786
uiuo.ark:/13960/t0ns13r5h,,The Davenels;,1829,u,high_female,0.03638002483733571
uc1.b3472508,"Braine, John.",These golden days / | $c: John Braine.,1985,m,high_female,0.03626111630357018
uiuo.ark:/13960/t9s18jz2x,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,0.03624373981851245
mdp.39015018989353,"Kennedy, E. L.,",Twelve in Arcady / | $c: E.L. Kennedy.,1986,u,mixed,0.03621436729573224
mdp.39015016441993,"David, Janina,",A part of the main.,1969,f,high_female,0.036183657573730654
uc1.b3321926,"Besant, Walter,",The ivory gate,1892,m,mixed,0.036113763724381215
mdp.39015063550589,"Edgeworth, Maria,",Stories of Ireland,1886,f,,0.03610806534233443
nnc1.0022269789,"Trollope, Anthony,",The chronicles of Barsetshire,1887,m,,0.03610365213605382
uc1.b3578772,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,0.03557160999494993
dul1.ark:/13960/t1dj65z82,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,0.035461574959751274
uc1.32106019238838,"Gilden, Bruce",After the off / | $c: photographs by Bruce Gilden ; short story by Dermot Healy,1999,m,high_male,0.03544337037013434
uc2.ark:/13960/t1hh6hr45,"Hamilton, C. G.,",The unclaimed daughter;,1853,f,high_female,0.035376746095799404
mdp.39015020678812,"Waltari, Mika,",Sinuhe the Egyptian : | a novel / | $c: by Mika Waltari ; translated by Naomi Walford.,1973,u,high_male,0.03528833027778239
nyp.33433076087018,"Pope, Alexander,",The works of Alexander Pope,1824,m,mixed,0.035242471347411486
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,,0.03502602375605074
mdp.39015031385977,"Marriott, Charles,",Davenport,1915,m,mixed,0.03500092043418601
uc1.b4369656,"Ḥatātah, Sharīf.",The net / | $c: Sherif Hetata ; translated from the Arabic by the author.,1986,u,,0.03468737112818843
uiuo.ark:/13960/t0000rd46,"Richards, Alfred Bate,",So very human,1873,m,mixed,0.034644434699143134
njp.32101068169406,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,0.0346417265667488
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,0.034639947135154336
inu.32000006736120,"Wodehouse, P. G. (Pelham Grenville),",Uncle Dynamite : | [a novel] / | $c: by P. G. Wodehouse.,1948,m,,0.034581641912432515
uc1.$b120010,"Winchester, Stanley.",The practice.,1967,m,,0.03457371053022315
njp.32101067646560,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,0.03452894498590198
mdp.39015032965983,"Oatley, Keith.",The case of Emily V. / | $c: Keith Oatley.,1993,m,,0.03452087339665185
mdp.39015030711090,"Redgrove, Peter.",The sleep of the great hypnotist : | the life and death and life after death of a modern magician / | $c: Peter Redgrove.,1979,m,,0.034382794698786495
uiuo.ark:/13960/t04x5wd9q,"Picken, Andrew,",The black watch,1834,m,high_male,0.034204658465036675
uiuo.ark:/13960/t5s75xx8r,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,0.03404528887755254
mdp.39015063512332,"Dougall, L.",Beggars all,1893,u,,0.03389062055647457
uiuo.ark:/13960/t3hx1r852,,Hardenbrass and Haverill;,1817,m,,0.033503820161319586
mdp.39015012058767,"Pickthall, Marmaduke William,","Oriental encounters, Palestine and Syria (1894-5-6);",1919,m,high_male,0.033459281700888244
mdp.39015064952321,"Liu, Hong,",Wives of the east wind / | $c: Liu Hong.,2007,u,mixed,0.033438473716650985
njp.32101068166204,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,0.033412799631444
uc1.b3539878,"Aragon,",Aurelien / | $c: by Louis Aragon ; translated by Eithne Wilkins.,1946,u,,0.03325575698145661
mdp.39015049970992,"Robertson, James,",The fanatic / | $c: James Robertson.,2000,m,,0.03325523100438235
uc1.b3123800,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,0.03309040460503715
mdp.39015003463588,"Kent, John.","Stories from ancient Greece, | $c: with decorations by Ann Buckmaster.",1947,m,,0.033061245760250546
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,0.03293271986986268
uiuo.ark:/13960/t9p27hw6k,"Spender, John Kent,",A modern Quixote,1894,f,mixed,0.03289098144158725
hvd.hxcqxf,,The hundred merry tales,1831,u,high_male,0.03287571431659686
inu.30000101080020,"Evans, David,",A touch of the sun / | $c: David Evans.,2005,m,,0.0327741836620028
mdp.39015025295877,"MacBeth, George.",The testament of Spencer / | $c: George MacBeth.,1992,m,,0.032624033301088026
wu.89006405088,"Orczy, Emmuska Orczy,",The nest of the sparrowhawk,1909,f,,0.03261257873018146
uiuo.ark:/13960/t0ft8vh63,,"Guards, hussars and infantry",1838,u,high_male,0.03258224564643736
mdp.39015059415599,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,0.03245338649488602
mdp.39015084108151,"Hudson, Robert.",The Kilburn Social Club / | $c: Robert Hudson.,2009,m,mixed,0.03241887435731425
wu.89015217631,"Lubbock, Percy,",Earlham | $c: [by] Percy Lubbock.,1924,m,high_female,0.031952574734225914
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,0.03193853310760619
mdp.39015058595102,"Lengyel, József,",The judge's chair: | a novel; | $c: translated from the Hungarian by Ilona Duczyṅska.,1968,u,high_male,0.031886955643344095
uc1.$b245294,"Laurence, Margaret.",The tomorrow-tamer; | short stories.,1963,f,,0.03178917125275199
mdp.39015030760311,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,0.031760414109481966
inu.32000009943616,"Freiwald, Ludwig,","Last days of the German fleet, | $c: by Ludwig Freiwald; translated by Martin Moore; with an introduction by Hector C. Bywater.",1932,m,high_male,0.0317182534504068
mdp.39015053683051,"Giono, Jean,",To the slaughterhouse: | a novel; | $c: translated from the French by Norman Glass.,1969,f,mixed,0.03170253930556716
nyp.33433075742191,"Reynolds, Beatrice.",My first season,1864,f,,0.03167779144679363
uc1.b3727281,"Baird, Thomas,",Sheba's landing / | $c: Thomas Baird.,1965,m,,0.031566071240151594
uiuo.ark:/13960/t1kh1728j,"Slingsby, Henry.",My grandmother's guests and their tales,1825,m,,0.03140490649579082
uc1.32106001622791,"Mishima, Yukio,",New writing in Japan; | $c: edited by Yukio Mishima and Geoffrey Bownas.,1972,m,high_female,0.03134805391936202
uc1.b4974558,"Pickering, Paul,",The blue gate of Babylon / | $c: Paul Pickering.,1989,m,,0.03131321012689581
njp.32101064912072,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,0.0312784552757277
mdp.39015084102907,"Dobbs, Michael,",The edge of madness / | $c: Michael Dobbs.,2009,m,high_male,0.03118434377196064
uc2.ark:/13960/t9765jt6p,"Harvey, William,",Irish life & humour in anecdote and story,1906,m,mixed,0.03110347601445338
uc1.$b242718,"Kendall, Carol,",The baby-snatcher / | $c: Carol Kendall.,1952,f,,0.031073274572842813
uiuo.ark:/13960/t7np2r29m,"Wood, Henry,",The Red court farm,1868,f,,0.03087280754609778
mdp.39015063974235,"Yonge, Charlotte M.",The wardship of Steepcoombe,1896,f,high_male,0.030871168055680964
mdp.39015073748355,,The British essayists;,1823,m,high_male,0.030736420696612
dul1.ark:/13960/t8qc0pr9s,"Collins, Mortimer,",Transmigration,1874,m,,0.030721626474294165
uc1.32106008957109,"Smeaton, William Henry Oliphant,",A mystery of the Pacific,1899,m,high_male,0.03067444904727462
uiuo.ark:/13960/t6j10ks03,"Braddon, M. E.",Dead men's shoes,1876,f,,0.030558397180881148
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,0.030535526111263842
njp.32101035036043,"Blessington, Marguerite,",Two friends,1835,f,,0.03026303202209968
uc1.b3327539,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,0.030230300970604418
uc1.b3314600,"Marryat, Frederick,","Japhet, in search of a father",1836,m,,0.03022972096671675
mdp.39015029276865,"Greig, Andrew.",Electric Brae : | a modern romance / | $c: Andrew Greig.,1992,m,,0.030199494101502133
uiuo.ark:/13960/t7np2f47t,"Dunn, George.",Red cap and blue jacket,1894,m,,0.02998437982824123
mdp.39015046359942,"(Herbert George), Wells, H. G.",The short stories of H. G. Wells.,1927,m,,0.029902728766256204
uiuo.ark:/13960/t5v69z01g,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,0.029767620502811565
uc1.$b792381,"Prior, Ann.",Mirror image.,1969,f,high_female,0.029387153404798916
uc1.32106018531399,,Afsaneh : | short stories by Iranian women / | $c: edited and translated by Kaveh Basmenji,2005,u,mixed,0.029363358662052474
njp.32101067627545,"Armstrong, F. C.",The cruize of the daring,1860,m,high_male,0.029321213976849725
uiuo.ark:/13960/t8rb7s318,"Black, William,",Highland cousins,1894,m,,0.02928636530483701
uc1.$b242722,"Kirstein, Lincoln,",For my brother : | a true story / | $c: by José Martínez Berlanga as told to Lincoln Kirstein.,1943,m,mixed,0.02921106270942836
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,0.02918303436712963
njp.32101064633447,"Putnam Weale, B. L.",The revolt,1912,m,high_female,0.02913420078457546
uc1.$b33382,"Willis, Jerome.","The last adventurers; | the story of the lives of trawlermen from Hull and Grimsby who sail their small craft far into northern latitudes in the eternal quest for fish, | $c: by Jerome Willis ...",1937,m,mixed,0.029058282582547168
uiuo.ark:/13960/t5x640t2v,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,0.028882590437762534
mdp.39015014304532,,The Blackstaff book of short stories.,1988,u,mixed,0.028808288005701788
uc1.b3754800,"Montherlant, Henry de,",The matador.,1957,m,high_male,0.028678193867850588
mdp.39015014192796,"Shah, Amina.",The tale of the four dervishes of Amir Khusru / | $c: retold by Amina Shah.,1976,f,,0.0285671253359428
uc1.$b236260,"Galsworthy, John,","Over the river, | $c: by John Galsworthy.",1933,m,,0.028371142031006602
wu.89099301053,"Popham, Hugh.",Beyond the eagle's rage : | a novel / | $c: by Hugh Popham.,1951,m,mixed,0.028258365917925465
uc1.32106015472191,"Connolly, Cressida",The happiest days / | $c: Cressida Connolly,1999,u,high_female,0.028248940891739724
uiuo.ark:/13960/t0xp7g23v,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,0.028186207597072854
uiuo.ark:/13960/t2q537n1m,"Noble, Frances.",Violet Mortimer,1879,u,,0.02805849945007799
uiuo.ark:/13960/t1ng4x65k,"Baring-Gould, S.",Court Royal,1886,m,,0.02790489369842404
mdp.39015003675041,"Forster, E. M.",Where angels fear to tread,1905,m,,0.027846619207885996
uiuo.ark:/13960/t3hx1mc5r,"Boddington,",The gossip's week,1836,f,high_female,0.027830471214144448
uc1.b4948664,"Waugh, Alec,",Married to a spy / | $c: Alec Waugh.,1976,m,mixed,0.027784338566625946
mdp.39015015519815,"Weldon, Fay.",Little sisters / | $c: Fay Weldon.,1987,f,high_female,0.027769359886340522
mdp.39015053748094,"Kenworthy, Christopher.",The quality of light / | $c: Christopher Kenworthy.,2001,m,,0.027725884136171663
uc1.$b383933,"Lustgarten, Edgar,",Defender's triumph / | $c: Edgar Lustgarten.,1951,m,,0.02753558529495226
uc1.32106008378090,"Druon, Maurice,","The Iron King, | a novel. | $c: Translated from the French by Humphrey Hare.",1956,m,mixed,0.027428061198508408
uc1.$b393190,"Gautier, Jean Jacques,",Skin deep. | $c: Translated by Mervyn Savill.,1955,f,high_female,0.027317005587914
uc1.$b86278,"Balchin, Nigel,",Last recollections of my Uncle Charles.,1954,m,,0.027203907335567018
uiuo.ark:/13960/t41r72858,"Ainsworth, William Harrison,",The goldsmith's wife,1875,m,mixed,0.0270858849522278
mdp.39015030931136,,Charles' wain.,1933,u,mixed,0.026988711310484276
mdp.39015008402094,"(Colwyn Edward), Vulliamy, C. E.",Edwin & Eleanor : | family documents: 1854-56.,1945,u,mixed,0.026848324825134884
inu.30000126981772,"Marsh, Christopher W.",A year in the Province : | being the memoir of Jess͠ Sǹchez Ventura / | $c: Christopher Marsh.,2008,m,mixed,0.026843817981596768
uiuo.ark:/13960/t07w6rt21,"Gissing, Algernon,",The sport of stars,1896,m,,0.02680062868177341
uc1.$b236267,"Garnett, David,",Aspects of love.,1955,m,,0.026776573284079175
mdp.39015018469232,"Seymour, Miranda.",The reluctant devil : | a cautionary tale / | $c: Miranda Seymour.,1990,f,,0.026572262474001275
nyp.33433082170824,"Aldrich, Thomas Bailey,",Two bites at a cherry ;,1894,m,,0.02656532612625989
mdp.39015055894474,"Houellebecq, Michel.",Platform / | $c: Michel Houellebecq ; translated from the French by Frank Wynne.,1999,m,high_female,0.026520483646939708
mdp.39015069353897,"Chen, Willi.",Chutney Power / | $c: Willi Chen.,2006,m,,0.026437840709806537
uiuo.ark:/13960/t47p9n68s,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,0.026350456480244033
inu.30000026294847,"Gifford, Barry,",The wild life of Sailor and Lula / | $c: Barry Gifford.,1992,m,mixed,0.026247208282654366
mdp.39015053230002,"Upward, Edward.",The rotten elements: | a novel of fact.,1969,m,,0.02622420235991657
uc1.$b511099,"Oppong-Affi, A. M.",Powers of darkness / | $c: A. M. Oppong-Affi ; illus. by Peter Edwards.,1971,u,high_male,0.026111966800838438
inu.30000041711452,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,0.026003646722598972
uiuo.ark:/13960/t0zp4nn1r,"Robinson, F. W.",No man's friend,1867,m,mixed,0.02590445842503273
mdp.39015011808816,"Acton, Harold,",Humdrum.,1928,m,high_female,0.02586891757187354
inu.32000009368053,"Trollope, Anthony,",Framley parsonage,1882,m,high_female,0.025829288365746883
uc1.b3326052,"Smedley, Francis Edward,",Harry Coverdale's courtship and all that came of it,1913,m,mixed,0.025769117097152683
mdp.39015020923200,"Ewart, Ernest Andrew,",Front lines,1918,m,high_male,0.02550986857943055
uc2.ark:/13960/t9d50jn39,"Bluff, Hilary.",Bluff's guide to the bar,1911,u,high_male,0.025461083427697817
njp.32101066457399,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,0.025350038483504422
wu.89100102912,"Morgan, J. H.",Leaves from a field note-book,1916,u,mixed,0.02530679983251069
uc1.$b120341,"Malleson, Lucy Beatrice,","The sisters, | $c: by Anne Meredith, [pseud.]",1948,f,high_female,0.025293801094911
uc2.ark:/13960/t7cr5tc0g,"Holt, Emily Sarah,",One snowy night,1893,f,mixed,0.025055248555528917
mdp.39015020732668,"Rushdie, Salman.",Midnight's children : | a novel / | $c: by Salman Rushdie.,1981,m,,0.02503054532603216
uc2.ark:/13960/t00004q77,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,0.024965742757527998
uiuo.ark:/13960/t1dj6191h,"Lee, Holme,",The Wortlebank diary,1860,f,,0.024939416553658555
mdp.39015016437462,"McIlwain, David,",The isotope man | $c: [by] Charles Eric Maine [pseud.],1957,m,high_male,0.024919794328667796
mdp.49015000711896,"Reid, John Macnair,",Scottish short stories. | $c: Selected with an introduction by J. M. Reid.,1963,m,mixed,0.024903358055195127
mdp.39015047730869,"Fane, Julian,",Evening / | $c: Julian Fane.,1999,m,,0.024891881064083826
uiuo.ark:/13960/t1rf6dn04,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,0.0247730267018981
uiuo.ark:/13960/t63495908,"Lemon, Mark,",Loved at last,1864,m,mixed,0.024712856960077356
uiuo.ark:/13960/t59c78h4c,"Coulton,",My eldest brother,1861,f,high_female,0.02468524685758844
uc1.31822033436643,"O'Connor, Patrick Fitzgerald",Shark-O! / | $c: by P. Fitzgerald O'Connor,1953,m,high_male,0.024642320421669972
inu.30000120823145,"Lowe, J. Stephen.",The fall of Asgaard / | $c: J. Stephen Lowe.,1974,m,mixed,0.024597060670549398
uc1.$b244046,"Peters, Ellis,","Warfare accomplished, | being the third volume of the Eighth champion of Christendom.",1947,m,high_male,0.02459083635699333
njp.32101065859587,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,0.02445221802558145
umn.319510020466342,"Onions, Oliver,",Good boy seldom : | a romance of advertisement / | $c: by Oliver Onions.,1929,m,mixed,0.02443639166837918
inu.30000001664782,"Gore,",Castles in the air,1847,f,mixed,0.02416265905388798
mdp.39015068100760,"Sedley, Charles,",Asmodeus;,1808,m,high_male,0.02397432824161577
wu.89031830839,"Laâbi, Abdellatif,",Rue du Retour / | $c: Abdellatif Laâbi ; translated from the French by Jacqueline Kaye ; foreword by Breyten Breytenbach ; introduction by Victor Reinking.,1989,u,high_male,0.023963567657660112
mdp.39015072764007,"Finch, Matthew,",Teething troubles / | $c: Matthew Finch.,1956,m,mixed,0.023929465626676666
mdp.39015059585300,"McGill, Robert,",The mysteries / | $c: Robert McGill.,2004,m,,0.023905782502431083
wu.89092543982,"Harris, J. Henry.",Cornish saints & sinners,1906,m,,0.023883921833856816
uc1.32106019462990,"Atkinson, Kate",Behind the scenes at the museum / | $c: Kate Atkinson,1995,f,,0.023841956744105067
inu.30000110597535,"Parkin, Gaile.",Baking cakes in Kigali / | $c: Gaile Parkin.,2009,f,high_female,0.023802746414139708
uiuo.ark:/13960/t0jt01623,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,0.023705530084075832
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,0.02360536036536523
njp.32101066591742,"Lamb, Caroline,",Ada Reis,1823,f,high_female,0.02358964648337003
mdp.39015031305421,"Simpson, Evelyn Blantyre,",Robert Louis Stevenson's Edinburgh days,1898,f,,0.023365295913874734
uc2.ark:/13960/t7br8st6m,"Whyte-Melville, G. J.",The White Rose,1868,m,,0.023110939752404247
mdp.39015000630916,"Lawrence, D. H. (David Herbert),","Kangaroo, | $c: by D. H. Lawrence.",1923,m,,0.023011052169940475
nyp.33433106908175,"Pilgrim, David, pseud.","No common glory, | $c: by David Philgrim.",1950,m,high_male,0.022934761803577897
nyp.33433059334262,"Meredith, George,",One of our conquerors,1891,m,,0.02293011071657103
mdp.39015033499461,"Vilmorin, Louise de,","Love story. | $c: Translated by Francis Wyndham, with drawings by Docie Masterman.",1957,f,,0.022927921345742848
njp.32101066457415,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,0.022820217678844817
mdp.39015005774560,"Trevor, William,",A standard of behaviour / | $c: William Trevor.,1982,m,,0.022759665651774674
uiuo.ark:/13960/t2f76z32z,"Lee, Holme,",The Wortlebank diary,1860,f,,0.022678512330120415
nyp.33433075727366,"Ferrer, Max.",Robert Mornay,1859,m,,0.02265992528399907
mdp.39015048890985,"Lusweti, B. M. (Bramwell M.)",The way to the town hall.,1984,u,,0.022564170066974698
hvd.hwe4lw,"Ritchie, Leitch,",The romance of history,1831,m,high_male,0.02241632502190578
mdp.39015005712370,"Taylor, Elizabeth,","The blush, | and other stories.",1968,f,high_female,0.0222744279660936
mdp.39015000631039,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,0.02219787778042946
uc1.32106006624362,"Barth, John.",The Sot-weed factor / | $c: by John Barth.,1965,m,,0.022124504117181643
uc1.$b742633,"Tilsley, W. V.",Other ranks / | $c: W. V. Tilsley ; with an introduction by Edmund Blunden.,1931,u,high_male,0.022031467964885754
uiuo.ark:/13960/t12n5qk3w,"Christian, Sydney.","Sarah, a survival",1894,u,,0.02195038696098378
uc1.$b807356,"Coxhead, Elizabeth,",The midlanders.,1953,f,high_female,0.02189436684567647
mdp.49015000986753,"Lawrence, D. H. (David Herbert),",Kangaroo / | $c: D. H. Lawrence.; with an introd. by Richard Aldington.,1955,m,,0.021889070777642416
mdp.39015033651012,"Dumitriu, Petru.",Family jewels.,1961,u,high_female,0.02186155083331487
njp.32101066385194,"Meredith, George,",Evan Harrington,1887,m,mixed,0.0217219382847601
mdp.39015014846284,"Bergengruen, Werner,","A matter of conscience, | a novel.",1952,u,high_male,0.02171980921045724
uc1.b3593266,"Sagan, Françoise,",Silken eyes / | $c: Francoise Sagan [i.e. F. Quoirez] ; translated from the French by Joanna Kilmartin.,1977,u,mixed,0.021631170572284836
mdp.39015009294888,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,mixed,0.021612572443478306
uc2.ark:/13960/t74t6mg3p,"Pearce, J. H.",Drolls from shadowland,1893,u,high_male,0.021605522370085187
mdp.39015041358667,"Dorman, Sean.",The madonna / | $c: Sean Dorman.,1996,m,,0.021566068433726437
uiuo.ark:/13960/t3vt21j1g,"Gore,",The ambassador's wife,1842,f,high_female,0.02131290693506864
uiuo.ark:/13960/t8w95pg0m,"Kennedy, Theo.",Farnorth,1866,m,high_female,0.02127844824650804
nyp.33433081852661,"James, Henry,",The private life ;,1893,m,,0.021006812496747018
