htid,author,title,year,authgender,period,diff
uc2.ark:/13960/t3bz64c64,"Baldwin, May.","Barbara Bellamy, a public school girl",1909,f,1901-1950,-0.40348928991269206
mdp.39015030706918,"[Matthews, Margaret Bryan, Mrs.,]","Such harmony; | a novel, | $c: by Susan Goodyear [pseud.]",1938,f,1901-1950,-0.40215239151697013
mdp.39015054507366,"Sullivan, J. W. N.",An attempt at life,1917,u,1901-1950,-0.4021523915169701
uc1.$b244849,"Sitwell, Osbert,","A place of one's own, | by Osbert Sitwell.",1941,m,1901-1950,-0.40131064067521927
mdp.39015024451711,"Owen, Ashford.",A lost love,1920,u,1901-1950,-0.40013858254113616
uc2.ark:/13960/t4wh2h10j,"Henham, Ernest George,",Wintering Hay,1912,m,1901-1950,-0.3998723091398004
mdp.39015000596570,"pseud. Oliver, Jane,",Not peace but a sword.,1939,f,1901-1950,-0.39964775329804625
uc1.$b299111,"Pryce, Richard,",Romance and Jane Weston.,1924,u,1901-1950,-0.39909947428494846
uva.x030788419,"Rynd, Evelyne Elsye.",Mrs. Green,1901,u,1901-1950,-0.3976069369715158
uc1.32106019365060,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.3976069369715158
uc1.$b787408,"Lambert, Stephen Henry.",Portrait of Gideon Power.,1944,m,1901-1950,-0.39760693697151545
mdp.39015054151413,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.39663606318510797
mdp.39015063540275,"Bretherton, Ralph Harold.",Two sisters,1920,m,1901-1950,-0.39647057333515223
njp.32101068144953,"Alexander, Louis C.",The autobiography of Shakespeare,1911,m,1901-1950,-0.39635170684599275
nyp.33433112050129,"Lewis, Helen Prothero.",Like any other man / | $c: by Helen Prothero Lewis (Mrs. James J.G. Pugh),1923,f,1901-1950,-0.39572014451868576
uc1.b3073044,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.39552360363818234
osu.32435070795778,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,m,1901-1950,-0.39520143868972885
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.3951021200158318
inu.32000001014564,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.39485464339353393
osu.32435070795927,"Weyman, Stanley John,","Chippinge, | $c: by Stanley J. Weyman.",1926,m,1901-1950,-0.3948180923500015
uc1.$b242447,"Dickens, Monica,",Joy and Josephine / | $c: Monica Dickens.,1948,f,1901-1950,-0.39476782025227275
uc2.ark:/13960/t17m0bg1b,"Thynne, Arthur Christopher,",Sir Bevill,1904,m,1901-1950,-0.39464566134509205
mdp.39015004734599,"Defoe, Daniel,",Moll Flanders / | $c: Daniel Defoe.,1942,m,1901-1950,-0.39441544760981356
mdp.39015059418098,"Strong, L. A. G. (Leonard Alfred George),","The unpractised heart, | $c: by L. A. G. Strong.",1942,m,1901-1950,-0.39403550840008716
mdp.39015008807110,"Ince, Richard Basil,",Angel from a cloud; | wherein is presented the romantic career of John Donne.,1939,m,1901-1950,-0.39390323326781196
umn.31951002071214v,"Hilton, Harold H.",My golfing reminiscences,1907,m,1901-1950,-0.39284503220961087
mdp.39015013402519,"Grant, James L.","Male and female, | $c: by James L. Grant.",1933,m,1901-1950,-0.39272888819102797
mdp.39015031225116,"Bennett, Arnold,","Teresa of Watling street; | a fantasia on modern themes, | $c: by Arnold Bennet.",1928,m,1901-1950,-0.39264239796442346
mdp.39015031228730,"Davies, W. H.",The true traveller,1912,m,1901-1950,-0.39241213177671064
uc1.b3073045,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.39241213177671047
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,1901-1950,-0.39172458403033916
umn.319510020793826,"Evans, Margiad,",The old and the young / | $c: by Margiad Evans [pseud.] ; With decorations by the author.,1948,u,1901-1950,-0.39148448799192376
nyp.33433074862784,"Hall, Evelyn Beatrice,",Matthew Hargraves,1914,f,1901-1950,-0.3908842478958854
mdp.39015063009057,"(Herbert George), Wells, H. G.",Kipps; | the story of a simple soul.,1926,m,1901-1950,-0.39041739448785573
mdp.39015068053472,"Parker, Katherine Borradaile (Kensit) Mrs.","""My Lady Dundie"" | being a very true accompt of her life death & burial, & of the finding of her body so perfect one hundred years later, | $c: all faithfully told by her biographer & scribe Katherine Parker ... With a foreword by Professor Charles Sanford Terry.",1928,f,1901-1950,-0.39007777472337135
mdp.39015063587425,"Burke, Barbara, 1867-1941.",Barbara goes to Oxford,1907,f,1901-1950,-0.38812918068524876
nyp.33433074877485,"Lowerison, Harry.",From Paleolith to motor car;,1906,m,1901-1950,-0.38774778204193816
uc1.$b787444,"Priestley, J. B. (John Boynton),",Wonder hero.,1933,m,1901-1950,-0.3869686390991753
wu.89099752115,"Henham, Ernest G.",Granite,1909,m,1901-1950,-0.38679612616070486
inu.32000001391582,"Wodehouse, P. G. (Pelham Grenville),",The mating season : | [a novel] / | $c: by P. G. Wodehouse.,1949,m,1901-1950,-0.3861315271354502
uc1.32106019365086,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.38594345704799765
uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",Letters from Queer Street ;,1908,u,1901-1950,-0.38575126686842276
uc1.$b302067,"Morton, H. V. (Henry Vollam),","I, James Blunt, | $c: by H.V. Morton.",1942,m,1901-1950,-0.38347081131706556
uc1.$b56315,"Barclay, Hubert, Mrs.,","The queen's cause, | Scottish narrative, 1561-1587.",1938,f,1901-1950,-0.38336428437166636
mdp.39015063975562,"Wyllarde, Dolf.",The holiday husband,1919,m,1901-1950,-0.38207295638899164
uc2.ark:/13960/t9c53g23p,"MacGill, Patrick,",Children of the dead end;,1914,m,1901-1950,-0.38181746328730515
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,1901-1950,-0.3806426512572302
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,1901-1950,-0.38007139194781897
nyp.33433074939095,"Benson, Robert Hugh,","The history of Richard Raynal, solitary",1915,m,1901-1950,-0.37942511878969754
wu.89086155256,"Oliver, Marjorie Mary,","Ponies and caravans, | being further adventures from Bunts, | $c: by Marjorie Mary Oliver and Eva Ducat.",1942,f,1901-1950,-0.3794251187896975
njp.32101064792128,"Green, R. E.",Friends of the river-side,1914,u,1901-1950,-0.37902286617505554
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.3788569369715157
uc2.ark:/13960/t81j9bb1b,"Marston, E.",An Amateur Angler's Days in Dove Dale,1910,u,1901-1950,-0.37801930810553597
inu.30000011907551,"(Pelham Grenville), Wodehouse, P. G.",Money in the bank : | [a novel] / | $c: by P. G. Wodehouse.,1946,m,1901-1950,-0.37793480582397476
wu.89005036728,"Gould, Nathaniel,",The silken rein,1903,m,1901-1950,-0.37787904581505305
mdp.39015030854478,"Barker, George,",Alanna autumnal.,1933,m,1901-1950,-0.37760693697151565
uc2.ark:/13960/t5s75888c,Thormanby.,Romances of the road,1901,u,1901-1950,-0.37650601954032303
wu.89092543982,"Harris, J. Henry.",Cornish saints & sinners,1906,m,1901-1950,-0.37607301366768087
inu.30000004081273,"Parker, Gilbert,",The translation of a savage / | $c: by Gilbert Parker.,1926,m,1901-1950,-0.3759695100709309
uc2.ark:/13960/t2988792t,"Maclean, Donald.","The luck of the ""Gold Moidore""",1920,m,1901-1950,-0.37576785651174566
uc2.ark:/13960/t1jh3hh5p,"Young, Francis Brett,",The black diamond,1921,m,1901-1950,-0.37543120475394237
uc1.$b244303,"Young, Francis Brett,","Cold Harbour, | $c: by Francis Brett Young.",1924,m,1901-1950,-0.37425364355834206
nyp.33433074891254,"Keith Fraser, Aylmer.",A garden of spices,1913,u,1901-1950,-0.37407752520680976
wu.89043756048,"Joyce, Henry Stanley,",A countryman's notebook.,1947,m,1901-1950,-0.37407752520680976
uc1.$b803386,"Kaye-Smith, Sheila,",The history of Susan Spray : | the female preacher / | $c: by Sheila Kaye-Smith.,1931,f,1901-1950,-0.37385214769948516
mdp.39015030754231,"Johnson, Pamela Hansford,",The Philistines.,1949,f,1901-1950,-0.37379741316199194
mdp.39015063932456,"Lyons, A. Neil",Simple Simon,1914,m,1901-1950,-0.37346900593703297
uc1.$b242755,"Edwards, R. A.","Plain tales from the slums, | $c: by R.A. Edwards.",1933,u,1901-1950,-0.37328261264719137
inu.32000009139116,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.37240368493899506
uc2.ark:/13960/t1vd6rn1b,"Cooper, Arthur Nevile.",Round the home of a Yorkshire parson;,1910,m,1901-1950,-0.37223380264315753
nyp.33433074876222,"Macilwaine, H. C.",Anthony Britten,1906,u,1901-1950,-0.37184936121393986
mdp.39015018653595,"(Herbert George), Wells, H. G.","Tono-Bungay, | $c: by H.G. Wells.",1925,m,1901-1950,-0.37176424034230227
umn.31951002090739o,"Morrison, Nancy Brysson.",When the wind blows.,1937,f,1901-1950,-0.37168101104558976
wu.89099221244,"Thompson, T. (Thomas),",Crompton way.,1947,m,1901-1950,-0.3712911474978314
inu.39000005751412,"Rowley, Richard.",Tales of Mourne / | $c: by Richard Rowley.,1937,m,1901-1950,-0.37068386004843884
uc2.ark:/13960/t1cj89j1d,"Talbot, L. A.",Lance-in-rest,1904,u,1901-1950,-0.37056291181428286
mdp.39015030042694,"Lyon, Julia Hart.","Women must love,",1937,f,1901-1950,-0.37033420969878866
uc2.ark:/13960/t6g15wj1f,"Castle, Agnes (Sweetman),",Incomparable Bellairs,1907,f,1901-1950,-0.37033420969878844
wu.89006405963,"Owen, John,",The idealist;,1922,m,1901-1950,-0.3702259845905634
mdp.39015063942372,"Lyell, William Darling,",The house in Queen Anne square;,1920,m,1901-1950,-0.3701733086529316
wu.89006315493,"Zangwill, Edith Ayrton.",The first Mrs. Mollivar,1906,f,1901-1950,-0.36874787656883123
uc1.b3073046,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.36865956855046317
uc1.b3272024,"Gooch, George Bernard.",The quiet world of nature | $c: [by] Bernard Gooch.,1934,m,1901-1950,-0.36819517226563325
mdp.39015063543030,"Henrey, Thomas Selby.","Attic salt, the saving grace of humour",1914,m,1901-1950,-0.36776400503434287
uc1.$b299593,"Armstrong, Martin Donisthorpe,",Saint Christopher's day ...,1928,m,1901-1950,-0.36776400503434287
umn.31951002134460i,,The crisis in the cotton industry; | report of the proceedings of the Provisional Emergency Cotton Committee.,1923,u,1901-1950,-0.36764742280147505
nyp.33433043292097,"Pettman, Grace.",A gentleman in khaki,1917,f,1901-1950,-0.36724979411437275
uc1.$b299542,"Agate, James,","Gemel in London, | $c: by James Agate.",1928,m,1901-1950,-0.36667168517295456
njp.32101065762096,"Lyons, A. Neil",Clara,1912,m,1901-1950,-0.36662102147855813
uc1.$b299594,"Armstrong, Martin Donisthorpe,",The sleeping fury.,1929,m,1901-1950,-0.36648110915694626
inu.39000005765644,"Petrie, Winifred M.",Folk tales of the borders / | $c: Winifred M. Petrie ; drawings by Barbara Gray.,1950,f,1901-1950,-0.36635693697151556
inu.39000002775034,"Beresford, J. D. (John Davys),","The Camberwell miracle, | $c: by J. D. Beresford.",1933,m,1901-1950,-0.36628163576669626
dul1.ark:/13960/t7mp5q31m,"Dickberry, F.",The storm of London,1904,m,1901-1950,-0.36624599022595355
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,1901-1950,-0.36592376865468407
njp.32101068574530,"Orczy, Emmuska Orczy,",Lady Molly of Scotland Yard,1910,f,1901-1950,-0.3655989846852333
uc2.ark:/13960/t2j67c98g,"Jacques, E. T.",A legal practitioner;,1907,u,1901-1950,-0.36427360363818256
uc2.ark:/13960/t8nc5wf3m,"Maeterlinck, Maurice,",Three plays. with introd. by H. Granville Barker,1911,m,1901-1950,-0.36427360363818245
uc1.b3578833,"Housman, Laurence,","Uncle Tom Pudd; | a biographical romance, | $c: by Laurence Housman.",1927,m,1901-1950,-0.36427360363818245
uc1.$b284292,"Davies, Rhys,","A bed of feathers, | $c: by Rhys Davies; frontispiece wood-engraving by Lionel Ellis.",1929,m,1901-1950,-0.36427360363818245
mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.","The sword of wood, | a story | $c: by G.K. Chesterton.",1928,u,1901-1950,-0.36427360363818245
mdp.39015049732491,"Arkell, Reginald,",Old Herbaceous: | a story.,1950,m,1901-1950,-0.36427360363818245
uc2.ark:/13960/t82j6h488,"Quiller-Couch, Arthur,",The delectable duchy,1915,m,1901-1950,-0.36427360363818245
nyp.33433074876230,"MacIlwaine, Herbert C.",The tower maiden,1907,m,1901-1950,-0.36427360363818234
mdp.39015070201515,"Hyne, Charles John Cutcliffe Wright,","Ben Watson, | $c: by C. J. Cutcliffe-Hyne. Illustrated by Gilbert Holiday.",1926,m,1901-1950,-0.36427360363818234
mdp.39015026427222,"Godfrey, Walter Scott,","Philosophies of life; | a survey and a speculation; including a friendly criticism of Mr. McCabe's outlook, | $c: by W. S. Godfrey ... With prefatory letter by William Archer.",1923,m,1901-1950,-0.36427360363818234
uc2.ark:/13960/t6xw4f320,"Jesse, F. Tennyson",The white riband,1921,f,1901-1950,-0.36427360363818234
inu.39000001687552,"Manifold, J. S. (John Streeter),",The death of Ned Kelly : | and other ballads / | $c: by John Manifold.,1941,m,1901-1950,-0.36427360363818234
uc2.ark:/13960/t41r6q58v,"Morgan, Sydney Cope.",When leaves were green,1919,m,1901-1950,-0.3642736036381822
inu.32000001703182,"Wilson, Violet A.",Queen Elizabeth's maids of honour and ladies of the privy chamber,1922,f,1901-1950,-0.36382131960380876
mdp.39015000604796,"Gissing, George,",Eve's ransom.,1929,m,1901-1950,-0.36296126768017745
inu.30000011825480,"Greene, Graham,",Brighton Rock : | an entertainment / | $c: Graham Greene.,1943,m,1901-1950,-0.36263156751338765
mdp.39015008526231,"Berkeley, Anthony,","Before the fact; | a murder story for ladies, | $c: by Francis Iles.",1932,m,1901-1950,-0.361541363201024
inu.32000001014457,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.36102157111785715
uc2.ark:/13960/t93776x58,"Middleton, Richard,",The ghost-ship,1912,m,1901-1950,-0.3606504152323853
nyp.33433074869037,"Iddesleigh, Walter Stafford Northcote,",Luck o' Lassendale,1902,m,1901-1950,-0.36025753938115423
mdp.39015063588324,"Horn, Holloway.",The folly of innocence,1917,u,1901-1950,-0.36014563666191834
uc2.ark:/13960/t90868h5r,"Richardson, Dorothy M.",Interim,1919,f,1901-1950,-0.35815739568711186
uc1.$b244474,"Richardson, Dorothy Miller,","Revolving lights, | $c: by Dorothy M. Richardson.",1923,f,1901-1950,-0.35798429546208166
uc2.ark:/13960/t87h1j07q,Fleur de Lys.,A month's caravan tour through five counties,1911,u,1901-1950,-0.35798429546208166
mdp.39015008910344,"(Herbert George), Wells, H. G.","The invisible man. | a grotesque romance, | $c: by H. G. Wells ...",1924,m,1901-1950,-0.35798429546208155
uc1.b4104688,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.35789401831122847
mdp.39015063942349,"Lucas, St. John,",The plunge,1921,m,1901-1950,-0.3576069369715156
mdp.39015059418106,"Strong, L. A. G. (Leonard Alfred George),","The seven arms, | $c: by L. A. G. Strong.",1935,m,1901-1950,-0.35718140505662205
uc1.32106019365722,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.35652166565368615
uc1.b3073047,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.35652166565368604
uc1.$b300166,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",1937,m,1901-1950,-0.35614352233736957
wu.89092583749,"Toole, Millie.",Resurrection road / | $c: by Millie Toole.,1949,f,1901-1950,-0.35550167381362086
mdp.39015000604408,"Gissing, George,",The unclassed ...,1930,m,1901-1950,-0.35540161377759916
uc1.b4101598,"Belloc, Hilaire,",The Great Inquiry (only authorised version),1903,m,1901-1950,-0.35514118354685825
mdp.39015031222725,"Calthrop, Dion Clayton,",The sentimental cynic.,1933,m,1901-1950,-0.35432335488196337
nyp.33433075929434,"Humphry,",Manners for girls,1901,f,1901-1950,-0.35385693697151555
uc2.ark:/13960/t6d21zr72,"Roby, John,",Lancashire legends,1911,m,1901-1950,-0.35352091546613945
mdp.39015063541489,"Boddingon, Harry.","Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles.",1937,m,1901-1950,-0.35277935076461897
njp.32101067300960,"Gibbs, Philip,",Helen of Lancaster Gate,1912,m,1901-1950,-0.35226159162617043
uc2.ark:/13960/t00z73t22,"Cooke, Harold P.","Maurice, the philosopher (a dialogue);",1912,m,1901-1950,-0.3514530908176697
uc1.32106019365714,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,1901-1950,-0.35145309081766957
mdp.39015063697877,"(Felix Alan), Walbank, F. Alan","England, yesterday & to-day, in the works of the novelists, 1837 to 1938.",1949,m,1901-1950,-0.35137475774544646
mdp.39015063935244,"Maxwell, W. B.",Vivien,1905,m,1901-1950,-0.3511833745591735
mdp.39015064376356,"Dearden, Harold,",The wind of circumstance.,1938,m,1901-1950,-0.35107228350616915
mdp.39015054151405,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.35038471474929345
uc2.ark:/13960/t7np1zk41,"Tremlett, Horace,",Curing Christopher,1914,f,1901-1950,-0.35008920647506175
nyp.33433074795414,"Rider, Dan,",Adventures with Bernard Shaw,1907,u,1901-1950,-0.34978085001499376
uc1.$b302122,"Noyes, Alfred,",The return of the scare-crow / | $c: by Alfred Noyes.,1929,u,1901-1950,-0.34929233022994277
uc1.b4104693,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.34886744117319624
inu.30000006633014,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,1901-1950,-0.34840058776516636
uc1.32106019365052,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.3480698999344787
uc2.ark:/13960/t04x5639d,"Warner, Anne.",Seeing England with Uncle John,1908,f,1901-1950,-0.34800063775891726
