htid,author,title,year,authgender,period,diff
uc2.ark:/13960/t1sf2nz58,"Marriott, Charles,",The column,1901,m,1901-1950,-0.30662949336249334
mdp.39015039770782,"Burke, Thomas,",Night-pieces; | eighteen tales.,1935,m,1901-1950,-0.30654548445754926
inu.39000000389853,"Green, Leonard.",Dream comrades and other prose sketches,1916,m,1901-1950,-0.30630258914542885
uc1.l0070380118,"Whitworth, Geoffrey Arundel,",A book of whimsies,1909,u,1901-1950,-0.30630258914542874
uc2.ark:/13960/t88g8jf6p,"McKenna, Stephen,",The confessions of a well-meaning woman,1922,m,1901-1950,-0.3059018678470918
mdp.39015066076103,"Lawrence, D. H. (David Herbert),","The rainbow, | $c: with an introd. by Richard Aldington.",1950,m,1901-1950,-0.3057150450796239
uc1.$b242981,"Gibbs, Philip,","Heirs apparent: | a novel, | $c: by Philip Gibbs.",1923,m,1901-1950,-0.30566554503012366
uc1.$b85964,"Bensusan, S. L. (Samuel Levy),",Right forward folk. | $c: Illustrated by Joan Rickarby.,1949,m,1901-1950,-0.3055614824260612
uc2.ark:/13960/t1wd3qh2s,"De Sélincourt, Hugh,",Nine tales,1917,m,1901-1950,-0.30520187368037616
uc1.$b117555,"Chiang, Yee,",The silent traveller; | a Chinese artist in Lakeland ... | $c: by Chiang Yee ... With a preface by Herbert Read.,1938,m,1901-1950,-0.30501434437892316
uc1.$b252757,"Pain, Barry,",Humorous stories/ | $c: by Barry Pain; With an introd. by Alfred Noyes.,1930,u,1901-1950,-0.30484207909037875
uc1.b4089222,"Milne, A. A.",Lovers in London,1905,m,1901-1950,-0.30474979411437286
mdp.39015030719622,"(Herbert George), Wells, H. G.","The Plattner story, and others ...",1927,m,1901-1950,-0.30454335315648673
uc1.$b469407,"Meek, George,",George Meek,1910,m,1901-1950,-0.3045315805560371
mdp.39015043053746,"Britton, Lionel,",Hunger and love / | $c: Lionel Britton ; with an introduction by Bertrand Russell.,1931,m,1901-1950,-0.30429074159876524
uc2.ark:/13960/t6g15x71t,"Patterson, Arthur H.",Man and nature on tidal waters,1909,m,1901-1950,-0.30400995015418997
nyp.33433075772529,"Willoughby, George,","The adventures, and other stories",1913,m,1901-1950,-0.30380162723700255
uc1.$b156134,"Jones, Gwyn,","Welsh short stories, | $c: by E. Tegla Davies, Rhys Davies, Caradoc Evans ... [and others] Selected by Gwyn Jones.",1941,u,1901-1950,-0.30366754303212184
uc1.$b236109,"Coppard, A. E. (Alfred Edgar),","Dunky Fitlow, | tales | $c: by A.E. Coppard.",1933,m,1901-1950,-0.30366754303212173
inu.30000047782879,"Mackenzie, Compton, Sir,",Whisky galore.,1947,m,1901-1950,-0.3036675430321217
wu.89087922050,"Barsley, Michael.",Alice in wunderground and other blits and pieces / | $c: by Michael Barsley ; illustrated by the author.,1940,m,1901-1950,-0.3036675430321217
umn.31951002375620f,"Griffith, George Chetwynd.",The world peril of 1910,1907,m,1901-1950,-0.30304911384226396
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,1901-1950,-0.30182239364598873
inu.32000009269517,"Mortimer, John,",Charade / | $c: John Mortimer.,1947,m,1901-1950,-0.30177360363818245
nyp.33433082417969,"Gaskell, Catherine Henrietta Milnes,",Spring in a Shropshire abbey;,1905,f,1901-1950,-0.3017736036381822
mdp.39015062326486,"Baillie, Jamieson.",Walter Crighton;,1901,u,1901-1950,-0.3006603720860195
uc2.ark:/13960/t5r788v3d,"O'Donnell, Elliott,",Scottish ghost stories,1911,m,1901-1950,-0.30034666299891316
uc2.ark:/13960/t18k75f7b,"Middleton, Richard,",The day before yesterday,1912,m,1901-1950,-0.3001710395356181
uc2.ark:/13960/t0pr7pk7h,"Beresford, J. D.",Nineteen impressions,1918,m,1901-1950,-0.30001657552573274
nyp.33433075752893,"Straus, Ralph,",The man apart,1906,m,1901-1950,-0.29996914169592515
wu.89006961346,"Richards, Grant,",Double life,1920,m,1901-1950,-0.29855705573636127
uc2.ark:/13960/t0000c64z,"Holme, Constance.",Beautiful end,1918,f,1901-1950,-0.29760693697151586
uc2.ark:/13960/t5r787s71,"Brooks, Hildegard,",The daughters of desperation,1904,u,1901-1950,-0.29760693697151575
uc2.ark:/13960/t7xk86x50,"Beresford, J. D.","Revolution, a novel",1921,m,1901-1950,-0.29760693697151575
uc1.b4422795,"Wackrill, H. R.",The inscription over the gate / | $c: H.R. Wackrill.,1937,u,1901-1950,-0.29760693697151575
mdp.39015032424239,"Trumper, Henry.",The message of mysticism in spiritual healing / | $c: by Henry Trumper.,1950,m,1901-1950,-0.29760693697151575
uc1.$b518763,"Sïrdani, Sydney,","Don't be fright; | radio magic, | $c: by Sirdani [pseud.] illus. by Michaelson.",1946,u,1901-1950,-0.29760693697151563
mdp.39015030709839,"Newby, P. H. (Percy Howard),",A journey to the interior.,1945,m,1901-1950,-0.29760693697151563
uc1.b3346191,"(Herbert Ernest), Bates, H. E.","The story without an end ; | and, The country doctor / | $c: by H.E. Bates.",1932,u,1901-1950,-0.29760693697151563
uc2.ark:/13960/t6d21v06g,"Wood, Michael.",The willow weaver and seven other tales,1915,m,1901-1950,-0.29760693697151563
inu.30000011797648,"Jesse, F. Tennyson (Fryniwyd Tennyson),","The white riband; | or, A young female's folly, | $c: by F. Tennyson Jesse.",1927,f,1901-1950,-0.29760693697151563
uc2.ark:/13960/t2j67942h,"Irvine, Alexander,",My lady of the chimney-corner,1913,m,1901-1950,-0.29760693697151563
mdp.39015002752965,"Hon., Sackville-West, Edward,","Mandrake over the water-carrier, | a recital,",1928,m,1901-1950,-0.2976069369715156
mdp.39015054151389,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.2968578733011036
uc1.$b243676,"Mortimer, John,",Answer yes or no / | $c: John Mortimer,1950,m,1901-1950,-0.2959675927092206
uc1.$b322695,"Bennett, Rolf.","Cranmer Paul, | $c: by Rolf Bennett.",1928,u,1901-1950,-0.29573777809301105
wu.89099789984,"Skrine, Mary J. H.",The devout lady,1917,f,1901-1950,-0.29554508130141255
uc1.$b808645,"Webling, A. F. (Archie Frederic),",The last Abbot / | $c: A.F. Webling.,1944,m,1901-1950,-0.2949520697148785
mdp.39015059405590,"Kaye-Smith, Sheila.","The ploughman's progress, | $c: by Sheila Kaye-Smith.",1933,f,1901-1950,-0.29462186234465004
uc1.$b244282,"Ford, Ford Madox,","Ladies whose bright eyes; | a romance, | $c: by Ford Madox Hueffer ...",1931,m,1901-1950,-0.29455682803905386
uc2.ark:/13960/t4fn13d8b,"McKenna, Stephen,",Sheila intervenes,1919,m,1901-1950,-0.2943811305199028
inu.39000002501927,"Lindsay, Jack,",Fires in Smithfield : | a novel of Mary Tudor's reign / | $c: Jack Lindsay.,1950,m,1901-1950,-0.2942656481886994
mdp.39015005534832,"Nichols, Beverley,","Crazy pavements,",1927,f,1901-1950,-0.29335161782257957
mdp.39015010466368,"(Charles Percy), Snow, C. P.","Time of hope, | a novel.",1949,f,1901-1950,-0.29311255494904365
mdp.39015063946001,"Philips, Austin.",Pariah & Brahmin;,1914,m,1901-1950,-0.29302678429976
osu.32435010562262,"Kenyon, C. Fred (Charles Frederick),",A Lover at forty / | $c: by Gerald Cumberland ; pseud. of Charles Frederick Kenyon.,1922,m,1901-1950,-0.29298265951486846
uc2.ark:/13960/t2w37sp12,"Bell, May.",What of the night?,1918,f,1901-1950,-0.2917491963857415
nyp.33433074936273,"Wilson-Barrett, Alfred.",The house over the way,1906,m,1901-1950,-0.29063019278546925
uc2.ark:/13960/t7br8pf30,"Russell, George William Erskine,","""For better? For worse?""",1902,m,1901-1950,-0.29019952956410816
njp.32101063694655,"Dickie, John Low.",Forty years of trout and salmon fishing,1921,m,1901-1950,-0.28935005623757076
nyp.33433074867494,"Jackson, Wilfrid Scarborough.",Nine points of the law,1903,u,1901-1950,-0.28891128479760253
uc2.ark:/13960/t4sj1b18c,"Hutten zum Stolzenberg, Betsey Riddle,",What became of Pam,1906,f,1901-1950,-0.28887677824135694
uc2.ark:/13960/t6j09zs35,"Goldring, Douglas,",It's an ill wind,1915,m,1901-1950,-0.28882315318773194
inu.30000067331961,"Kersh, Gerald,",Clock without hands / | $c: by Gerald Kersh.,1949,m,1901-1950,-0.28821096381715317
mdp.39015009216444,"Maclean, Neil Nathaniel,",Life at a northern university,1914,m,1901-1950,-0.28796838275464826
uc2.ark:/13960/t7tm7d10f,"Belloc, Hilaire,",The four men;,1912,m,1901-1950,-0.28791530701556856
dul1.ark:/13960/t3hx21f7z,"Newte, Horace W. C.",The master beast,1907,m,1901-1950,-0.2878508394105402
inu.30000118485832,"Marlowe, Christopher.",Legends of the fenland people / | $c: by Christopher Marlowe.,1926,m,1901-1950,-0.28760693697151574
uc2.ark:/13960/t3bz64g0k,"Turley, Charles.",A band of brothers,1913,m,1901-1950,-0.28735052671510564
inu.32000002425082,"Bowen, Marjorie,",The governor of England,1913,f,1901-1950,-0.28641002577460445
uc2.ark:/13960/t0pr7p89f,"Williams, Bransby.",My sketches from Dickens,1913,u,1901-1950,-0.28584223108916273
mdp.39015030740776,"Courage, James.",The fifth child.,1948,m,1901-1950,-0.28584223108916273
uc2.ark:/13960/t8z89571j,"Frankau, Julia,",Mothers and children,1918,f,1901-1950,-0.28584223108916273
uc1.$b312576,"Stapledon, Olaf,","The flames, | a fantasy.",1947,m,1901-1950,-0.2858422310891627
mdp.39015063957503,"Fletcher, J. S. (Joseph Smith),",The secret of the Barbican and other stories ...,1924,m,1901-1950,-0.28551902488360364
mdp.39015031234605,"Hartley, L. P. (Leslie Poles),","The sixth heaven, | $c: by L. P. Hartley.",1946,m,1901-1950,-0.28532623521712963
uc1.$b660183,"Brophy, John,",Gentleman of Stratford; | a novel | $c: by John Brophy.,1939,m,1901-1950,-0.28519817784742796
inu.39000002119589,"Sayers, Dorothy L. (Dorothy Leigh),",The unpleasantness at the Bellona Club / | $c: by Dorothy L. Sayers.,1935,f,1901-1950,-0.28501952438410316
uc2.ark:/13960/t9g44m417,"Cannan, Gilbert,",Time and eternity,1919,m,1901-1950,-0.28496753176705475
mdp.39015006998861,"Beresford, J. D. (John Davys),","The monkey-puzzle, | $c: by J. D. Beresford.",1925,m,1901-1950,-0.28490852427310326
njp.32101079670665,"Lytton, Edward Bulwer Lytton,",The last of the barons,1907,m,1901-1950,-0.2848382896895942
wu.89042045070,"Wardle, C      Francis.","All dogs, | $c: by C. Francis Wardle.",1935,u,1901-1950,-0.284762900274268
coo.31924014164572,"Mackenzie, Compton,",Sinister street.,1949,m,1901-1950,-0.28469923398747665
uc2.ark:/13960/t6n01c21n,"Quiller-Couch, Arthur,",Corporal Sam,1910,m,1901-1950,-0.28467161358843096
uc1.$b115081,"Priestley, J. B. (John Boynton),",[Essays] / | $c: J. B. Priestley.,1926,m,1901-1950,-0.28456345871064603
nyp.33433075744882,"Orczy, Emmuska Orczy,",The old man in the corner,1908,f,1901-1950,-0.2840092032604676
uc1.32106005506826,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.2835766756235101
wu.89092547124,"Henderson, B. L. K.",Wonder tales of ancient Wales,1921,u,1901-1950,-0.28332122268580134
mdp.39076002870140,"Arlen, Michael,",The London venture,1919,m,1901-1950,-0.2828342096987885
uc2.ark:/13960/t4vh5jc65,"Cumberland, Gerald,",The poisoner,1921,m,1901-1950,-0.28275977539946345
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,1901-1950,-0.28255317353065534
nyp.33433074963822,"De La Pasture, Henry,",Cornelius,1903,f,1901-1950,-0.2825125973488742
coo.31924014168334,"Ainsworth, William Harrison,",Old Saint Paul's;,1911,m,1901-1950,-0.2825125973488741
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,1901-1950,-0.28202252138710016
inu.30000115237830,"Heath, Thomas Edward,","Tales in prose and verse, and dramas",1906,m,1901-1950,-0.28202252138710004
uc2.ark:/13960/t2s46m716,"Blaker, Richard.",The voice in the wilderness,1922,m,1901-1950,-0.28194428636910607
uc1.b3834532,"Ford, Ford Madox,",Some do not ... | $c: by Ford Madox Ford.,1927,m,1901-1950,-0.28179937683405865
uc1.$b803497,"Yeulett, M.","The graven image,",1939,u,1901-1950,-0.28167773343169267
mdp.39015008792726,"(Alan Patrick), Herbert, A. P.","Mr. Gay's London, | with extracts from the Proceedings at the Sessions of the Peace, and Oyer and Terminer for the city of London and county of Middlesex in the years 1732 and 1733.",1948,m,1901-1950,-0.28164055041689384
nyp.33433074895800,"Marriott, Charles,",Mrs. Alemere's elopement,1905,m,1901-1950,-0.28160693697151556
mdp.39015063936309,"Punshon, Ernest Robertson,","Dictator's way, | $c: by E. R. Punshon.",1938,m,1901-1950,-0.28154854281093167
uc2.ark:/13960/t85h7kb78,"Lynd, Sylvia Dryhurst,",The chorus,1915,f,1901-1950,-0.28154854281093167
mdp.39015063935210,"Maxwell, W. B.",The ragged messenger,1904,m,1901-1950,-0.28145786864853445
uc2.ark:/13960/t5p84h87t,"Shanks, Edward.",The old indispensables;,1919,m,1901-1950,-0.28094027030484914
uc2.ark:/13960/t09w0bc8g,"Bryce, Charles,",Mrs. Vanderstein's jewels,1914,f,1901-1950,-0.2809402703048491
nyp.33433074854682,"Frankau, Julia,",The heart of a child;,1908,f,1901-1950,-0.2809402703048491
mdp.39015000619273,"Greene, Graham,",A gun for sale; | an entertainment.,1947,m,1901-1950,-0.28094027030484897
uc1.31822038199006,"Bloxam, John Francis",The priest and the acolyte,1907,m,1901-1950,-0.28094027030484897
uc2.ark:/13960/t6ww79471,"Booth, Edward C.",Fondie,1916,m,1901-1950,-0.28094027030484897
mdp.39015059374721,,"The fairies return, | or, New tales for old, | $c: by several hands.",1934,u,1901-1950,-0.28025156507068916
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,1901-1950,-0.28008116377563946
uc2.ark:/13960/t6qz2665z,"Festing, Gabrielle.",Honor among thieves;,1917,f,1901-1950,-0.27976656138466105
mdp.39015073446109,"Fay, Edward Francis.",Unsentimental journeys,1907,m,1901-1950,-0.27942511878969745
mdp.39015054159945,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,1901-1950,-0.2790986496786981
mdp.39015051364886,"Brown, Ivor John Carnegie,",Years of plenty,1915,m,1901-1950,-0.27908841845299703
mdp.39015008547930,"Buchan, John,","John Burnet of Barns; | a romance, | $c: by John Buchan.",1933,m,1901-1950,-0.27877576814034677
inu.39000005672097,"MacLeod, Brenda.",Tales of Dunvegan.,1950,f,1901-1950,-0.27855931792389654
mdp.39015031234613,"Hartley, L. P. (Leslie Poles),","Night fears and other stories, | $c: by L. P. Hartley.",1924,m,1901-1950,-0.2782520982618383
inu.32000006468898,"Woolf, Virginia,",The years | $c: [by] Virginia Woolf.,1937,f,1901-1950,-0.2780485773500648
uc1.$b322862,"Brierley, Walter,",Means-test man / | $c: by Walter Brierley.,1936,m,1901-1950,-0.27760693697151567
uc1.b4095450,"Collier, John,",The Devil and all / | $c: by John Collier.,1934,m,1901-1950,-0.27760693697151556
uc2.ark:/13960/t3zs2pc5m,"Alexander, Alexander,",A wayfarer's log,1919,m,1901-1950,-0.27753890976063134
uc2.ark:/13960/t5t729m2j,"Paton, Raymond.",The drummer of the dawn,1913,m,1901-1950,-0.2773170818990516
uc1.$b299929,"Mackail, Denis George,","Huddleston house; | a period piece, | $c: by Denis Mackail.",1945,m,1901-1950,-0.27709411645869525
mdp.39015001785305,"Woolf, Virginia,","The Captain's death bed, | and other essays.",1950,f,1901-1950,-0.27707713564701253
uc1.b3047254,"Richardson, Dorothy M.",Backwater,1917,f,1901-1950,-0.2765543053925685
mdp.39015030750494,"Hughes, Richard Arthur Warren,","The spider's palace and other stories, | $c: by Richard Hughes, with illustrations by George Charlton.",1931,m,1901-1950,-0.27655430539256837
inu.32000002529529,"Young, Francis Brett,",The Christmas box / | $c: by Francis Brett Young ; with illustrations by Kay Ambrose.,1938,m,1901-1950,-0.27655430539256837
uc1.$b302077,"(Ralph Hale), Mottram, R. H.","The New providence, | $c: by R. H. Mottram.",1930,u,1901-1950,-0.27655430539256826
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,1901-1950,-0.27633034122683475
uc2.ark:/13960/t1gh9pw4v,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,1912,m,1901-1950,-0.27574605169599636
uc2.ark:/13960/t51g0m15m,"Bridges, Roy,",Dead men's gold,1916,m,1901-1950,-0.2753847147492934
wu.89047148200,"Porteous, Crichton.",Farmer's creed.,1938,u,1901-1950,-0.27538471474929316
mdp.39015008542618,"Bowen, Elizabeth,",The heat of the day.,1947,f,1901-1950,-0.27496542753755354
uc2.ark:/13960/t7kp87c36,"Milne, A. A.",The holiday round,1912,m,1901-1950,-0.27453001389459264
mdp.39015063511037,"Cannan, Gilbert,",Three pretty men,1916,m,1901-1950,-0.27453001389459264
mdp.39015066064331,"Compton-Burnett, I. (Ivy),",Manservant and maidservant.,1947,f,1901-1950,-0.2745300138945926
uc1.b4084813,"Innes, Michael,",The secret vanguard / | $c: by Michael Innes.,1940,m,1901-1950,-0.2740775252068098
uc2.ark:/13960/t06w97x5f,"Inman, Herbert Escott.",The tear of Kalee,1902,m,1901-1950,-0.27399582586040466
mdp.39015001533705,"Bates, H. E. (Herbert Ernest),","The woman who had imagination and other stories, | $c: by H. E. Bates.",1934,m,1901-1950,-0.27387812341219364
uc1.$b105927,"Walpole, Hugh, Sir,",The old ladies / | $c: by Hugh Walpole.,1924,m,1901-1950,-0.2737658773688669
mdp.39015065847421,"Isherwood, Christopher,",All the conspirators : | a novel / | $c: by Christopher Isherwood.,1928,m,1901-1950,-0.27369389349325485
uc2.ark:/13960/t27947r1c,"McKenna, Stephen,",Soliloquy;,1922,m,1901-1950,-0.27325911088455906
uc2.ark:/13960/t4dn42d59,"Doon, E. L.",Joan's green year;,1913,u,1901-1950,-0.27314650531683937
mdp.39015063939568,"Henham, Ernest George,",No place like home,1913,m,1901-1950,-0.2727949068963277
uc2.ark:/13960/t03x85w56,"Gretton, R. H.",Ingram,1911,u,1901-1950,-0.2726069369715158
mdp.39015063931524,"De Morgan, William,",When ghost meets ghost,1914,m,1901-1950,-0.272575958037191
uc2.ark:/13960/t9f47rv90,"MacBride, MacKenzie.",King Penda's captain,1908,u,1901-1950,-0.2724572363727131
mdp.39015059414659,"McKenna, Stephen,","The commandment of Moses; | a novel, | $c: by Stephen McKenna.",1923,m,1901-1950,-0.27219257233063154
uc2.ark:/13960/t56d5w74w,"Matheson, Annie,",A plain friend,1920,f,1901-1950,-0.27207502207789874
uc1.$b300333,"George, Walter Lionel,","A bed of roses, | $c: by W.L. George ...",1923,m,1901-1950,-0.27186436271409
uc1.$b322943,"Beachcroft, T. O. (Thomas Owen),",Collected stories of T.O. Beachcroft.,1948,m,1901-1950,-0.27125034782422874
uc2.ark:/13960/t8v984664,"Maclean, Neil N.",Life at a northern university,1906,m,1901-1950,-0.27101413918758216
uc2.ark:/13960/t6rx96z9c,"George, Walter Lionel,",The making of an Englishman,1914,m,1901-1950,-0.27037689002315884
uc1.$b300861,"Hichens, Robert Smythe,",After the verdict / | $c: by Robert Hichens.,1924,m,1901-1950,-0.2696233978768657
uc1.$b300338,"George, Walter Lionel,","The triumph of Gallio, | $c: by W. L. George.",1924,m,1901-1950,-0.26952474519069386
mdp.39015012193952,"Quiller-Couch, Arthur,","Historical tales from Shakespeare, | $c: by Sir A. T. Quiller-Couch. Illustrated.",1930,m,1901-1950,-0.26938911518933756
mdp.39015048881158,"Linklater, Eric,","Magnus Merriman, | a novel.",1934,m,1901-1950,-0.2690355084000873
uc2.ark:/13960/t55d8qv6p,"Dowdall, Mary Frances Harriet Borthwick,",Joking apart,1914,f,1901-1950,-0.26903550840008716
mdp.39015003929737,"Gibbs, Philip,","The long alert, | a novel by Philip Gibbs.",1941,m,1901-1950,-0.26903550840008716
uc1.b4684666,"Sheppard, Ethel.",The sun-worshippers;,1910,f,1901-1950,-0.26903550840008716
yul.11877203_000_00,"Goudge, Elizabeth,",The herb of grace | $c: by Elizabeth Goudge.,1948,f,1901-1950,-0.26903550840008716
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,1901-1950,-0.26903550840008705
uc1.b3827538,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1927,m,1901-1950,-0.26839345382544827
mdp.39015030735255,"Belloc, Hilaire,",A change in the Cabinet,1909,m,1901-1950,-0.26821762399441645
mdp.39015063932027,"Hope, Anthony,","Simon Dale, | $c: by Anthony Hope [pseud.]",1925,m,1901-1950,-0.26807673562923384
njp.32101067301786,"Munford, George Frederick.",Ghosts and legends of South Somerset,1922,m,1901-1950,-0.2677823755680069
mdp.39015065780929,"Marriott, Charles,",Genevra,1904,m,1901-1950,-0.26652189298324586
umn.31951002098915q,"Scott, B. Montagu.",Clay eternal.,1946,u,1901-1950,-0.2664142764210571
inu.32000000107260,,Jane Austen's novels : | connected extracts / | $c: edited by Elizabeth D'Oyley.,1931,u,1901-1950,-0.2663273161184351
inu.39000005792002,"(Donald Alexander), Mackenzie, Donald A.",Tales from the moors and the mountains / | $c: by Donald A. Mackenzie.,1931,m,1901-1950,-0.26602798960309476
uc2.ark:/13960/t3mw2hz91,"Speilmann, M. H.,",My son and I,1908,f,1901-1950,-0.26602798960309465
mdp.39015002753641,"(Victoria), Sackville-West, V.","Grey Wethers; | a romantic novel, | $c: by V. Sackville-West.",1923,f,1901-1950,-0.2657887551533338
mdp.39015030719143,"Sutcliffe, Halliwell,",Lonesome heights,1919,m,1901-1950,-0.26550817153941697
mdp.39015028106451,"(Alan Alexander), Milne, A. A.",Once a week. | $c: by A. A. Milne ...,1928,m,1901-1950,-0.26550817153941675
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,1901-1950,-0.2653152703048491
umn.31951002087402u,"Hutchinson, Horace G.",'Bert Edward the Golf Caddie,1903,m,1901-1950,-0.26517450453908326
uc2.ark:/13960/t25b05f07,"King, Richard,",Passion & pot-pourri,1918,m,1901-1950,-0.26517450453908326
mdp.39015025923064,"Ramsay, James Henry,","Bamff charters, A. D. 1232-1703",1915,m,1901-1950,-0.26499952084438205
mdp.39015059899115,,The New Decameron ...,1919,u,1901-1950,-0.26477111607599335
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,1901-1950,-0.26477111607599324
uc1.b3123636,"Shaw, Kerr.","For sons of gentlemen, | $c: by Kerr Shaw.",1926,u,1901-1950,-0.26448591786323544
wu.89098985377,"Swinnerton, Frank,",Nocturne.,1926,m,1901-1950,-0.26427360363818253
njp.32101065702878,"Raine, Allen,",A Welsh witch,1902,f,1901-1950,-0.2642736036381825
mdp.39015008870134,"Macqueen-Pope, W. (Walter),",Twenty shillings in the pound.,1949,m,1901-1950,-0.26427360363818236
uc2.ark:/13960/t1dj5bv30,"George, Walter Lionel,",Caliban,1920,m,1901-1950,-0.26387199721247956
uc2.ark:/13960/t5s75kx4p,"Quiller-Couch, Arthur,",Two sides of the face;,1903,m,1901-1950,-0.26387199721247945
mdp.39015030737624,"Graves, Robert,",The real David Copperfield.,1933,m,1901-1950,-0.26358467941984637
umn.31951002065818l,"Goolden, Barbara,",Ichabod.,1945,f,1901-1950,-0.26356438378002645
inu.30000118579634,,"Countryside tales from ""Blackwood.""",1947,u,1901-1950,-0.2634984098397328
uc2.ark:/13960/t84j0h099,"Caffyn, Kathleen Mannington Hunt.",Dorinda and her daughter,1910,f,1901-1950,-0.2634984098397328
uc2.ark:/13960/t9862dx71,"Watt, Findlay.",Allanforth commune,1913,u,1901-1950,-0.26339641065572605
mdp.39015015358222,"Benson, Robert Hugh,",Oddsfish!,1914,m,1901-1950,-0.26313400249858115
uc2.ark:/13960/t49p2z95c,"Niven, Frederick,",The island Providence,1910,m,1901-1950,-0.26282432827586355
uc1.b4594041,"Boschère, Jean de,",Weird islands,1921,f,1901-1950,-0.26282432827586355
uc2.ark:/13960/t1fj2cb69,"Pemberton, Max Joseph.",Hindoo Khan,1922,m,1901-1950,-0.26237377634975406
uc2.ark:/13960/t2s46jq43,"Halifax, Robert.",The grip of gold,1907,m,1901-1950,-0.26170950107407986
mdp.39015063546165,"De Sélincourt, Hugh.",A daughter of the morning;,1912,m,1901-1950,-0.26170950107407986
uc1.$b300888,"Hobson, Coralie von Werner, Mrs.,",A tiny seed of love and other stories ...,1928,f,1901-1950,-0.26170950107407975
wu.89099248965,"Mordaunt, Elinor,",The processionals,1918,f,1901-1950,-0.26124330060787926
mdp.39015024236914,"De Selincourt, Hugh,",Realms of the day,1915,m,1901-1950,-0.26124330060787926
mdp.39015063956414,"Seymour, Beatrice Kean (Stapleton)",Invisible tides,1920,f,1901-1950,-0.26048118846852153
mdp.39015063540861,"Dallas, Helen A.",Across the barrier,1913,f,1901-1950,-0.26010693697151577
mdp.39015062980498,"(Clive Staples), Lewis, C. S.",Broadcast talks : | reprinted with some alterations from two series of Broadcast Talks (Right and Wrong : a clue to the Meaning of the Universe and what Christians believe) given in 1941 and 1942.,1942,m,1901-1950,-0.26010693697151566
uc1.31822038204657,"Firbank, Ronald,",Odette D'Antrevernes;,1905,m,1901-1950,-0.26010693697151566
mdp.49015000563040,"Rickert, Edith,",Early English romances in verse,1908,f,1901-1950,-0.26010693697151555
mdp.39015027338022,"Lomnitz, Alfred.","""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author.",1941,m,1901-1950,-0.25987108791491187
uc1.$b662558,,"Countryside tales from ""Blackwood.""",1947,u,1901-1950,-0.25914539850997714
mdp.39015020167139,"Geake, Charles,",John Bull's adventures in the fiscal wonderland,1904,m,1901-1950,-0.25908234680758124
inu.32000001390519,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,1901-1950,-0.25908234680758113
nyp.33433075758189,"Trafford-Taunton, Winefride.",The redemption of Damian Gier,1904,u,1901-1950,-0.258675639261592
umn.31951002026868p,"Gloag, John,",Kind Uncle Buckby.,1946,m,1901-1950,-0.25852647720140076
uc1.b4105180,"Shaw, Bernard,","Immaturity, | $c: by Bernard Shaw.",1931,m,1901-1950,-0.25824311987410026
uc1.$b312336,"Quennell, Peter,","The phoenix-kind, | a novel | $c: by Peter Quennell ...",1931,m,1901-1950,-0.25795176455772245
uc1.$b312338,"Quirk, Violet.","The skirts of the forest, | $c: by Violet Quirk.",1931,f,1901-1950,-0.25760693697151577
nyp.33433074970710,"Christie, Agatha,",The mysterious affair at Stiles,1920,f,1901-1950,-0.25760693697151565
mdp.49015002143510,"Shaw, Bernard,",Works.,1930,m,1901-1950,-0.25744466516624187
inu.32000002882506,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,1901-1950,-0.25713074649532525
uc1.b3810795,"Boyd, Martin,",Such pleasure.,1949,m,1901-1950,-0.25710060785759165
mdp.39015059502651,"Kaye-Smith, Sheila.",Starbrace,1909,f,1901-1950,-0.25701287756557506
uc1.$b302195,"Parry, Dennis,",Fair house of joy / | $c: by Dennis Parry.,1950,m,1901-1950,-0.2566978460624246
uc2.ark:/13960/t49p2zb2c,"Schwann, Duncan,",The book of a bachelor,1910,m,1901-1950,-0.25529924466382337
wu.89015991284,"Arlen, Michael.","""Piracy""; | a romantic chronicle of these days.",1924,m,1901-1950,-0.2545464387508752
nyp.33433074929310,"Brebner, Percy James,",The crucible of circumstance,1906,m,1901-1950,-0.25436369372827244
wu.89100334630,"Kaye-Smith, Sheila,","Ember lane: | a winter's tale, | $c: by Sheila Kay-Smith.",1940,f,1901-1950,-0.2538569369715157
