htid,author,title,year,authgender,female_category,transit
uc1.$b300957,"Hurst, Fannie,",A president is born / | $c: by Fannie Hurst.,1928,f,,20.95532325082923
uiuo.ark:/13960/t4xg9x52w,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,20.954775783899112
njp.32101068972924,"Lathrop, George Parsons,",Would you kill him?,1889,m,high_female,20.950784702117932
mdp.49015001172460,"Sheikh, Farhana.",The red box / | $c: Farhana Sheikh.,1991,u,high_female,20.944402132520946
mdp.39015037392050,"Cable, George Washington,",Madame Delphine,1907,m,,20.942095107029065
uc1.b2831241,"Levene, Ralph.",The camel's back.,1967,m,high_male,20.94178184646682
nyp.33433074916226,"Lamb, Charles,",Tales from Shakespear,1809,f,,20.94094653078319
mdp.39015052824714,"Skoczylas, Adam.","Stefano, we shall come tomorrow.",1962,m,high_male,20.94021568422155
mdp.39015046410471,"Selvon, Samuel.",Moses ascending / | $c: [by] Sam Selvon.,1975,m,mixed,20.93833659871678
mdp.39015013767119,"Devilliers, Catherine,",Lieutenant Katia.,1964,f,high_male,20.938023450586265
mdp.39015084104531,"Morrison, Ewan.",Ménage / | $c: Ewan Morrison.,2009,u,,20.934341531221477
mdp.39015063953122,"Von Arnim, Elizabeth,","Introduction to Sally, | $c: by the author of ""Elizabeth and her German garden"".",1926,f,high_female,20.93230674020277
inu.39000001971774,,More modern African stories : | a collection of contemporary African writing / | $c: edited and with an introduction by Charles R. Larson.,1975,u,,20.922377977702723
mdp.39015055796422,"Shute, Jenefer.",Free fall / | $c: Jenefer Shute.,2002,f,high_female,20.922034040149384
mdp.39015017687289,"Hughes, Richard Arthur Warren,",A high wind in Jamaica | $c: [by] Richard Hughes.,1929,m,high_female,20.91845984352992
nyp.33433006838928,A. E.,A month in the coasting trade,1877,u,high_male,20.9154533022283
uiuo.ark:/13960/t8tb1gm5j,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,20.914485895793575
uiuo.ark:/13960/t1bk1qm5k,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,20.909764860189707
wu.89035702588,"Rugarli, Giampaolo,",The Crux / | $c: Giampaolo Rugarli ; translated from the Italian by N. S. Thompson.,1990,u,,20.907623151708037
mdp.39015013439453,"Johnston, Jennifer,",The Christmas tree / | $c: Jennifer Johnston.,1981,f,,20.903322135125048
inu.30000039918507,"Goff, Martyn.",Tar and cement / | $c: Martyn Goff.,1988,m,high_male,20.902039110037624
mdp.39015040105184,"Paton, Alan.",Debbie go home : | stories / | $c: Alan Paton.,1961,m,,20.888040105037003
mdp.39015000599269,"Purdy, James,","63: dream palace, a novella, and nine stories.",1957,m,,20.87827962975851
mdp.39015063944964,"Mayne, Ethel Colburn,","Nine of hearts, | $c: by Ethel Colburn Mayne.",1923,f,high_female,20.878015449731432
mdp.39015001060600,,The Punch book of short stories / | $c: selected by Alan Coren.,1979,u,,20.875374017117807
wu.89072509649,"Bjørneboe, Jens,",Moment of freedom : | the Heiligenberg manuscript / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,1999,m,,20.87392151405511
uiuo.ark:/13960/t3pv75696,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,20.871535697780164
mdp.39015049548517,"Jooste, Pamela.",Like water in wild places / | $c: Pamela Jooste.,2000,f,high_male,20.865418053554574
pst.000032241341,"Malamud, Bernard.",A new life / | $c: Bernard Malamud.,1968,m,high_male,20.855782265633145
uc2.ark:/13960/t6251jb3q,"De Sélincourt, Hugh.",The way things happen;,1909,m,high_female,20.85338466474174
mdp.39015060877605,"Liffner, Eva-Marie.",Imago / | $c: Eva-Marie Liffner ; translated from the Swedish by Silvester Mazzarella.,2005,u,high_male,20.85331776285607
mdp.39015073484035,"Henty, G. A.",The lost heir,1899,m,,20.85273796449474
mdp.39015002752965,"Hon., Sackville-West, Edward,","Mandrake over the water-carrier, | a recital,",1928,m,mixed,20.842584117950903
njp.32101068163565,"Duros, Edward.",Derwentwater,1830,m,high_male,20.842017507294706
mdp.39015005591964,"Naumoff, Lawrence.",Night of the weeping woman / | $c: Lawrence Naumoff.,1988,m,,20.834539035823834
mdp.39015030747458,"Herbert, A. P. (Alan Patrick),",Topsy turvy.,1947,m,,20.83381559758328
uiuo.ark:/13960/t1wd4j393,"Wood, Henry,",Orville college,1867,f,,20.833667206205227
uc1.$b300607,"Hamilton, Harry,","Banjo on my knee; | a novel, | $c: by Harry Hamilton.",1936,m,,20.83201246297789
uiuo.ark:/13960/t6j10dg2z,"Dickens, Helen.",Wild wood;,1872,f,mixed,20.831664129476806
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,20.82199877754717
dul1.ark:/13960/t3hx21f7z,"Newte, Horace W. C.",The master beast,1907,m,high_female,20.82124957242077
mdp.39015065828926,"Pakenham, Simons.",Pigtails and pernod.,1962,u,,20.8125569093353
mdp.39015016423165,"Church, Richard,",The dangerous years.,1956,m,high_female,20.80929229488659
njp.32101064793076,"Mainwaring, Arthur Edward,",Fishing and philandering,1914,m,high_male,20.807540652732552
mdp.39015063238193,,Sunday night and Monday morning : | [new fiction from Nottingham] / | $c: edited by James Urquhart.,2005,u,,20.789110882552464
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,20.788477244041875
nyp.33433076043482,"Rose, Héloïse Durant.",A ducal skeleton,1899,m,mixed,20.787859889824343
uc1.b4948469,"Amis, Kingsley.",Ending up.,1974,m,mixed,20.784835384103758
uc2.ark:/13960/t90868h5r,"Richardson, Dorothy M.",Interim,1919,f,high_female,20.781379883624272
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,high_male,20.780715496019695
inu.32000013013281,"Trollope, Anthony,",Kept in the dark,1883,m,high_female,20.778021470622186
mdp.39015060095018,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,20.777570002077756
mdp.39015056479127,"Mosley, Nicholas,",Inventing God / | $c: Nicholas Mosley.,2003,m,mixed,20.77623989631667
mdp.39015023991238,"Huddleston, George,",The white fakir; | a tale of the mystical East.,1932,m,,20.767507750730573
mdp.39015068803355,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,,20.766667610606103
uc1.32106018946951,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,mixed,20.764707547971195
uiuo.ark:/13960/t88g8wg3t,"Beale, Anne.","Nothing venture, nothing have",1864,f,,20.76095832583632
uc1.32106018712015,"Dean, Louise",This human season / | $c: Louise Dean,2005,f,mixed,20.758947106202772
mdp.39015018933492,"Weldon, Fay.",Darcy's utopia / | $c: Fay Weldon.,1990,f,high_female,20.753131128659035
uc2.ark:/13960/t88g8jf6p,"McKenna, Stephen,",The confessions of a well-meaning woman,1922,m,mixed,20.752713112052444
uiuo.ark:/13960/t2d79xd2d,,Flirts and flirts,1868,u,high_female,20.750018863653512
mdp.39015060095307,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,20.74612840633123
nyp.33433074866587,"Kingston, William Henry Giles,",In the Rocky mountains,1889,m,mixed,20.74392915948192
uc1.b3790515,"Queneau, Raymond,","Pierrot, a novel. | $c: Translated from the French by J. Maclaren-Ross.",1950,m,,20.743908471493082
mdp.39015051348723,"Bermant, Chaim,",The house of women / | $c: Chaim Bermant.,1983,u,high_female,20.74375801463378
mdp.39015014552478,"Acton, Harold,","Tit for tat, and other tales.",1972,m,mixed,20.74122591561596
inu.32000002750190,"Allen, Grant,",An army doctor's romance,1893,m,,20.738999688915005
mdp.39015057018791,"Elderkin, Susan.",The voices / | $c: Susan Elderkin.,2003,f,,20.737837973126624
uc1.$b244961,"Stern, G. B. (Gladys Bronwyn),","Long story short, | a collection, | $c: by G.B. Stern.",1939,f,,20.7369145356345
inu.30000111060913,"Joyce, James,",Ulysses / | $c: James Joyce.,1937,m,,20.73170731707317
mdp.39015030703774,"Marshall, Bruce,",Peter the Second / | $c: Bruce Marshall.,1976,m,high_male,20.73147556277318
uiuo.ark:/13960/t0ks72319,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,20.730162386272024
wu.89098657877,"Percy, Cyril Heber.",Hym : | the life story of a famous fox / | $c: by Cyril Heber Percy ; illustrated by Michael Lyne.,1959,m,,20.729684908789388
inu.39000001640825,"Doyle, Arthur Conan, Sir,",Tales of adventure and medical life / | $c: A. Conan Doyle.,1920,m,,20.72614664358343
uc1.b3346547,"De la Roche, Mazo,",Possession / | $c: by Mazo De La Roche.,1923,f,,20.72354787139558
umn.31951002120845o,"Shann, Renée,",Never say good-bye : | a romance / | $c: Carol Gaye.,1962,u,,20.72166657457037
uiuo.ark:/13960/t1rf68d86,"Marshall, Frederick.","Claire Brandon, a novel",1890,m,high_female,20.71944280636884
mdp.39015012119403,"Sillitoe, Alan.",A tree on fire.,1967,m,,20.715917745620715
umn.31951002095997d,"Hamilton, Cosmo,",Come away from life : | (and other incidents).,1935,m,,20.7093278821038
uiuo.ark:/13960/t7np2r29m,"Wood, Henry,",The Red court farm,1868,f,,20.70454612677098
mdp.39015054151561,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,20.70031762049849
inu.39000003730673,"Kroetsch, Robert,",The studhorse man.,1969,m,high_female,20.698729985067345
uc1.$b243902,"Plomer, William,",Sado.,1951,m,mixed,20.69341761197961
mdp.39015002204744,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,20.693036793119116
mdp.39015040177100,"Gale, Patrick,",Tree surgery for beginners / | $c: Patrick Gale,1998,m,mixed,20.686394262973323
mdp.39015033584486,"Bezzola, Reto R.,","The curly-horned cow: | anthology of Swiss- Romansh literature; | $c: edited and with a preface, and bibliographical note by R. Bezzola; translated from the Ladin by Elizabeth Maxfield Miller, and from the Surselvan by W. W. Kibler, in consultation with [others]",1971,u,,20.68444839747236
uiuo.ark:/13960/t5m90gs99,"Battersby, John.",Tell-tale Sophas,1826,m,high_female,20.681097476906107
uiuo.ark:/13960/t5w66sg3t,"Crawford, A.,",The lady of the bedchamber,1850,f,mixed,20.680579056213574
uiuo.ark:/13960/t1pg29s78,"Panton, J. E.",Having and holding,1890,f,mixed,20.67610875633206
wu.89032203036,"Hutchinson, A. S. M. (Arthur Stuart-Menteth),",The happy warrior / | $c: by A. S. M. Hutchinson.,1925,m,mixed,20.669128589538666
uc1.b3919885,"Wickham, John.",Discoveries : | short stories / | $c: John Wickham.,1993,m,,20.664287977517255
mdp.39015061465392,"Carpelan, Bo Gustaf Bertelsson,",Axel : | a novel / | $c: Bo Carpelan ; translated by David McDuff.,1991,m,,20.656355702445197
mdp.39015030717311,"Tomelty, Joseph.",Red is the port light.,1948,m,,20.65531711347379
uc1.$b186788,"Neumann, Alfred,","The friends of the people, | $c: by Alfred Neumann. Translated by Countess Nora Wydenbruck.",1940,m,mixed,20.648982408074257
uc2.ark:/13960/t95719550,"Williamson, C. N.",The botor chaperon,1907,m,,20.647483918786563
nyp.33433074856760,,Getting on,1859,u,,20.646433162167742
mdp.39015049417036,"Vidal, Nicole,",The right hand; | $c: translated by Johanna Harwood.,1968,u,high_female,20.64290255724277
uiuo.ark:/13960/t2x35fw6k,"Woodgate, Walter Bradford,","The O.V.H., or, How Mr. Blake became an M.F.H",1869,m,high_male,20.642675290717676
uiuo.ark:/13960/t09w0zp7g,"Macquoid, Katharine S.",At the red glove,1885,f,high_female,20.640781597596497
uiuo.ark:/13960/t7dr3dt6s,"Oliphant,",The house on the moor,1861,f,mixed,20.62904845075846
uc1.$b787237,"Mortimer, John,",Three winters / John Mortimer,1956,m,high_female,20.628392403594496
nyp.33433082170824,"Aldrich, Thomas Bailey,",Two bites at a cherry ;,1894,m,,20.62164898204042
njp.32101067630275,"Boyd, Archibald,","The Duchess; or, Woman's love and woman's hate",1850,m,,20.621627504668506
mdp.39015016444443,"Farmer, Philip José.",The gate of time / | $c: Philip José Farmer.,1970,m,,20.62147984894766
uc2.ark:/13960/t3513xr6k,"Wallace, Frederick William,",Salt seas and sailormen,1922,m,high_male,20.620346855939744
inu.39000000984430,,The Christmas reader / | $c: compiled and introduced by Godfrey Smith.,1985,u,mixed,20.61921076005583
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,20.617556455720766
uc1.b3148801,"Jellinek, Oskar,",Uproar in the village / | $c: by Oskar Jellinek; translated by Evelyn B.G. Stamper and E.N. Hodgson.,1933,u,high_male,20.615722924683894
mdp.39015050301905,"Griffiths, Niall,",Grits / | $c: Niall Griffiths.,2000,m,,20.61351575495803
uc1.b4593533,,Arab Jack,1870,u,high_male,20.608405939800555
inu.39000003366189,"Roberts, Cecil,",Indiana Jane / | $c: by Cecil Roberts.,1929,m,,20.60395338355547
uiuo.ark:/13960/t7vm4wc4t,"Combermere,",Shattered idols,1865,u,,20.596551013912034
uc1.32106008874247,"Burgh, Anita,",The azure bowl : | daughter of a granite land / | $c: Anita Burgh,1989,f,high_female,20.593622111415876
uiuo.ark:/13960/t5m90wk7m,"Pemberton, T. Edgar",A very old question,1877,m,mixed,20.584249618333704
uc1.b3326430,"Trowbridge, W. R. H.",The letters of her mother to Elizabeth,1901,m,,20.57951926243003
uiuo.ark:/13960/t6h13gm9s,"Neil, Ross,",Carleton Grange,1866,f,,20.572894606271102
mdp.39015000547136,"Plomer, William,",Sado.,1951,m,mixed,20.57189878625797
mdp.39015050511990,"Mount, Ferdinand,",Fairness / | $c: Ferdinand Mount.,2001,m,,20.563584019967948
mdp.39015005062925,"Goldsmith, Oliver,",The citizen of the world,1891,m,mixed,20.55876560843126
mdp.39015000675234,"Sargeson, Frank.",Sunset Village / | $c: Frank Sargeson.,1976,m,mixed,20.558682188471717
mdp.39015058691265,,Tales from  Blackwood.,1858,u,,20.54708856688524
mdp.39015055608288,"Marsden, Philip,",The main cages / | $c: Philip Marsden.,2002,m,,20.54606885215962
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,20.545482562021675
mdp.39015032207311,"Gunesekera, Romesh.",Reef / | $c: Romesh Gunesekera.,1994,u,,20.545482562021675
uc1.$b784307,"Green, Henry,",Back; | a novel.,1946,m,mixed,20.545296335685972
mdp.39015046353432,"Amis, Martin.",London fields / | $c: Martin Amis.,1989,m,mixed,20.544794351074806
uc1.32106013189789,"Byatt, A. S. (Antonia Susan),",The virgin in the garden / | $c: by A. S. Byatt.,1978,f,mixed,20.543664028044287
nyp.33433074878186,"Leighton, John,",Christmas comes but once a year,1850,m,,20.53598932128555
uc1.b3321969,"Coleman, John,",The rival queens,1887,m,mixed,20.535462176245606
mdp.39015063543568,,The spiritualistic experiences of a lawyer.,1937,u,,20.533114313447324
mdp.39015043788994,"Nolan, Simon,",As good as it gets / | $c: Simon Nolan.,1998,m,,20.53107035313441
mdp.39015000631708,"Waugh, Evelyn,",The ordeal of Gilbert Pinfold; | a conversation piece.,1957,m,high_male,20.529282221641598
mdp.39015066057228,"Plomer, William,",Museum pieces / | $c: by William Plomer.,1952,m,,20.52625405637878
inu.32000004080067,"Benn, June Wedgwood.","The woman's view: | an anthology of prose passages about women, from the eighteenth century to the present day; | $c: edited by June Wedgwood Benn.",1967,f,high_female,20.524803435536327
uc1.32106016264894,"Bennett, Alan,",The complete talking heads / | $c: Alan Bennett,2001,m,mixed,20.51871306631648
nyp.33433082294657,"James, Henry,",The Princess Casamassima,1886,m,mixed,20.518184744126167
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,20.51215615148767
mdp.39015011361808,"Lewis, Wyndham,",Rotting hill.,1951,m,high_male,20.50587092000036
mdp.39015063918216,"Fletcher, J. S. (Joseph Smith),","The Kang-he vase, | $c: by J. S. Fletcher.",1925,m,mixed,20.502677408461576
mdp.39015010845405,"Nesbitt, Lewis Mariano,","Desert and forest; | the exploration of Abyssinian Danakil, | $c: by L.M. Nesbitt.",1937,m,,20.491667823454367
inu.32000009144025,"Hughes, Richard Arthur Warren,",The fox in the attic / | $c: Richard Hughes.,1961,m,mixed,20.480125373984897
mdp.39015054151512,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,20.473373646380967
uiuo.ark:/13960/t4qj7sm81,"Fitzgerald, Percy Hetherington,",Seventy-five Brooke Street,1867,m,,20.471151423532376
mdp.39015013131308,"Vaidya, Suresh.",Islands of the marigold sun.,1960,u,high_male,20.47056716265145
uiuo.ark:/13960/t4pk0r814,"Douglas, John,",Measure for measure,1886,m,,20.467058269714894
mdp.39015078796607,"Hannah, Sophie,",The other half lives / | $c: Sophie Hannah.,2009,f,mixed,20.462042910401205
uc1.32106012743099,"MacAndrew, Amanda,","Party pieces : | a novel set in England and Scotland, 1968-1995 / | $c: Amanda MacAndrew",1996,f,,20.461958811280557
uc1.$b795568,"Ross, Victor.",Tightrope.,1952,m,high_male,20.45847441156313
inu.32000002000331,"Fletcher, John,",A penny for a song.,1961,m,high_female,20.455557293609445
uiuo.ark:/13960/t6543cv5p,"Brookfield, Arthur Montagu,",The autobiography of Thomas Allen,1882,m,mixed,20.4544989670478
mdp.39015082751119,"Addonia, Sulaiman S. M. Y.",The consequences of love / | $c: Sulaiman S.M.Y. Addonia.,2008,u,high_male,20.453129793702296
mdp.39015062625499,"Lee, Seung-U.",The reverse side of life / | $c: Lee Seung-U ; translated by Yoo-Jung Kong.,2005,u,,20.4517798161385
uc2.ark:/13960/t1vd6ww14,"De Morgan, William,",A likely story,1911,m,,20.451038354992843
inu.30000101926644,"Hickey, Patricia.",Green poppies / | $c: Patricia Hickey.,2004,f,high_female,20.447707422517794
uc1.b3872935,"Hartley, L. P. (Leslie Poles),","The boat, | $c: by L.P. Hartley.",1961,m,mixed,20.439937027598265
mdp.39015082719306,"Dowell, Robert.",The Lazarus principle / | $c: Robert Dowell.,2008,m,mixed,20.439165861068915
nyp.33433034410799,"Riddell, J. H.,",George Geith of Fen Court,1886,f,high_female,20.43024233053346
uc1.b3473223,"Sawkins, John.",Jangara.,1963,m,mixed,20.42498559309052
mdp.39015022055332,"Deighton, Len,",MAMista / | $c: Len Deighton.,1991,m,mixed,20.422683672393802
mdp.39015059392236,"Davidson, John,","Perfervid, the career of Ninian Jamieson",1890,m,high_male,20.417191275053597
nyp.33433034410989,"Maartens, Maarten,",An old maid's love;,1892,m,high_female,20.415777876336705
nyp.33433082432323,"Corner, Caroline.",Ceylon,1908,f,high_female,20.414302905277633
uc1.b4095450,"Collier, John,",The Devil and all / | $c: by John Collier.,1934,m,,20.410245943463618
mdp.39015078808501,"Dyer, Geoff.","Jeff in Venice, death in Varanasi : | a novel / | $c: Geoff Dyer.",2009,m,,20.409793151183326
uc1.32106015852061,"Yahia, Mona",When the grey beetles took over Baghdad / | $c: Mona Yahia,2000,f,high_male,20.407760215400618
uiuo.ark:/13960/t63491h9n,"Gillmor, C.","Jessie of Boulogne, or, The history of a few minutes",1877,m,,20.403999183840032
nyp.33433075909907,"Borrow, George Henry,",Wild Wales,1862,m,high_male,20.403305335464346
mdp.39015079291335,"Rankin, Robert,",Necrophenia / | $c: Robert Rankin.,2008,m,high_male,20.40307406315885
uc1.$b358729,"Boothby, Guy Newell,",Across the world for a wife,1898,m,,20.40153938888116
nyp.33433075909915,"Borrow, George Henry,",Wild Wales,1862,m,high_male,20.400530413790758
mdp.39015084096638,"Watson, Ian,",The beloved of my beloved / | $c: Ian Watson & Roberto Quaglia ; Roberto Quaglia & Ian Watson.,2009,m,mixed,20.39983680130559
mdp.39015033992341,"Ben Jelloun, Tahar,",State of absence / | $c: Tahar Ben Jelloun ; translated by James Kirkup.,1994,u,,20.396636124011547
uc1.b3495079,,Nineteenth century short stories / | $c: edited with an introduction by Peter Keating.,1981,u,mixed,20.390793999787228
mdp.39076002872849,"Glass, Lisa.",Prince Rupert's teardrop / | $c: Lisa Glass.,2007,f,high_female,20.38860684649418
uc1.$b70929,"Buren, Märtha.",Camilla / | $c: Märtha Burén ; translated from the Swedish by Joan Tate.,1965,u,high_female,20.386703577329985
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,,20.384502681836135
uiuo.ark:/13960/t5n87h69q,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,20.38029632950863
mdp.39015038031988,"Kataev, Valentin,",The holy well / | $c: [by] Valentin Katayev; translated from the Russian by Max Hayward and Harold Shukman.,1967,m,high_male,20.377204700341885
uc1.$b703802,"Hougron, Jean.",A question of character / | $c: Jean Hougron ; translated from the French by Mervyn Savill.,1957,f,high_male,20.373388650170394
mdp.39015080891727,"Perry, Tasmina.",Guilty pleasures / | $c: Tasmina Perry.,2009,u,high_female,20.37251357806357
uc2.ark:/13960/t39023q38,"Donovan, Dick,",The chronicles of Michael Danevitch of the Russian secret service,1897,m,mixed,20.367765465180668
mdp.39015063931888,"Hobson, Coralie,",The revolt of youth,1919,f,,20.367191364310862
uc1.32106019365144,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,20.366728403312138
uiuo.ark:/13960/t12n5sm4n,"Wills, W. G.",Notice to quit,1861,m,mixed,20.36659877800407
wu.89098869100,"Pansy,",The Randolphs,1889,f,high_female,20.35581972886048
inu.39000001102792,"Škvorecký, Josef.","The engineer of human souls : | an entertainment on the old themes of life, women, fate, dreams, the working class, secret agents, love and death / | $c: Josef Skvorecky.",1986,m,,20.351690339183897
uc2.ark:/13960/t3mw2f43j,"Glyn, Elinor,",The letters of her mother to Elizabeth,1901,f,,20.350434481776187
uc2.ark:/13960/t8ff43d6j,"Balzac, Honoré de,",A harlot's progress =,1896,m,mixed,20.348905463681117
mdp.39015043790180,"Lively, Penelope,",Spiderweb / | $c: Penelope Lively.,1998,f,high_female,20.345328034505677
mdp.39015039648053,"Haggard, H. Rider",Dawn,1884,m,mixed,20.339258837407964
uc2.ark:/13960/t21c2719w,"Wylde, Henry,",Severed ties,1889,f,,20.334387708992317
uc1.$b242585,"Evans, Caradoc,","Wasps, | $c: by Caradoc Evans.",1933,m,mixed,20.325420682720182
uiuo.ark:/13960/t1rf64929,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,20.324613106471936
uiuo.ark:/13960/t0ks7bv00,"Veley, Margaret,",Mitchelhurst Place,1884,f,,20.32336735615572
uc2.ark:/13960/t2j67fq76,"Ritchie, Anne Thackeray,",Five old friends and A young prince,1890,f,high_female,20.322277449892884
uiuo.ark:/13960/t7zk5qm98,"Gerard, E. D.",Reata,1880,f,mixed,20.31854970707424
mdp.39015000550429,"Okri, Ben.",The landscapes within / | $c: Ben Okri.,1981,m,high_male,20.31825780174922
uc2.ark:/13960/t5t72927s,"O'Donovan, Gerald,",Father Ralph,1913,m,,20.318158457732256
uiuo.ark:/13960/t6c25hb1m,"Pryce, Richard,",Winifred Mount,1894,m,high_female,20.3131924951987
uc2.ark:/13960/t6qz2cw12,"Strindberg, August,",The confession of a fool,1912,m,high_female,20.31030615578888
uc1.32106008324763,"Kaniuk, Yoram.",Confessions of a good Arab : | a novel / | $c: Yoram Kaniuk ; translated by Dalya Bilu.,1987,u,,20.30663011473246
mdp.39015073446109,"Fay, Edward Francis.",Unsentimental journeys,1907,m,high_male,20.305484737043972
mdp.39015012419829,"Wilson, Angus.",The collected stories of Angus Wilson.,1987,m,,20.2972626373525
uc2.ark:/13960/t1zc7tt78,"Capes, Bernard Edward Joseph,",The fabulists,1915,m,,20.291774355469165
mdp.39015077126889,"Peacock, Caro.",Death of a dancer / | $c: Caro Peacock.,2008,f,,20.290336266209213
mdp.39015013979623,"Brown, Christy,",Down all the days.,1970,u,high_female,20.284592837510267
uc1.32106016548742,"Welsh, Louise",The cutting room / | $c: Louise Welsh,2002,f,,20.28397565922921
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,20.281233098972418
uc1.$b23576,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,m,high_male,20.281071794994155
inu.30000111286807,"Harri, Kitty.",Hector's talent  for miracles / | $c: by Kitty Harri.,2007,f,mixed,20.278795890164034
uc1.b3123646,"Fullom, S. W.",The great highway,1854,m,,20.273230833622172
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,20.273009866198134
mdp.39015005544039,"Amis, Kingsley.",Ending up.,1974,m,mixed,20.2704072324813
uc1.$b703635,"Ramuz, C. F. (Charles Ferdinand),",The triumph of death.,1946,m,high_male,20.269996351400657
mdp.39015066824247,"Feaver, Jane,",According to Ruth / | $c: Jane Feaver.,2007,f,,20.263972008699998
uc1.b3465279,"Fox, Sebastian.",Odd woman out / | $c: by Sebastian Fox.,1958,m,high_female,20.254395203759216
mdp.39015076155400,"Dunn, Lily.",Shadowing the sun / | $c: Lily Dunn.,2008,f,,20.254000165032593
nyp.33433074878202,"Legge, Arthur E. J.",Mutineers,1898,m,,20.253506388293474
mdp.39015073429212,"Henty, G. A.",In the heart of the Rockies,1895,m,high_male,20.251775296753838
mdp.39015015490280,"Comfort, Alex,",The philosophers / | $c: Alex Comfort.,1989,m,mixed,20.247599213236146
uiug.30112039914905,"Elizabeth,","The enchanted April / | $c: by the author of ""Elizabeth and her German garden"".",1923,f,high_female,20.240542872665678
mdp.39015003344614,"Faulkner, William,",A fable.,1955,m,,20.2387102615587
uc1.32106011414247,"Simenon, Georges,",Maigret on the defensive; | $c: translated from the French by Alastair Hamilton,1968,m,mixed,20.237452779276847
mdp.39015050981714,"Burgess, Anthony,",Beds in the East.,1959,m,,20.23085655198768
mdp.39015008992433,"Johnson, Pamela Hansford,",An avenue of stone.,1947,f,high_female,20.22941656864141
uc1.32106015350421,"Mo, Timothy",Renegade or halo2 / | $c: Timothy Mo,1999,m,mixed,20.227087960603857
uc1.$b745232,"Lallemont, Raymond,",Rendezvous with fate.,1964,m,high_male,20.225574644267834
mdp.39015066718845,"Merrill, James,",The (Diblos) notebook.,1965,m,high_female,20.21563342318059
uc1.b4948860,"Malouf, David,",Harland's half acre / | $c: David Malouf,1984,m,,20.21160673485887
wu.89004713418,"Dorling, H. Taprell","Pincher Martin, O.D",1916,u,high_male,20.20683135234219
mdp.39015004843739,"Yonge, Charlotte M.",Bye-words;,1889,f,,20.205141614271962
nyp.33433074950225,"Clarke, Clara Savile.",The poet's audience;,1891,f,mixed,20.2009999494975
mdp.39015060665984,"Wilson, A. N.,",A jealous ghost / | $c: A.N. Wilson.,2005,m,high_female,20.20013673938716
uc2.ark:/13960/t8z897m19,"Mackay, Charles,",Luck;,1881,m,,20.196155156961993
inu.30000120995638,"Jeal, Tim.",Until the colours fade / | $c: Tim Jeal.,1976,m,,20.196042515017872
uc1.$b52455,"Meik, Vivian.","The people of the leaves, | $c: by Vivian Meik.",1931,f,high_male,20.191822311963655
uc1.b4949047,"Turner, George.",Beloved son / | $c: by George Turner.,1978,m,high_male,20.190803089192872
mdp.39015050556151,"Herbert, A. P. Sir, (Alan Patrick),",The Singing Swan: | a yachtsman's yarn | $c: [by] A. P. Herbert.,1968,m,,20.18284567214331
uiuo.ark:/13960/t1jh46h8s,, That little Frenchman,1874,u,mixed,20.180729645491848
uc1.$b787395,"O'Connor, Frank,",Traveller's samples : | stories and tales / | $c: by Frank O'Connor.,1951,m,mixed,20.180694836846843
uc2.ark:/13960/t6b27s27p,"Lubbock, Percy,",George Calderon;,1921,m,high_male,20.17400075652503
uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,20.17308506989974
