htid,author,title,year,authgender,period,diff
mdp.39015018955651,"Farson, Negley,",Bomber's moon / | $c: Negley Farson ; with 48 illustrations by Tom Purvis.,1970,u,1951-2009,-0.46136174437005273
mdp.39015055602943,"McSmith, Andy.",Innocent in the house / | $c: Andy McSmith.,2001,m,1951-2009,-0.46120757505360116
uc1.$b253948,"Val Baker, Denys,",One and all; | a selection of stories from Cornwall.,1951,m,1951-2009,-0.46118527105003243
mdp.39015056909198,"Gale, Patrick,",A sweet obscurity / | $c: Patrick Gale.,2003,m,1951-2009,-0.46114516476838596
mdp.39015003941534,"Glanville, Brian.",A second home.,1965,m,1951-2009,-0.4608911694215808
uc1.b4948689,"Bargate, Verity.",No mama no / | $c: Verity Bargate.,1978,u,1951-2009,-0.46058914586374355
uc1.b4582677,"Watson, Ian.",Deathhunter / | $c: by Ian Watson.,1981,m,1951-2009,-0.46058914586374333
mdp.39015013268597,"Hartley, L. P. (Leslie Poles),",The love-adept: a variation on a theme | $c: [by] L. P. Hartley.,1969,m,1951-2009,-0.46058914586374333
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,1951-2009,-0.46030054557514294
mdp.39015068802886,"Walsh, John,",Sunday at the cross bones : | a novel / | $c: John Walsh.,2007,m,1951-2009,-0.4598633247786407
mdp.39015003941658,"Glanville, Brian.",The comic / | $c: Brian Glanville.,1974,m,1951-2009,-0.45959379085378976
mdp.39015040177266,"Granelli, Roger,",Dark edge / | $c: Roger Granelli.,1997,m,1951-2009,-0.45943106827254465
mdp.39015029992768,"Tennant, Emma.",Tess / | $c: Emma Teennant.,1993,f,1951-2009,-0.459214339195931
mdp.39015078788786,"Waites, Martyn.",Speak no evil / | $c: Martyn Waites.,2009,m,1951-2009,-0.45880661466944744
uc1.b3472873,"Williams, Raymond.",The fight for Manod / | $c: by Raymond Williams.,1979,m,1951-2009,-0.45848198150492353
inu.30000116726351,"Paisley, Janet,",White rose rebel / | $c: Janet Paisley.,2007,f,1951-2009,-0.45805509454920423
inu.32000007739784,"Wilkins, Christopher.",Finger.,1972,m,1951-2009,-0.4579540997504363
inu.30000027170517,"Miss. Read,",Christmas at Fairacre / | $c: Miss Read ; illustrated by John S. Goodall.,1991,m,1951-2009,-0.45648026039892536
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,1951-2009,-0.45603028289780073
mdp.39015010530049,"MacInnes, Colin.",Mr. Love and Justice.,1960,m,1951-2009,-0.4555386408132385
mdp.39015051293119,"Sinclair, Iain.","Landor's tower, or The imaginary conversations / | $c: Iain Sinclair.",2001,m,1951-2009,-0.4552944405690381
mdp.39015030853793,"Barrett, Susan,",Private view.,1972,f,1951-2009,-0.45512092986921143
mdp.39015021870673,"Gray, Alasdair.","McGrotty and Ludmilla, or, The Harbinger report / | $c: Alasdair Gray.",1990,u,1951-2009,-0.45424665114915547
wu.89004189460,"Wilkinson, Tim",Hold on a minute.,1965,m,1951-2009,-0.45403713931173695
mdp.39015079238658,"Blandford, Richard,",Flying saucer rock & roll / | $c: Richard Blandford.,2008,m,1951-2009,-0.4533164185910161
mdp.39015064983151,"Smith, Donald,",The English spy / | $c: Donald Smith.,2007,m,1951-2009,-0.45323752312750504
mdp.39015031233144,"Duggan, Alfred Leo,",Leopards and Lilies.,1954,m,1951-2009,-0.45294258681531496
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,1951-2009,-0.45221042780760606
mdp.39015013435493,"Allen, Eric,",The latchkey children / | $c: illustrated by Charles Keeping.,1963,m,1951-2009,-0.45206641859101604
mdp.39015032316997,"Hudson, Mark.",Coming back brockens : | a year in a mining village / | $c: Mark Hudson.,1994,m,1951-2009,-0.45179867073299906
mdp.39015050697781,"Bracewell, Michael,",Perfect tense / | $c: Michael Bracewell.,2001,m,1951-2009,-0.45126513653973416
mdp.39015046485747,"Berkoff, Steven.",Graft : | tales of an actor / | $c: Steven Berkoff.,1998,m,1951-2009,-0.45096347741454523
mdp.39015019669392,"Gale, Patrick,",The cat sanctuary / | $c: Patrick Gale.,1990,m,1951-2009,-0.45029755066648797
uc1.$b120419,"Middleton, Stanley,",Two's company.,1963,m,1951-2009,-0.45029755066648774
uc1.$b251000,"Vaizey, John,",Barometer man / | $c: a novel by John Vaizey.,1966,m,1951-2009,-0.45018388847053403
inu.30000048164234,"Miss. Read,",The year at Thrush Green / | $c: Miss Read ; illustrated by John S. Goodall.,1995,m,1951-2009,-0.45016229672721675
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,1951-2009,-0.45009201771955626
uc1.b3475436,"Hughes, David,",The man who invented tomorrow / | $c: by David Hughes.,1968,m,1951-2009,-0.449734329038777
inu.30000037323825,"James, Siân.",A small country / | $c: Siân James.,1989,u,1951-2009,-0.44953263480723216
mdp.39015005899391,"Murdoch, Iris.",A word child / | $c: Iris Murdoch.,1975,f,1951-2009,-0.4493658013070653
mdp.39015074247936,"King, Danny,",School for scumbags / | $c: Danny King.,2007,m,1951-2009,-0.44922550950010703
uc1.32106007856906,"James, Siân.",Dragons & roses / | $c: Siân James.,1983,u,1951-2009,-0.4492255095001069
mdp.39015058119853,"Fleming, James,",Thomas Gage / | $c: James Fleming.,2003,m,1951-2009,-0.44910589227522674
mdp.39015016423157,"Church, Richard,",The crab-apple tree.,1959,m,1951-2009,-0.44900269310081975
mdp.39015056903779,"Jenkins, Robin,",Lady Magdalen / | $c: Robin Jenkins.,2003,f,1951-2009,-0.4484002174736976
mdp.39015003659755,"Richardson, Mary R",Laugh a defiance.,1953,f,1951-2009,-0.44817585634202023
mdp.39015041189070,"Tennant, Emma.",Alice fell / | $c: Emma Tennant.,1980,f,1951-2009,-0.44760213287673034
mdp.39015050499410,"Lessing, Doris May,",The old age of El Magnifico / | $c: Doris Lessing.,2000,f,1951-2009,-0.44760213287673034
mdp.39015046311257,"McHardy, Stuart.",The silver chanter and other piper tales / | $c: by Stuart McHardy.,2004,m,1951-2009,-0.44725284890886435
mdp.39015064739819,"Drabble, Margaret,",The sea lady : | a late romance / | $c: Margaret Drabble.,2006,f,1951-2009,-0.44702062483253585
inu.30000095304378,"Curram, Roland,",Man on the beach / | $c: Roland Curram.,2004,m,1951-2009,-0.44611918675710593
mdp.39015079259639,"Butters, Roger.","All wind and Pistol : | first volume of the memoirs of Ancient Pistol, secret agent / | $c: Roger Butters.",2008,m,1951-2009,-0.44608237603782463
mdp.39015038915255,"Amis, Kingsley.",The Green Man.,1969,m,1951-2009,-0.4460823760378244
uc1.31822033436643,"O'Connor, Patrick Fitzgerald",Shark-O! / | $c: by P. Fitzgerald O'Connor,1953,m,1951-2009,-0.44602360091145793
mdp.39015077132697,"McLeod, Suzanne.",The sweet scent of blood / | $c: by Suzanne McLeod.,2008,f,1951-2009,-0.44596009675193554
mdp.39015079340884,"Rogers, John.",Marriage secrets / | $c: John Rogers.,2008,m,1951-2009,-0.44581641859101606
inu.32000007009816,"Francis, Lucien.",Candide to-day : | a tale of our times (with apologies to Voltaire).,1951,m,1951-2009,-0.4456451857143037
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,1951-2009,-0.44543763071222814
mdp.39015049862462,"Kennaway, James,",The bells of Shoreditch / | $c: James Kennaway ; introduction by Frank Delaney.,1981,m,1951-2009,-0.44535830340777005
mdp.39015045695205,"Lock, Samuel,",Nothing but the truth / | $c: Samuel Lock.,1998,m,1951-2009,-0.44485488012947766
mdp.39015000599061,"Raven, Simon,",Friends in low places.,1965,m,1951-2009,-0.44465662477658313
mdp.39015016452875,"Bell, Josephine,",Jacobean adventure / | $c: Josephine Bell.,1969,f,1951-2009,-0.44442752970212723
uc1.32106016735224,"McNamee, Eoin,",The blue tango / | $c: Eoin McNamee,2002,u,1951-2009,-0.44288737568672565
mdp.39015012414341,"Poliakoff, Stephen,","Runners ; &, Soft targets / | $c: Stephen Poliakoff.",1984,m,1951-2009,-0.44277587805047575
inu.39000005886747,"Robertson, R. MacDonald.","Selected Highland folk tales; | gathered orally | $c: by R. MacDonald Robertson, edited by Jeremy Bruce Watt.",1961,m,1951-2009,-0.44266601208695117
mdp.39015014135506,"Morrison, Nancy Brysson.","The other traveller, | a novel.",1957,f,1951-2009,-0.44261874417241154
wu.89015218159,"Gore, Stuart,","Australians, go home!",1958,m,1951-2009,-0.4419702647448621
mdp.39015051313727,,Chartist fiction / | $c: edited by Ian Haywood.,1999,u,1951-2009,-0.44128102036092753
mdp.39015073624796,"Smalley, Peter.",The Hawk : | a sea story / | $c: Peter Smalley.,2008,m,1951-2009,-0.44112498282275403
inu.39000000606678,"Miss. Read,",Life at Thrush Green / | $c: Miss Read.,1984,m,1951-2009,-0.4410087262833238
inu.30000103141283,"Kotting, Mark.",Nappy rash / | $c: Mark Kotting.,2005,m,1951-2009,-0.4406334917617478
uc1.$b389727,"Mittelhölzer, Edgar.",The wounded and the worried.,1962,m,1951-2009,-0.43983815772145074
coo.31924003427071,"McNicol, Harry B.",The young beekeeper.,1953,m,1951-2009,-0.43919877153219256
uc1.b2838581,"Masters, Anthony,",A literary lion.,1968,m,1951-2009,-0.43879587064581066
mdp.39015011328922,,--and other stories : | a collection of contemporary short stories.,1981,u,1951-2009,-0.43857957648575285
mdp.39015005188258,"Wilson, A. N.,",The sweets of Pimlico / | $c: A. N. Wilson.,1977,m,1951-2009,-0.4383855430149791
mdp.39015082758031,"Heiney, Rose.",The days of Judy B / | $c: Rose Heiney.,2008,f,1951-2009,-0.438113466561496
mdp.39015031222238,"Cochrane, Ian,",Jesus on a stick / | $c: Ian Cochrane.,1975,m,1951-2009,-0.43786187313647046
mdp.39015041912760,"Steven, Kenneth C.,",The summer is ended / | $c: Kenneth C Steven.,1997,m,1951-2009,-0.43786187313647046
mdp.39015014138708,"Humphreys, Emyr.",A toy epic / | $c: by Emir Humphreys.,1958,m,1951-2009,-0.43702012229471976
uc1.b4948377,"Lively, Penelope,",Corruption / | $c: Penelope Lively.,1984,f,1951-2009,-0.43670624909949046
mdp.39015038896026,"Barne, Kitty,",Elizabeth Fry; | $c: illustrated by Ruth Gervis.,1953,f,1951-2009,-0.43658051354650573
uc1.32106013680225,"Haywood, Eliza Fowler,",The history of Miss Betsy Thoughtless / | $c: Eliza Haywood ; introduced by Dale Spender.,1986,f,1951-2009,-0.43637318714996803
mdp.39015056909156,"Gray, John MacLachlan.",The fiend in human / | $c: John MacLachlan Gray.,2002,m,1951-2009,-0.43623419047430506
inu.30000037367020,"Edwards, Nicky.",Stealing time / | $c: Nicky Edwards.,1990,m,1951-2009,-0.43461511988971735
mdp.39015047512127,"Jewell, Lisa.",Ralph's party / | $c: Lisa Jewell.,1999,f,1951-2009,-0.43434734642606765
mdp.39015043042426,"North, Sam.",The lie of the land / | $c: Sam North.,1998,m,1951-2009,-0.43434734642606754
mdp.39015078813428,"Gregory, Susanna,",The Westminster poisoner / | $c: Susanna Gregory.,2008,f,1951-2009,-0.43406454826682656
mdp.39015047576163,"Davies, Stevie.",Impassioned clay / | $c: Stevie Davis.,1999,m,1951-2009,-0.43395336126617534
inu.30000087224014,"Hewett, Amanda.",Wednesday's child / | $c: Amanda Hewett.,2006,f,1951-2009,-0.43331641859101616
inu.32000006225819,"Murdoch, Iris.",The bell / | $c: Iris Murdoch.,1958,f,1951-2009,-0.43331641859101616
mdp.39015030718699,"Wakefield, Tom.",The love siege / | $c: Tom Wakefield.,1979,m,1951-2009,-0.43331641859101616
mdp.39015042799695,"Adeney, Noël.",No coward soul : | a novel / | $c: by Noël Adeney.,1956,u,1951-2009,-0.43331641859101605
mdp.39015032510508,,The heart of Wales : | an anthology / | $c: edited by James A. Davies ; foreword by Glanmor Williams.,1994,u,1951-2009,-0.43248076399491603
mdp.39015082684104,"Forbes, Elena.",Our lady of pain / | $c: Elena Forbes.,2008,f,1951-2009,-0.43234554480460813
inu.30000126983992,"Forsyth, Neil.",Let them come through / | $c: Neil Forsyth.,2009,m,1951-2009,-0.43224114977381173
inu.30000094689787,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,1951-2009,-0.43199815117105383
mdp.39015077147133,"D'Ancona, Matthew,",Nothing to fear / | $c: Matthew d'Ancona.,2008,m,1951-2009,-0.4319465555773174
uc1.$b119609,"Barker, Dudley.",The ladder.,1968,m,1951-2009,-0.43149823677283417
mdp.39015034862865,"Bayley, John,",The queer captain / | $c: John Bayley,1995,m,1951-2009,-0.4312330852576827
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,1951-2009,-0.43105653158536644
uc1.32106018078433,"Lovat, Simon",Attrition / | $c: Simon Lovat,2000,m,1951-2009,-0.43099083719566733
mdp.39015030711090,"Redgrove, Peter.",The sleep of the great hypnotist : | the life and death and life after death of a modern magician / | $c: Peter Redgrove.,1979,m,1951-2009,-0.43099083719566705
mdp.39015056426698,"Hawes, James.","White powder, green light / | $c: James Hawes.",2002,m,1951-2009,-0.4309515537261511
mdp.39015063338407,"Robinson, Ray,",Electricity / | $c: Ray Robinson.,2006,m,1951-2009,-0.43084728278854695
mdp.39015054036374,"Salgādo, Gāmini,",Cony-catchers and bawdy baskets: | an anthology of Elizabethan low life; | $c: edited with an introduction and notes by Gämini Salgädo.,1972,u,1951-2009,-0.43081641859101616
mdp.39015014597416,"Wilson, Colin,",The Janus murder case / | $c: Colin Wilson.,1984,m,1951-2009,-0.43068483964364773
uc1.32106017645752,"More, Veronica",Into the rising sun / | $c: Veronica More,2005,f,1951-2009,-0.42986814272894724
mdp.39015003699496,"Gascoigne, Bamber.",The heyday.,1973,u,1951-2009,-0.42974499001958755
mdp.49015001000182,"Rhys, Jean.",Voyage in the dark.,1976,f,1951-2009,-0.42974499001958744
mdp.49015001015685,"Bagley, Michael,",The plutonium factor / | $c: Michael Bagley.,1982,m,1951-2009,-0.42951895023658565
uc1.$b245076,"Wallace, Doreen Eileen Agnew,",The interloper.,1956,f,1951-2009,-0.42939484996356503
mdp.39015049647210,"Haverty, Anne.",The far side of a kiss / | $c: Anne Haverty.,2000,f,1951-2009,-0.42896859250405955
uc1.$b242911,"Hartley, L. P. (Leslie Poles),",A perfect woman.,1955,m,1951-2009,-0.42896859250405944
uc1.32106017920841,"Hunt, Chris",The honey and the sting / | $c: Chris Hunt,1999,m,1951-2009,-0.42885781986490146
uc1.b2793279,"Young, Francis Brett,",The iron age / | $c: by Francis Brett Young.,1962,m,1951-2009,-0.42880514039552736
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,1951-2009,-0.42876006367494907
inu.30000011401092,"Johnson, B. S. (Bryan Stanley),",Travelling people / | $c: B.S. Johnson.,1963,m,1951-2009,-0.42871871744159074
mdp.39015011681288,,The Female line : | Northern Irish women writers / | $c: edited by Ruth Hooley.,1985,u,1951-2009,-0.4285545138291115
mdp.39015038901628,"Knox, Ronald Arbuthnott,","The three taps; | a detective story without a moral, | $c: by Ronald A. Knox.",1951,m,1951-2009,-0.42843836981052846
inu.32000004611473,"Gilbert, Michael Francis,",Close quarters / | $c: by Michael Gilbert.,1951,m,1951-2009,-0.42823167282830416
uc1.$b389688,"Cockburn, Claud,",Ballantyne's folly: | a novel.,1970,m,1951-2009,-0.4281693597674867
mdp.39015010344334,"Hanley, Clifford.",Dancing in the streets / | $c: Clifford Hanley.,1983,m,1951-2009,-0.42757317534777284
uc1.$b684914,"Ash, Bernard.",Silence for his worship.,1953,m,1951-2009,-0.4272416522358761
uc1.32106009834794,,The Female line : | Northern Irish women writers / | $c: edited by Ruth Hooley.,1985,u,1951-2009,-0.42633967440496956
mdp.39015000618788,"Greene, Graham,",The collected edition.,1970,m,1951-2009,-0.42629887473136685
mdp.39015066797344,"Sutton, William.",The worms of Euston Square / | $c: William Sutton.,2006,m,1951-2009,-0.42593118905009786
inu.30000110565557,"Broughton, Sarah.",Other useful numbers / | $c: Sarah Broughton.,2008,f,1951-2009,-0.42562411089870844
inu.30000110555517,"Humphrey, Andrew.",Other voices : | stories / | $c: Andrew Humphrey.,2008,m,1951-2009,-0.42562411089870844
inu.30000081680302,"Webb, Godfrey Edward Charles.","Gypsies, the secret people.",1960,m,1951-2009,-0.42562411089870833
inu.30000110604273,"Connell, Rebecca.",The art of losing / | $c: Rebecca Connell.,2009,f,1951-2009,-0.42562411089870833
uc1.$b800771,"Graeme, Sheila.",A nest of stones.,1967,f,1951-2009,-0.42562411089870833
mdp.39015041293484,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,1951-2009,-0.4256241108987082
mdp.39015082679484,"Ripley, Mike.",Angels unaware / | $c: Mike Ripley.,2008,m,1951-2009,-0.42539414654318336
mdp.39015059175623,"Rauszer, Rhona,",Consider an island = | An t-eilean sgitheanach / | $c: Rhona Rauszer ; edited by Linda Williamson.,2004,f,1951-2009,-0.42523561051020803
inu.30000038771923,"Harrison, M. John (Michael John),",Climbers / | $c: M. John Harrison.,1993,m,1951-2009,-0.4252224238129482
inu.30000107499703,,London noir : | capital crime fiction / | $c: edited by Cathi Unsworth.,2006,u,1951-2009,-0.42516532515165223
mdp.39015028467465,"Beattie, Geoffrey.",We are the people : | journeys through the heart of Protestant Ulster / | $c: Geoffrey Beattie.,1992,m,1951-2009,-0.42502626315060144
mdp.39015047730844,"Dunmore, Helen,",With your crooked heart / | $c: Helen Dunmore.,1999,f,1951-2009,-0.42432765454607235
mdp.39015050556151,"Herbert, A. P. Sir, (Alan Patrick),",The Singing Swan: | a yachtsman's yarn | $c: [by] A. P. Herbert.,1968,m,1951-2009,-0.42412421803391304
mdp.39015010715681,"Barstow, Stan,",The watchers on the shore.,1966,m,1951-2009,-0.42403806807555205
inu.30000112105303,"Derleth, August William,",The adventures of Solar Pons / | $c: August Derleth.,1975,m,1951-2009,-0.42345726366143854
mdp.39015066836878,"Rickman, Philip.",The remains of an altar / | $c: Phil Rickman.,2006,m,1951-2009,-0.42288987830665603
inu.30000110627290,"McMahon, Katharine.",The crimson rooms / | $c: Katharine McMahon.,2009,f,1951-2009,-0.42250560778020524
inu.30000027155435,"Ableman, Paul.",Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths],1991,m,1951-2009,-0.42243558957547195
mdp.39015005387413,"Lively, Penelope,",Treasure of time / | $c: Penelope Lively.,1979,f,1951-2009,-0.42239204884311715
mdp.39015050056350,"(Paul C.) Buckland, P. C.",Chorus of witches / | $c: Paul Buckland.,1959,u,1951-2009,-0.42209192879509766
uc1.$b391279,"Cooper, Edmund,",All Fools' Day.,1966,m,1951-2009,-0.42199566387403475
inu.30000110628322,"Redfern, Margaret,",Flint / | $c: by Margaret Redfern.,2009,f,1951-2009,-0.42172221569246526
mdp.39015011507756,"Graham, Winston.","The miller's dance : | a novel of Cornwall, 1812-1813 / | $c: Winston Graham.",1982,m,1951-2009,-0.42093194539323414
mdp.39015034101835,"Middleton, Stanley,",Terms of reference.,1966,m,1951-2009,-0.42081641859101593
mdp.39015077126889,"Peacock, Caro.",Death of a dancer / | $c: Caro Peacock.,2008,f,1951-2009,-0.42081641859101593
mdp.39015017706618,"Callow, Philip.",The painter's confessions / | $c: Philip Callow.,1989,m,1951-2009,-0.42054108819454006
uc1.$b242643,"Manning, Rosemary.",Man on a tower | $c: [by] Rosemary Manning.,1965,f,1951-2009,-0.41926683181415636
mdp.39015034935018,"Jenkins, Robin,",The thistle and the grail / | $c: Robin Jenkins.,1994,f,1951-2009,-0.41870967701798245
mdp.39015073623517,"Cutler, Judith.",Shadow of the past / | $c: Judith Cutler.,2008,f,1951-2009,-0.41866124617722295
mdp.39015005584647,"Brown, Christy,",A promising career / | $c: Christy Brown.,1982,u,1951-2009,-0.41850160377620116
