htid,author,title,year,authgender,female_category,urban_global_fraction
uiuo.ark:/13960/t6834f325,"Robinson, F. W.",No man's friend,1867,m,mixed,0.1568627450980391
uc2.ark:/13960/t0xp72f1v,"Hodgson, William Hope,",Men of the deep waters,1921,m,high_male,0.1568627450980391
mdp.39015013932242,"Marcus, David,",A land not theirs / | $c: David Marcus.,1986,m,mixed,0.1568265682656826
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,0.1567796610169491
inu.32000007509773,"O'Flaherty, Liam,",Famine / | $c: by Liam O'Flaherty.,1937,m,,0.156779661016949
uc1.$b557739,"Bourdens, Henri.","Cruise to a cruel shore; | $c: author's version in English, edited by Leslie Smith.",1969,u,high_male,0.156769596199525
mdp.39015063927456,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,0.1567567567567567
dul1.ark:/13960/t0ht39p7x,"Mears, A. Garland","Mercia, the astronomer royal",1895,m,,0.1567567567567566
mdp.39015002711664,"Powys, Theodore Francis,",God's eyes a-twinkle : | an anthology of the stories of T.F. Powys / | $c: with a preface by Charles Prentice.,1947,m,mixed,0.1567164179104477
mdp.39015030746484,"Cunninghame Graham, R. B.",Scottish stories,1914,m,,0.1567164179104477
hvd.hwiwh6,"Austen, Jane,",Mansfield Park,1833,f,,0.1567164179104477
mdp.39015050916611,"Innes, Hammond,",The Trojan horse.,1970,m,,0.1566951566951566
uiuo.ark:/13960/t15m6tj25,"Praed, Campbell,",Outlaw and lawmaker,1893,f,,0.1566820276497695
uc1.$b236152,"Davies, Rhys,","A finger in every pie, | $c: by Rhys Davies.",1942,m,,0.1566265060240964
mdp.39015019854291,"Taylor, Elisabeth Russell.",Tomorrow.,1991,f,high_female,0.1566265060240964
uc1.b3472632,"Brown, George Mackay.",Time in a red coat / | $c: George Mackay Brown.,1984,m,mixed,0.1566265060240964
mdp.39015061181114,"Westö, Kjell,",Lang / | $c: Kjell Westö ; translated from the Swedish by Ebba Segerberg.,2005,m,,0.1566265060240963
uiuo.ark:/13960/t06x0248f,"Croffts,",Ankerwick Castle,1800,f,mixed,0.1566265060240963
njp.32101065853317,"Reid, Mayne,",The queen of the lakes,1880,m,high_male,0.1565836298932384
mdp.39015060606376,"Griffiths, Niall,",Wreckage / | $c: Niall Griffiths.,2005,m,high_male,0.1565836298932384
inu.30000115723995,"Christensen, Lars Saabye,",The model / | $c: Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2007,m,mixed,0.1565217391304348
inu.39000000572755,"Bramah, Ernest,",[Short stories] / | $c: Ernest Bramah.,1929,m,,0.1565217391304347
mdp.39015008985957,"Austen, Jane,",Emma,1892,f,high_female,0.1564986737400531
uc2.ark:/13960/t6nz8415j,"Bindloss, Harold,",A sower of wheat,1901,m,mixed,0.1564828614008941
njp.32101066121375,"Calderon, George,",The adventures of Downy V. Green,1902,m,,0.1564625850340136
uc2.ark:/13960/t51g0x38p,"Perrin, Alice Robinson,",The Anglo-Indians,1913,f,high_female,0.1564537157757496
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,0.156441717791411
mdp.39015014538378,"Steel, Flora Annie Webster,",Tales of the Punjab told by the people,1894,f,high_male,0.1563786008230452
mdp.39015017709083,,The Oxford book of marriage / | $c: edited by Helge Rubinstein.,1990,u,,0.1563636363636363
mdp.39015014861895,"Hughes, Owain,",The beholding runner.,1966,u,high_male,0.1563517915309445
uc2.ark:/13960/t0ft8g581,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,0.1563342318059299
inu.30000094689787,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,0.1563088512241054
mdp.39015064913356,"Tennant, Emma.",Pemberley revisited / | $c: Emma Tennant.,2005,f,high_female,0.1562867215041128
uc1.b3324272,"Scotus, Johannes.",The weird of the Wentworths;,1862,m,mixed,0.15625
mdp.39015000632110,"Lawrence, D. H. (David Herbert),","The trespasser, | $c: by D. H. Lawrence.",1924,m,,0.15625
uc1.31822038204657,"Firbank, Ronald,",Odette D'Antrevernes;,1905,m,high_female,0.15625
uc2.ark:/13960/t8ff3qk5c,"Hill, Thomas,",Marmion travestied,1809,m,,0.15625
inu.30000110599523,"Shaw, Rebecca,",Love in the country / | $c: Rebecca Shaw.,2009,f,,0.15625
inu.30000050702665,"Umelo, Rosina.",Please forgive me / | $c: Rosina Umelo.,1993,f,,0.15625
uiuo.ark:/13960/t6nz8t53n,"Needell, J. H.,",Passing the love of women,1892,f,mixed,0.15625
inu.32000009191745,"Bates, H. E. (Herbert Ernest),",My Uncle Silas / | $c: stories by H.E. Bates ; drawings by Edward Ardizzone.,1947,m,high_male,0.15625
mdp.39015032520648,"Sleator, William.",The spirit house / | $c: William Sleator.,1991,m,,0.15625
uiuo.ark:/13960/t8pc3h23p,"De Jongh, Bertha.",The sisters Lawless,1874,f,high_female,0.15625
nyp.33433074936398,"Barker, Dalgairns Arundel.",The great leviathan,1920,u,,0.1562499999999999
uiuo.ark:/13960/t0pr84m1t,"Dalton, James,",The maiden's talisman,1834,m,,0.1562499999999999
uc1.b3162046,"Buca, Edward",Vorkuta,1976,u,high_male,0.1562499999999999
mdp.39015061446384,"Sullivan, Tony,",The virtues of volanasia / | $c: Tony Sullivan.,2005,m,high_male,0.1562499999999999
uiuo.ark:/13960/t0ms4059d,"Armstrong, F. C.","Our blue jackets, afloat and ashore",1866,m,mixed,0.1561461794019933
mdp.39015063562550,"Onions, Oliver.",In accordance with the evidence,1912,m,,0.1560283687943262
uc1.32106006602301,"Pym, Barbara.",Some tame gazelle / | $c: Barbara Pym.,1978,f,high_female,0.1559633027522936
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,0.1559251559251559
mdp.39015034274525,"Kesavan, Mukul.",Looking through glass / | $c: Mukul Kesavan.,1995,u,,0.1559139784946236
uiuo.ark:/13960/t9s18g576,"Cooper, Katherine,",The High Mills,1875,f,mixed,0.155893536121673
uiuo.ark:/13960/t68342t5g,"Bray,","Henry de Pomefrey, or, The eve of St. John",1842,f,,0.1558441558441558
mdp.39015056428850,"Ley, Gary.",Strange tunnels disppearing / | $c: Gary Ley.,2002,m,mixed,0.1558441558441558
mdp.39015050498230,"Leitch, Maurice,",The eggman's apprentice / | $c: Maurice Leitch.,2001,m,mixed,0.1557788944723618
mdp.39015080902532,"Lewycka, Marina,",We are all made of glue / | $c: Marina Lewycka.,2009,f,,0.1557562076749435
mdp.39015077628017,"Gregory, Susanna,",The butcher of Smithfield / | $c: Susanna Gregory.,2008,f,,0.1557377049180327
uiuo.ark:/13960/t6m04rh68,"Steinman, Emma C. C.",Our little gipsy,1881,f,,0.1555555555555556
mdp.39015016451703,"Blechman, Burt,","The Octopus papers, | $c: selected, adapted, compiled & annotated by Burt Blechman.",1966,m,mixed,0.1555555555555556
uc1.$b792527,"Bellerby, Frances,",Hath the rain a father?,1946,f,,0.1555555555555555
nyp.33433074968078,"Drury, Anna H.",Friends and fortune,1849,f,high_female,0.1555555555555555
uiuo.ark:/13960/t1pg29b6z,"Robertson,","Florence, or, The aspirant",1829,f,,0.1555555555555555
njp.32101068175049,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,0.1555555555555555
mdp.39015069157546,,The wizards' den : | spellbinding stories of magic and magicians / | $c: edited by Peter Haining.,2001,u,mixed,0.1555555555555555
uiuo.ark:/13960/t0cv4w656,"Fitzgerald, Geraldine Penrose.",The silver whistle;,1890,f,mixed,0.1555555555555555
uc2.ark:/13960/t6833w53j,"Bruce, Mary Grant,",The stone axe of Burkamukk,1922,f,mixed,0.1555555555555555
mdp.39015049980942,"Marouane, Leïla.",The abductor / | $c: Leïla Marouane ; translated by Felicity McNab.,2000,u,high_female,0.1555555555555555
uc1.b4973419,"Redgrove, Peter.",The one who set out to study fear / | $c: Peter Redgrove.,1989,m,high_female,0.1555555555555555
nnc1.1002326213,"McNulty, Edward,",Misther O'Ryan,1894,m,mixed,0.1555555555555555
uc1.$b298782,"Preedy, George,",The Rocklitz  / | $c: By George R. Preedy.,1930,m,high_male,0.155511811023622
uc1.$b301152,"Lister, Stephen.",Peace comes to Sainte Monique / | $c: by Stephen Lister.,1947,m,mixed,0.1555023923444976
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,0.1554878048780487
mdp.39015062202414,"Sheridan, Richard Brinsley,","Heavenley hell; | the experiences of an apprentice in a fourmast barque,",1935,m,high_male,0.1554621848739495
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,0.1554252199413489
uc2.ark:/13960/t8hd7r52r,"Scott, P. E. S.",The interior,1916,f,high_female,0.1554054054054054
njp.32101067645877,"Hoffman, Charles Fenno,",Wild scenes in the forest and prairie,1839,m,mixed,0.1554054054054054
nyp.33433074868989,,Hyde Nugent,1827,u,mixed,0.1554054054054053
wu.89004301826,"Crawford, Hew T. M.,",The long green tunnel | $c: [by] Hew T.M. Crawford.,1967,u,high_male,0.1553784860557769
uiuo.ark:/13960/t2x353307,"Besant,","The case of Mr. Lucraft, and other tales",1876,m,mixed,0.1553398058252427
mdp.39015061185719,"Govier, Katherine,",Three views of crystal water / | $c: Katherine Govier.,2005,f,mixed,0.1553398058252427
mdp.39015059376247,,The New British novelist;,1830,u,,0.1553398058252426
mdp.39015005879245,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,0.155328798185941
uc2.ark:/13960/t7dr2vv3s,"Binnie-Clark, Georgina,",A summer on the Canadian prairie,1910,f,,0.1553191489361702
uc1.b3149800,"Margueritte, V.",The frontiers of the heart,1913,u,mixed,0.1553090332805071
mdp.39015070756146,"Aldiss, Brian Wilson,",Harm / | $c: Brian W. Aldiss.,2007,m,,0.15527950310559
uc1.32106012050883,"Rendell, Ruth,",Blood lines : | long and short stories,1995,f,,0.1552511415525114
mdp.39015070685618,"Gregorio, Michael.",Days of atonement / | $c: Michael Gregorio.,2007,m,,0.1552238805970149
mdp.39015057575576,"Sillitoe, Alan.",New and collected stories / | $c: Alan Sillitoe.,2003,m,mixed,0.1552028218694885
mdp.39015060814913,"McCormack, Mike,",Notes from a coma / | $c: Mick McCormack,2005,m,high_male,0.1551724137931034
njp.32101068973104,"Lawrence, George A.",Barren honour,1862,m,,0.1551724137931034
mdp.39015009294888,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,mixed,0.1551724137931034
inu.30000057588091,"Royle, Nicholas,",Saxophone dreams / | $c: Nicholas Royle.,1996,m,,0.1551724137931034
mdp.39015011684399,"Carrington, Leonora,",The hearing trumpet / | $c: Leonora Carrington ; ill. by Pablo Weisz-Carrington.,1977,f,high_female,0.1551020408163265
uiuo.ark:/13960/t9t15n977,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,0.1551020408163265
mdp.39015011501692,"Banks, Lynne Reid,",Casualties : | a novel / | $c: by Lynne Reid Banks.,1986,f,,0.1550802139037433
wu.89006384820,"O'Farrell, Burke.",Cold comfort;,1871,m,,0.1550387596899224
mdp.39015024903364,"Doyle, Roddy,",The van / | $c: Roddy Doyle.,1991,m,,0.1550387596899224
mdp.39015005674984,,German narrative prose. | $c: Edited by E. J. Engel.,1965,u,,0.155
mdp.39015047757466,"Cleugh, James.",Prelude to Parnassus; | scenes from the life of Alexander Sergeyevich Pushkin (1799-1837) | $c: by James Cleugh.,1936,m,,0.1549549549549549
uc1.b3528867,"Reichart, Elisabeth.",February shadows / | $c: Elisabeth Reichart ; translated by Donna L. Hoffmeister.,1988,f,high_female,0.1549295774647887
nyp.33433074954979,"Cullen, Margaret.",Home,1802,f,high_female,0.1549295774647887
mdp.39015017665764,"Saxton, Josephine.",The power of time.,1985,f,,0.1549295774647887
mdp.39015063914645,"Ewing, Juliana Horatia Gatty,",Mary's meadow and Letters from a little garden,1886,f,mixed,0.1549295774647887
uiuo.ark:/13960/t4xh06r8n,"Prickett,",Warwick Castle,1815,f,mixed,0.1549295774647887
nyp.33433074964317,"Norris, W. E.",Thirlby hall,1883,f,,0.1549295774647887
pst.000007672385,"Hill, Margot Hamilton.",The evolution of fashion : | pattern and cut from 1066 to 1930 / | $c: [by] Margot Hamilton Hill [and] Peter A. Bucknell.,1967,f,high_male,0.1549295774647887
uiuo.ark:/13960/t0qr5ds02,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,0.1549295774647887
uc1.$b322928,"Armstrong, Martin Donisthorpe,",Selected stories.,1951,m,,0.1549295774647887
uc1.$b249257,"Birmingham, George A.",Two scamps / | $c: by George A. Birmingham.,1950,m,high_female,0.1548821548821548
uc1.$b244024,"Raddall, Thomas H.,",Tidefall.,1954,m,high_female,0.1548757170172084
mdp.39015008633334,"Braine, John.",Room at the top.,1957,m,high_female,0.1548672566371681
uiuo.ark:/13960/t7qn6qt3z,"Braddon, M. E.",Mount Royal,1882,f,,0.1548672566371681
uiuo.ark:/13960/t88g8zn9s,"Curling, Henry,",Shakespeare,1848,m,high_male,0.1548556430446194
mdp.39015059521297,"O'Donnell, Elliott,",Animal ghosts; or Animal hauntings & the hereafter,1913,m,,0.1548117154811715
uc2.ark:/13960/t0ft8sk7n,"Langdon, Samuel,","The appeal to the serpent ; or, Life in an ancient Buddhist city",1889,m,,0.1547987616099071
mdp.39015015764148,"Hoyle, Fred, Sir.",Comet Halley : | a novel in two parts.,1985,m,high_male,0.154776299879081
nyp.33433074951603,"Cuthbertson, Catherine.",Romance of the Pyrenees,1803,f,high_female,0.1547619047619048
mdp.39015005667848,"Lie, J. L. I.",The commodore's daughters,1892,u,high_female,0.1547619047619048
uc1.$b300991,"James, Norah Cordner,",Sleeveless errand : | a novel / | $c: by Norah C. James.,1929,f,,0.1547619047619048
mdp.39015030738127,"Firbank, Ronald,","Concerning the eccentricities of Cardinal Pirelli, | $c: by Ronald Firbank.",1926,m,high_female,0.1547619047619047
mdp.39015049634820,"Asimov, Isaac,",Pebble in the sky: | science fiction.,1968,m,high_male,0.1547619047619047
uc2.ark:/13960/t05x27j4d,"Watson, Henry Breneton Marriott,",The heart of Miranda,1898,m,,0.1547619047619047
mdp.39015064708152,"Haig, Matt,",The dead fathers club / | $c: Matt Haig.,2006,m,mixed,0.1547619047619047
mdp.39015047554657,"Brookner, Anita.",Undue influence / | $c: Anita Brookner.,1999,f,high_female,0.1547619047619047
uiuo.ark:/13960/t4cn7cd4c,"Armstrong, F. C.",The wild gazelle,1868,m,,0.1547169811320754
uc1.b4936736,"Saint Pierre, Isaure de,",Richard Dadd - his journals / | $c: by Isaure de Saint Pierre ; translated by Dominic di Bernardi an,1984,u,,0.1546961325966851
uc2.ark:/13960/t3zs2pc7k,"Roper, Edward.",A sportsman's memories,1921,m,high_male,0.1546961325966851
uc2.ark:/13960/t4nk3c34m,"Lever, Charles James,",Lord Kilgobbin,1872,m,mixed,0.1546894031668696
uiuo.ark:/13960/t45q58q09,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,0.1546762589928056
mdp.39015005291011,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,,0.1546563192904656
nyp.33433081593570,"Oakstone, Arthur.",A knight errant in Turkey,1908,m,,0.1546391752577319
njp.32101064710583,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,mixed,0.1546391752577319
uc2.ark:/13960/t81j9bb1b,"Marston, E.",An Amateur Angler's Days in Dove Dale,1910,u,high_male,0.1546391752577319
uiuo.ark:/13960/t59c79v7q,"Fothergill, Caroline.",An enthusiast,1887,f,high_female,0.1546391752577319
uc1.$b302140,"Oemler, Marie Conway,","The butterfly man, | a novel, | $c: by Marie Conway Oemler.",1937,f,mixed,0.1545893719806763
mdp.39015073951603,"Kelly, Richard,",Crusaders : | a novel / | $c: Richard T. Kelly.,2008,m,high_male,0.1545893719806763
uc1.b3827165,"Lawrence, D. H. (David Herbert),",The rainbow / | $c: D. H. Lawrence.,1949,m,high_female,0.1545741324921135
mdp.39015059175748,,North : | new Scottish writing : the Scotsman & Orange short story award 2004 / | $c: Edited by Jackie Kay.,2004,u,mixed,0.1545454545454545
inu.32000011184043,"Johnson, R. Brimley (Reginald Brimley),","Rogues and vagabonds from Swift, Bunyan, Defoe, Francis Godwin, Henry Neville, and Aphra Behn; | $c: selected, with an introduction, by R. Brimley Johnson.",1928,m,high_male,0.1545454545454545
nyp.33433069350993,"Wadham, Percy.",Pranks in Provence;,1907,m,mixed,0.1545454545454544
mdp.39015063992336,"Cuthbertson,",Romance of the Pyrenees,1822,u,high_female,0.1545064377682403
inu.30000110623109,"Ross, Caroline,",The war before mine / | $c: by Caroline Ross.,2008,f,,0.1544715447154472
njp.32101063578338,"Tytler, M. Fraser.","The wonder-seeker, or, The history of Charles Douglas",1847,m,high_male,0.1544715447154471
uc1.b3477285,"Aldiss, Brian Wilson,",The Penguin science fiction omnibus : | an anthology / | $c: edited by Brian Aldiss.,1973,m,high_male,0.1544256120527307
uc2.ark:/13960/t4jm28d7w,"Maginn, William,",Whitehall;,1827,m,,0.1544117647058823
mdp.39015049687877,"Freeling, Nicolas,",Some day tomorrow / | $c: Nicolas Freeling.,2000,m,mixed,0.1543778801843318
njp.32101067178580,"Trollope, Frances Milton,",Tremordyn cliff,1835,f,high_female,0.1543624161073825
nyp.33433074943709,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,0.1543624161073825
mdp.39015058132799,"Karnezis, Panos,",The maze / | $c: Panos Karnezis.,2004,u,,0.1543624161073825
inu.39000005859397,"Hulpach, Vladimír. ","Heroes of folk tale and legend, | $c: by Vladimír Hulpach, Emanuel Frynta [and] Václav Cibula. Illustrated by Miloslav Troup. Translated by George Theiner. ",1970,u,,0.154320987654321
nyp.33433074850706,"Harrison, J. E.",The Kara Yerta tragedy,1889,f,,0.1543209876543209
mdp.39015016437686,"Mackenzie, Kenneth,",The refuge; | $c: a confession by Seaforth Mackenzie [pseud.],1954,m,high_female,0.1543026706231454
uc1.b3475531,"Hocking, Mary.",A time of war: | a novel.,1968,f,mixed,0.1542857142857143
mdp.39015000626195,"Kops, Bernard,",The dissent of Dominick Shapiro.,1966,m,mixed,0.1542857142857142
uc2.ark:/13960/t42r3qj9f,"Strang, Herbert.",Duty and danger in India / Herbert Strang,1911,m,high_male,0.154275092936803
uiuo.ark:/13960/t95722h9w,"Tabor, Eliza.",Hester's sacrifice,1866,f,high_female,0.154228855721393
uc1.b3290867,"(Goodwin, William)",Cloudesley,1830,m,high_male,0.154228855721393
mdp.39015027657256,"(Alfred Edward), Chamot, A. E.",Selected Russian short stories / | $c: chosen and translated by A.E.Chamot.,1928,u,,0.154228855721393
uc1.$b318455,"Matveev, Michel, | Les traqués.",Bitter Draught / | $c: Michel Matveev ; translated by Desmond Flower.,1935,m,high_male,0.154228855721393
mdp.39015029096156,"Farah, Nuruddin,",Gifts / | $c: Nuruddin Farah.,1993,m,high_female,0.154228855721393
nyp.33433082345095,"Kuppord, Skelton,",The uncharted island,1899,m,high_male,0.1541850220264317
mdp.39015002193913,"Cervantes Saavedra, Miguel de,",Stories,1909,m,high_female,0.1541850220264317
mdp.39015001090334,,Stories from the Raj : | from Kipling to Independence / | $c: selected and introduced by Saros Cowasjee ; with a preface by Paul Theroux.,1982,u,,0.1541755888650963
umn.31951p00009051h,"Vassanji, M. G.",The gunny sack / | $c: M.G. Vassanji.,1989,u,,0.1541609822646657
uc2.ark:/13960/t49p2z95c,"Niven, Frederick,",The island Providence,1910,m,,0.1541501976284585
uc2.ark:/13960/t9g44mp6t,"Wieland, Christoph Martin,",The adventures of Don Sylvio de Rosalva,1904,m,mixed,0.1541501976284584
uc2.ark:/13960/t9t14vp4t,"Miles, Hamish,",The Oxford circus;,1922,u,,0.1541218637992831
mdp.39015080843686,"Haylett, Jon.",Black mongoose / | $c: by Jon Haylett.,2009,m,,0.1541095890410959
uc1.32106015577411,"Buchan, James",A good place to die / | $c: James Buchan,1999,m,,0.1540785498489426
mdp.39015053137033,"Grant, Henry",Mariquita,1863,m,,0.1540616246498599
uc1.b2848202,"Lyall, Gavin.",Midnight plus one / | $c: by Gavin Lyall.,1965,m,high_male,0.154040404040404
uc1.b3149801,"Margueritte, Paul,",The disaster,1898,m,high_male,0.153922542204568
mdp.39015008788187,"Parker, K. Langloh",Australian legendary tales;,1896,u,high_male,0.1538461538461539
inu.30000054051390,"Mhlope, A.",A picture of innocence / | $c: A. Mhlope.,1996,u,high_male,0.1538461538461538
mdp.39015038168210,,Soviet short stories 1942-1943 / | $c: [edited by Ivor Montagu and Herbert Marshall],1943,u,high_female,0.1538461538461538
uc1.$b300202,"Estridge, Robin.",Return of a hero : | a novel.,1950,u,,0.1538461538461538
mdp.39015016441175,"Hanley, James,",Say nothing / | $c: James Hanley.,1962,m,high_female,0.1538461538461538
uc1.32106007606244,,The Penguin world omnibus of science fiction : | an anthology / | $c: edited by Brian Aldiss and Sam J. Lundwall.,1986,u,high_male,0.1538461538461538
uiuo.ark:/13960/t6h13kc8d,,"Millicent, or, The trials of life",1855,u,high_female,0.1538461538461538
mdp.39015061103803,"Shacklady, Helen,",Stoppage time / | $c: Helen Shacklady.,2003,f,high_female,0.1538461538461538
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,0.1538461538461538
uiuo.ark:/13960/t1cj8qs01,"Beale, Anne.","Simplicity and fascination, or, Guardians and wards",1855,f,,0.1538461538461538
uc1.$b792347,"Rubens, Bernice.",The elected member.,1969,f,,0.1538461538461538
uiuo.ark:/13960/t11n8gv99,"Grey,",An old country house,1850,f,high_female,0.1538461538461538
mdp.39015037766113,"Guibert, Hervé.",Blindsight / | $c: Hervé Guibert ; translated by James Kirkup.,1995,u,high_female,0.1538461538461538
uc1.$b312720,"Upward, Edward.",Journey to the border | $c: [by] Edward Upward.,1938,m,,0.1538461538461538
uc1.$b739103,"Bianchi, Oliviero Honoré,","Devil's night, | $c: translated by Isabel Quigly.",1961,u,high_female,0.1538461538461538
uiuo.ark:/13960/t59c7jm5h,"Putney, Charlotte.",The brazen mask,1826,f,,0.1538461538461538
uiuo.ark:/13960/t1pg22x56,,The Hallow isle tragedy,1860,u,,0.1538461538461538
mdp.39015012276666,"Wilson, A. N.,",Stray / | $c: A.N. Wilson.,1987,m,high_female,0.1538461538461538
njp.32101066122266,"Birmingham, George A.,",The bad times,1908,m,high_male,0.1538461538461538
uiuo.ark:/13960/t6zw22w29,"Russell, William Clark,","Alone on a wide, wide sea",1892,m,high_female,0.1538461538461538
uiuo.ark:/13960/t8bg3345h,"Halsted, Leonora B.",Bethesda,1884,f,high_female,0.1538461538461538
uc2.ark:/13960/t7br8ss1r,"Gissing, George,",Sleeping fires,1895,m,mixed,0.1538461538461538
mdp.39015001028227,"Kennaway, James,",Tunes of glory / | $c: James Kennaway ; introduction by Godfrey Smith.,1980,m,high_male,0.1538461538461538
mdp.39015000609746,"Spark, Muriel.",Voices at play; | [short stories and radio plays],1961,f,,0.1538461538461538
mdp.39015000609357,"Soyinka, Wole.",Seasons of anomy.,1973,u,high_male,0.1538461538461538
dul1.ark:/13960/t6834jn51,E. W.,The island of anarchy,1887,f,high_male,0.1538461538461538
njp.32101068166188,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,0.1538461538461538
inu.39000005764647,"Ker, Annie.",Papuan fairy tales,1910,f,high_male,0.1538461538461538
njp.32101072858242,,Weird tales,1888,u,,0.1538461538461538
njp.32101075688968,"Defoe, Daniel,",Romances and narratives,1899,m,,0.1538461538461538
nyp.33433074857438,"Galt, John,",Stories of the study,1833,m,mixed,0.1538461538461538
inu.39000001419527,,The Cat : | in Russian literature and folklore / | $c: [compiled and translated by] E.E. Ralphs.,1984,u,,0.1538461538461538
nyp.33433075760854,,"The extraordinary confession, life, and singular adventures of Wolfe",1804,f,,0.1538461538461538
nyp.33433074892609,"Mason, E. M.",Panacea,1897,f,high_female,0.1538461538461538
nyp.33433075723571,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,high_female,0.1538461538461538
uc1.b3548451,"Barrie, J. M. (James Matthew),","J.M. Barrie's Peter Pan & Wendy, | $c: retold by May Byron for little people ; with the approval of the author ; pictures by Mabel Lucie Attwell.",1925,m,mixed,0.1538461538461538
mdp.39015002711383,"Powys, Theodore Francis,","The white paternoster, and other stories.",1930,m,,0.1538461538461538
njp.32101066597434,"Baring-Gould, S.",Arminell,1890,m,,0.1538461538461538
uiuo.ark:/13960/t4kk9x89j,"Robinson, F. W.",The woman in the dark,1895,m,high_female,0.1538461538461538
uiuo.ark:/13960/t0bv7tf98,,The Curate of Sadbrooke,1865,u,mixed,0.1538461538461538
mdp.39015010729542,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,mixed,0.1538461538461538
mdp.39015074239040,"Tsutsui, Yasutaka,",Hell / | $c: Yasutaka Tsutsui ; trans. by Evan Emswiler.,2007,u,high_male,0.1538461538461538
uiuo.ark:/13960/t0dv1w173,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,0.1538461538461538
mdp.39015067683493,"Seiffert, Rachel.",Afterwards / | $c: Rachel Seiffert.,2007,f,,0.1538461538461538
uiuo.ark:/13960/t4pk0rn7z,"Fenn, George Manville,",The star-gazers,1894,m,high_female,0.1538461538461538
mdp.39015077678442,,"The English dancing master or, Plaine and easie rules for the dancing of country dances : | with the tune to each dance / | $c: [compiled by] John Playford ; edited by Hugh Mellor and Leslie Bridgewater.",1984,u,high_male,0.1538461538461538
hvd.hn2ghd,"Sanders, Charlotte.",Holidays at home,1803,f,high_female,0.1538461538461538
uiuo.ark:/13960/t7gq79p0n,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,0.1538461538461538
uc2.ark:/13960/t9t14wd92,"Hemyng, Bracebridge,","Eton school days, or, Recollections of an Etonian",1870,u,high_male,0.1538461538461538
mdp.39015067683469,"Harding, Georgina,",The solitude of Thomas Cave / | $c: Georgina Harding.,2007,f,high_male,0.1538461538461538
uc1.$b119986,"Serumaga, Robert,",Return to the shadows.,1969,m,high_male,0.1538461538461538
njp.32101063579062,,The lairds of Fife,1828,u,high_female,0.1538461538461538
mdp.39015003916395,"Klíma, Ivan.",A ship named Hope: | two novels; | $c: translated from the Czech by Edith Pargeter.,1970,m,mixed,0.1538461538461538
uc1.32106019365714,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,0.1538461538461538
uiuo.ark:/13960/t0ns19n7m,"Moore, George,",Grasville Abbey,1801,m,mixed,0.1538461538461538
uiuo.ark:/13960/t78s57g82,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,0.1538461538461538
uc1.b4974491,"Edmonds, Gill.",The silkie / | $c: Gill Edmonds.,1986,m,high_male,0.1538461538461537
mdp.39015066607188,"Preti, Luigi,","Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",1968,m,,0.1536863966770508
uc2.ark:/13960/t6k07cc4s,"Straparola, Giovanni Francesco,",The Nights of Straparola,1894,m,,0.1536050156739812
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,0.15359477124183
uc1.b3575717,"Defoe, Daniel,","The history and remarkable life of the truly honourable Colonel Jack, | $c: by Daniel Defoe. Printed from the first edition.",1923,m,high_male,0.1535836177474402
