htid,author,title,year,authgender,female_category,urban_metric_global_frac
uc1.l0076777192,"Oliphant,",The three brothers,1870,f,high_female,-0.6297758546751819
mdp.39015056287512,"Egerton, Frank.",The lock / | $c: Frank Egerton.,2003,m,high_female,-0.6298875219393714
njp.32101033250315,"Kay-Shuttleworth, James,",Scarsdale,1860,m,,-0.6299007570577325
mdp.39015037769836,"Head, Bessie,","The cardinals, with meditations and short stories / | $c: Bessie Head ; edited by M.J. Daymond.",1995,f,,-0.6300680274634554
mdp.39015064002861,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,-0.6300880093200009
inu.30000126981137,"Page, Jeremy,",The wake / | $c: Jeremy Page.,2009,m,high_female,-0.6301235413067962
inu.30000004081273,"Parker, Gilbert,",The translation of a savage / | $c: by Gilbert Parker.,1926,m,high_female,-0.630131263827257
mdp.39015034410863,"Weldon, Fay.",Affliction / | $c: Fay Weldon.,1993,f,,-0.6301330140243145
uiuo.ark:/13960/t3jw8wj9v,"Manning, Anne,",Belforest,1865,f,high_female,-0.6302591925676501
uc1.$b244303,"Young, Francis Brett,","Cold Harbour, | $c: by Francis Brett Young.",1924,m,mixed,-0.6303429974121487
nyp.33433081852695,"James, Henry,",The madonna of the future,1879,m,mixed,-0.6304354561015038
inu.30000116726351,"Paisley, Janet,",White rose rebel / | $c: Janet Paisley.,2007,f,high_female,-0.6305689353551264
uc2.ark:/13960/t8pc2vw6n,"Stevenson, John,",A boy in the country,1912,m,,-0.630801882359263
uiuo.ark:/13960/t5gb2c896,"Boyle, Frederick,",The treasure of Thorburns,1887,m,mixed,-0.6309448948121859
uc2.ark:/13960/t5p84h87t,"Shanks, Edward.",The old indispensables;,1919,m,high_male,-0.6310162987468217
uiuo.ark:/13960/t4bp0s04b,"Collins, Wilkie,",After dark,1856,m,,-0.6311300576405918
uiuo.ark:/13960/t4dn4pr0t,"Meeke, Mary,",Langhton Priory,1809,f,mixed,-0.6313173275682229
mdp.39015027234346,"Greene, Graham,",The collected edition.,1970,m,high_male,-0.631325378986785
uiuo.ark:/13960/t3ws9c932,"Burney, Fanny,",The wanderer,1814,f,high_female,-0.6314090773301408
mdp.39015050976862,"Overton, Robert.",Palm court / | $c: Robert Overton ; ill. by John Lawrence.,1979,m,,-0.6315226355949364
inu.30000127302705,"Satish Kumar,",Earth pilgrim / | $c: Satish Kumar ; in conversation with Echan Deravy and Maya Kumar Mitchell.,2009,u,,-0.6316092423934596
mdp.39015030714896,"Sutcliffe, Halliwell,",Mistress Barbara Cunliffe / | $c: by Halliwell Sutcliffe.,1924,m,mixed,-0.6316393297815924
uc2.ark:/13960/t6f18v80s,"Maitland, Julia Charlotte,","Historical acting charades, or, Amusements for winter evenings",1858,f,mixed,-0.6317836992405866
uc1.$b744957,"Thomas, Cecil.","They also served : | the experiences of a private soldier as prisoner of war in German camp and coal mine, 1916-18 / | $c: by Cecil Thomas.",1939,u,high_male,-0.6319010122478529
mdp.39015065402359,"Landsborough, Gordon.",Tobruk Commando.,1956,m,high_male,-0.6319271056437091
njp.32101067640738,"Moore, Alicia Radford.",The sisters,1821,f,high_female,-0.632040191151162
uc1.l0063384960,"Wren, Percival Christopher,","Father Gregory; or, Lures and failures",1913,m,,-0.6321070560295897
mdp.39015063891371,"Kingsley, Henry,",Number seventeen,1875,m,,-0.6321223092504376
uc1.32106011828453,"Tuma, Hama.",The case of the socialist witchdoctor and other stories / | $c: Hama Tuma.,1993,u,high_male,-0.6321723220993194
uc1.$b783866,"Hanley, James,","Hollow sea, | a novel | $c: [by] James Hanley.",1938,m,high_male,-0.632212151352426
mdp.39015010409038,"Padfield, Peter.",The Titanic and the Californian.,1965,m,high_male,-0.6322296390171204
uc2.ark:/13960/t37082c7z,"Gray, Louisa M.",Ada and Gerty; or Hand in Hand heavenward,1885,f,high_female,-0.632233167251913
uiuo.ark:/13960/t2891g872,"Baxter, Francis Willoughby,","Percy Lockhart, or, The hidden will",1872,m,high_male,-0.6322481211225408
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,-0.6322865693181634
nyp.33433075757140,"Vachell, Horace Annesley.",The waters of Jordan,1908,m,mixed,-0.6323162296343988
uc2.ark:/13960/t7br8ss1r,"Gissing, George,",Sleeping fires,1895,m,mixed,-0.632613196471556
uiuo.ark:/13960/t48p6nh04,,St. Clyde,1816,u,mixed,-0.6326570497103043
uc1.b3834725,"Eldershaw, M. Barnard.","Green memory, | $c: by M. Barnard Eldershaw ...",1931,u,high_female,-0.6328021019652752
mdp.39015034207178,"Leitch, Maurice,",Gilchrist : | a novel / | $c: Maurice Leitch.,1994,m,high_male,-0.6328078664328657
mdp.39015011507582,"Graham, Winston.","The loving cup : | a novel of Cornwall, 1813-1815 / | $c: Winston Graham.",1984,m,,-0.6328178296275272
uiuo.ark:/13960/t7sn0vn7n,,Yarndale,1872,u,,-0.6328986697030466
uiuo.ark:/13960/t0ns18d6k,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,-0.6329582974449396
uiuo.ark:/13960/t77s7zp4z,,"Bellegarde, the adopted Indian boy",1832,u,,-0.6329840338902192
uc2.ark:/13960/t8pc2wd6s,"Wylie, I. A. R.",Tristram sahib,1916,f,,-0.6331937175584362
mdp.39015064001681,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,-0.6332380256197818
uiuo.ark:/13960/t8bg3345h,"Halsted, Leonora B.",Bethesda,1884,f,high_female,-0.6333600281589749
mdp.39015019958241,Baitāl-Pachīsī.,Vikram and the vampire;,1893,u,,-0.6333910804742322
mdp.39015033437545,"Sutherland, Elizabeth.",Hannah hereafter / | $c: Elizabeth Sutherland.,1976,f,high_female,-0.6340710796791867
uc2.ark:/13960/t22b8xs3c,"Ouida,",Held in bondage,1863,f,mixed,-0.6341087943465082
mdp.39015059422025,"Jeffries, Richard,",Greene Ferne farm,1880,m,,-0.6341627636779577
mdp.39015063935012,"Mansfield, Estrith.",The flaming flower.,1927,f,high_female,-0.6343757814102033
njp.32101067630903,,Forman,1819,u,,-0.634591019907121
uc2.ark:/13960/t06w9cb40,"Newbolt, Henry John,",Taken from the enemy,1892,m,,-0.6346166369077954
uiuo.ark:/13960/t5j96j43c,"Fraser, Alexander,",Not while she lives,1870,f,,-0.6347218686641346
njp.32101064749458,"Veer, Willem de,",An emperor in the dock,1915,u,high_male,-0.6347522020755131
uc1.32106002209507,"Grimmelshausen, Hans Jakob Christoph von,",The adventurous Simplicissimus,1912,m,high_male,-0.6347806618981184
mdp.39015055894680,"Byatt, A. S. (Antonia Susan),",A whistling woman / | $c: A. S. Byatt.,2002,f,mixed,-0.6349679256338563
uiuo.ark:/13960/t9b576s8d,"Skene, Felicia,",The tutor's ward,1851,f,high_female,-0.6350423901147193
njp.32101068176617,"Doudney, Sarah,",A woman's glory,1883,f,high_female,-0.6351427763494866
njp.32101067631299,"Brown, Thomas,",Bath,1818,m,,-0.6353199741289617
nyp.33433074943675,"Austen, Jane,",The novels of Jane Austen,1892,f,,-0.6353623675080902
uiuo.ark:/13960/t2v41692b,"Eliot, George,",Middlemarch;,1899,f,mixed,-0.6354119950193549
inu.39000004256447,"Gilroy, Beryl.",Frangipani House / | $c: Beryl Gilroy.,1986,u,high_female,-0.6354242746247245
uc1.b3327388,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,-0.635583770638501
uc2.ark:/13960/t7wm15p2c,"Jones, C. A.",Little Sir Nicholas,1892,m,mixed,-0.6355954538794091
hvd.hwjssc,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,,-0.6356026674894613
uc1.b2832089,"Fowkes, Aubrey.",New face at Repton Hall : | from the private papers of Francis Gresley / | $c: by Aubrey Fowkes.,1965,m,high_male,-0.635933889095708
uc2.ark:/13960/t7np1zf1s,"Crichton, Madeline.",Like a sister,1893,f,high_female,-0.6359368726987809
njp.32101068178902,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,-0.6360300860374659
njp.32101065203703,"Piddington, Rose.",The last of the Cavaliers,1859,f,,-0.6361049148830642
mdp.39015034733363,,"The inconstancy of Madam Chuang and other stories from the Chinese,",1924,u,high_male,-0.6361283261948549
mdp.39015030718699,"Wakefield, Tom.",The love siege / | $c: Tom Wakefield.,1979,m,high_female,-0.6363640647012774
nyp.33433075723399,"Watson,","Rosamund, countess of Clarenstein",1812,f,,-0.6364708898883419
mdp.39015002755885,"Larg, David Class.",John Ruskin.,1932,m,,-0.6365419434693323
mdp.39015069360132,"Aldridge, Kitty,",Cryers Hill / | $c: Kitty Aldridge.,2007,f,,-0.6366766444055906
njp.32101068583473,"Lang, Andrew,",A batch of golfing papers,1892,m,high_male,-0.6366848763024472
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,-0.636759208001517
mdp.39015067702079,"Griffiths, Niall,",Runt / | $c: Niall Griffiths.,2007,m,,-0.6368338058721823
uc2.ark:/13960/t48p60h65,"Maurois, André,",General Bramble,1921,m,high_male,-0.6369293201319577
inu.39000002352529,"Neale, W. Johnson",The pride of the mess,1855,m,high_male,-0.6372094191162324
uiuo.ark:/13960/t6rx9k80m,"Chetwynd, Henry Wayland,",A brilliant woman,1892,f,high_female,-0.6372815701760812
njp.32101042737872,"Oliphant,",Sir Tom,1893,f,high_female,-0.6374682837695143
mdp.39015030709318,"Moorman, Frederic William,",Tales of the Ridings,1920,m,mixed,-0.637553808525184
nyp.33433034410393,"Linskill, Mary,",Between the heather and the northern sea,1890,f,,-0.6375678839839991
uc1.32106010984638,"Calvino, Italo.",Our ancestors : | three novels / | $c: Italo Calvino ; translated from the Italian by Archibald Colquhoun with a new introduction by the author.,1980,m,high_female,-0.6375981263004646
mdp.39015059978331,"Nicoll, Ruaridh,",Wide eyed / | $c: Ruaridh Nicoll.,2003,u,high_female,-0.6376520267802979
uc1.32106013465049,"Fox, Catherine,",The benefits of passion / | $c: Catherine Fox,1997,f,high_female,-0.6376636196340418
uiuo.ark:/13960/t25b0fr50,"Cunningham, H. S.",Chronicles of Dustypore;,1875,m,high_female,-0.6379346126009744
mdp.39015063812914,"Peacock, William,","English prose,",1921,m,high_male,-0.6379364729506353
mdp.39015008828371,"Amis, Kingsley.",Collected short stories / | $c: Kingsley Amis.,1980,m,mixed,-0.6379385128397597
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,-0.6382980686069464
uiuo.ark:/13960/t81j9x38m,"King, Richard Ashe,",A Geraldine,1893,m,mixed,-0.6383132740318935
nyp.33433081859427,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,high_female,-0.6383188755327825
uiuo.ark:/13960/t1sf3dv00,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,-0.6384667581159575
mdp.39015063550092,"Gooch, Richard Heathoote,",An old man-of-war's-man's yarn,1870,m,high_male,-0.6386261568980092
uc1.b3476955,"Baldwin, Michael,",Underneath and other situations.,1968,m,high_male,-0.6387570278932289
mdp.49015002539972,"Kneale, Matthew,",English passengers / | $c: Matthew Kneale.,2000,m,high_male,-0.6387686531773756
wu.89004700464,"Hookham, Albert E.",Amid the strife,1912,m,,-0.6389607392433272
uc1.b3325189,"French, Gerald,",John Jorrocks and other characters from the works of Robert Surtees.  Illustrated by the Rt. Hon. the Earl of Ypres.,1947,m,high_male,-0.638983158381988
uiuo.ark:/13960/t2891xh63,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,-0.6389987043156408
uiuo.ark:/13960/t6xw52b9b,"Oliphant,",The last of the Mortimers,1862,f,high_female,-0.6391096954037286
uiuo.ark:/13960/t3cz3sz2v,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,mixed,-0.6391555225260073
uiuo.ark:/13960/t7gq7jz42,"Tayleure, Floyd.",Professions,1852,m,high_female,-0.6391988985590086
mdp.39015060845842,"Cameron, Allan,",The golden menagerie / | $c: Allan Cameron.,2004,m,mixed,-0.639215214663533
uc1.b3728085,"Butler, William,",Cire perdue.,1965,m,,-0.6392640325839485
uiuo.ark:/13960/t56d6484m,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,-0.6393693407827088
mdp.39015000543929,"Peake, Mervyn Laurence,",Titus alone.,1959,m,high_male,-0.6394027566945679
uc1.b3123625,"Old Sailor,",Land and sea tales,1836,m,,-0.6394092930806392
mdp.39015012956739,"Kuhn, Isobel.",Stones of fire.,1965,f,high_female,-0.6396383317636232
inu.32000003292143,"Grant, James,",The Cameronians,1881,m,mixed,-0.6397819060555194
mdp.39015054153674,"Humphreys, Emyr.",Ghosts and strangers / | $c: Emyr Humphreys.,2001,m,,-0.639916113697846
uc2.ark:/13960/t5fb5090k,"Kaye-Smith, Sheila,",Green apple harvest,1920,f,,-0.639934247116858
mdp.39015041058465,"(Arthur Charles), Clarke, Arthur C.",3001: | the final odyssey / | $c: Arthur C. Clarke.,1997,m,high_male,-0.639963678991119
mdp.39015014445582,"Ferlet, René,",Aconcagua: | south face. | $c: Translated from the French by E. Noel Bowman.,1956,u,high_male,-0.6401163146438826
uiuo.ark:/13960/t0ns19k48,"Milton, Henry.",Rivalry,1840,m,,-0.6401215146729389
uiuo.ark:/13960/t9s18k343,"Payn, James,",For cash only,1882,m,mixed,-0.6401679819800564
nyp.33433074863972,"Sulieman, Idrees.",The professor's wife,1881,m,mixed,-0.6402645903573112
uc2.ark:/13960/t7fq9w41f,"Bennett, Arnold,",The city of pleasure,1907,m,high_female,-0.6402726987197577
uc1.31822027864008,"Pape, William H",The littlest amoeba / | $c: by William H. Pape,1998,m,,-0.6403337442436033
hvd.hwkd6r,"Hofland,","Ellen, the teacher",1836,f,high_female,-0.6403770507520131
nyp.33433075765119,"A. L. O. E.,",The triumph over Midian,1866,f,,-0.6405951814392559
nyp.33433075771620,"Prest, Thomas Peckett.",Ernnestine de Lacy;,1842,m,,-0.6405975087401972
mdp.39015070685469,"Rendell, Ruth,",Not in the flesh / | $c: Ruth Rendell.,2007,f,,-0.6406122861816781
mdp.39015004721869,"De Morgan, Mary A","The necklace of Princess Fiorimonde and other stories; | being the complete fairy tales. | $c: With original illus. by William De Morgan, Walter Crane [and] Olive Cockerell. Introduced by Roger Lancelyn Green.",1963,f,,-0.6406646083292495
uiuo.ark:/13960/t5gb2r292,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,-0.6406926649012467
mdp.39015039284107,"Brontë, Charlotte,",Jane Eyre,1890,f,,-0.640791385815813
uiuo.ark:/13960/t3dz0vk4w,"Reade, Charles,",Put yourself in his place,1870,m,,-0.6408340103287136
uiuo.ark:/13960/t5x642309,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,-0.6409417129886406
uiuo.ark:/13960/t2r49wr31,"Baring-Gould, S.",Red spider,1887,m,,-0.6409538045548713
mdp.39015011230482,"Kirst, Hans Hellmut,",What became of Gunner Asch. | $c: Translated from the German by J. Maxwell Brownjohn.,1964,m,high_male,-0.6410836272297593
uc2.ark:/13960/t4gm86c0w,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,-0.6411760180176511
dul1.ark:/13960/t13n2ww35,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,-0.6412991225442433
mdp.39015073316914,"Carlyle, Thomas,",[Works],1885,m,high_female,-0.6413563772357163
mdp.39015059246846,"Richler, Emma,",Feed my dear dogs / | $c: Emma Richler.,2005,f,,-0.6414016129243657
uc1.b3339478,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,-0.6414566160196561
mdp.39015063240736,"Dunmore, Helen,",House of orphans / | $c: Helen Dunmore.,2006,f,,-0.6414891658922243
mdp.39015063617073,"Edgeworth, Maria,",Patronage,1814,f,,-0.641510318597367
njp.32101064912007,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,-0.6415491263215185
uiuo.ark:/13960/t7hq4kh4t,"Ormsby, Anne.",The soldier's family,1807,f,,-0.6421865902809563
uc1.l0059169466,"Levine, Stephen,",Who dies? : | an investigation of conscious living and conscious dying / | $c: Stephen Levine.,1988,m,,-0.6422361209805342
uiuo.ark:/13960/t9t15n977,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,-0.6424092794538596
uiuo.ark:/13960/t1pg2cj2j,"Edgeworth, Maria,",Popular tales,1804,f,mixed,-0.6425179748189764
nyp.33433074930334,"Egerton, George,",Keynotes,1893,m,high_female,-0.6426223223394101
uiuo.ark:/13960/t83j43v3v,"Tabor, Eliza.",A man's mistake,1881,f,high_female,-0.6426452553930552
uc2.ark:/13960/t1mg7s22h,"McCulloch, William,",Bengali household tales,1912,m,,-0.642734867145379
mdp.39015061470574,"Stewart, J. I. M. (John Innes Mackintosh),",Andrew and Tobias / | $c: J.I.M. Stewart.,1980,m,mixed,-0.6427363747593717
uiuo.ark:/13960/t50g42968,"Grant, James,",The romance of war,1846,m,high_male,-0.6427551177385806
uc1.b3810794,"Boyd, Martin,",Outbreak of Love.,1957,m,high_female,-0.6427940290299073
uiuo.ark:/13960/t4bp0bm60,"Baring-Gould, S.",In the roar of the sea;,1892,m,,-0.6428346775023087
mdp.39015001570319,"Aidoo, Ama Ata,",No sweetness here / | $c: Ama Ata Aidoo.,1970,f,,-0.6430244182945484
njp.32101064790452,"Scargill, William Pitt,",Rank and talent,1829,m,,-0.6430983203004603
mdp.39015065524731,"Kemp-Welch, Alice.","Of the tumbler of Our Lady & other miracles, now translated from the Middle French: | $c: introduction and notes by Alice Kemp-Welch.",1960,f,,-0.6431033564103787
njp.32101065704411,"Reade, John Edmund,",The light of other days,1858,m,high_female,-0.6431306422643153
nyp.33433075752216,"Steele, Anna C.",Gardenhurst,1867,u,,-0.6432195575698643
uiuo.ark:/13960/t13n2ss1m,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,-0.6433033313900156
njp.32101065768523,"Southey, Caroline Bowles,",Chapters on churchyards,1829,f,mixed,-0.6433553446737079
inu.32000007577812,"Wilson, Angus,",Anglo-Saxon attitudes : | a novel / | $c: by Angus Wilson.,1956,m,mixed,-0.6437441273164035
uc2.ark:/13960/t1kh0n66z,"Yonge, Charlotte M.",My young Alcides,1875,f,,-0.6437646915379374
uc1.$b323480,"Bullett, Gerald William,",The alderman's son.,1954,m,,-0.643835341005192
uc1.b3322403,"Hocking, Silas K.",Tregeagle's head,1890,m,,-0.6440430090833964
uiuo.ark:/13960/t6c25g95p,"James, G. P. R.",Arabella Stuart,1844,m,,-0.6443328343740538
mdp.39015035025512,"Gilchrist, Donald,",Castle Commando.,1960,m,high_male,-0.6443766374625126
nyp.33433074868302,"Hocking, Joseph,","And shall Trelawney die? ; and, The mist on the moors",1897,m,,-0.6443845831022583
uc1.32106014700378,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,-0.6444102420116844
uc1.b4027104,"Caṭṭopādhyāya, Śaratcandra,","Srikanta, | $c: by Saratchandra Chatterji. Translated by K. C. Sen and Theodosia Thompson. With an introduction by E. J. Thompson.",1922,u,high_male,-0.6444701965392841
mdp.39015014138062,"Jenkins, Will,",A Murray Leinster omnibus.,1968,m,,-0.6445664709765168
mdp.39015064415188,"Banim, John,",The croppy;,1828,m,,-0.6446754599101455
nyp.33433075756639,"Trueba y Cosío, Joaquín Telesforo de,",The romance of history,1872,m,,-0.6446838826575388
uc2.ark:/13960/t5fb5910q,"Dawson, Alec John,",Mere sentiment,1897,m,mixed,-0.6447676477366862
njp.32101068974011,"Mallarmé, Camille.",The house of the enemy,1922,f,high_female,-0.6448035118486453
inu.30000054117191,"Sewell, Elizabeth Missing,",Ivors,1856,f,high_female,-0.6448761239638259
uc1.$b284626,"Maarten, Johan.","The village on the hill; | $c: an event related by Peter Holzschuh, written down by John Maarten.",1942,u,high_male,-0.6448887969016743
njp.32101066714187,"Boldrewood, Rolf,",Nevermore,1892,m,,-0.6449264935297656
hvd.32044020392437,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,-0.6449512834756354
uc2.ark:/13960/t77s7xb23,"Watson, Isabella.",Old time Australian life,1922,f,mixed,-0.6449627483276341
uc1.$b242881,"Fowler, Helen Marjorie,",The refugee / | $c: Helen Fowler.,1960,f,,-0.6450763138785632
pst.000024683296,"Blackburn, Julia.",The book of colour : | a fiction / | $c: Julia Blackburn.,1995,f,high_male,-0.6455161066171919
mdp.39015065613286,"Truepeney, Charlotte.",Our African farm.,1965,f,mixed,-0.6455280378960274
nyp.33433074934682,"Bowen, Marjorie,",Ferriby,1907,f,,-0.6455580371452851
uiuo.ark:/13960/t1xd1j576,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,-0.6458279686358858
nyp.33433074911300,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,-0.6459546608022504
uiuo.ark:/13960/t9668v17d,"[Gore,",Pin money;,1831,f,high_female,-0.6460186908023757
uiuo.ark:/13960/t2c82nf0z,"Dickens, Helen.",The mill wheel,1874,f,high_female,-0.6462915643865286
hvd.hxjh6y,,The fables of Pilpay,1818,m,high_male,-0.6464703922479792
uiuo.ark:/13960/t6d22j49c,,Poor Nellie,1887,f,,-0.6467064912734293
wu.89043756048,"Joyce, Henry Stanley,",A countryman's notebook.,1947,m,high_male,-0.6468061035807748
uc2.ark:/13960/t21c21s79,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,mixed,-0.6470391900713339
uc2.ark:/13960/t19k49671,"O'Donovan, Gerald,",Conquest,1920,m,,-0.6470491029339476
njp.32101064911876,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,-0.6471648511943379
mdp.39015059976921,"Maitland, Sara,",On becoming a fairy godmother / | $c: Sara Maitland.,2003,f,high_female,-0.6471847054487445
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,-0.6472222765228457
uiuo.ark:/13960/t0ht38j29,"Solly, Henry,",Lady Stella and her lover,1888,m,,-0.647290997615445
mdp.39015063553534,"Sherwood,",The lady of the manor,1860,f,high_female,-0.6473208504165033
uiuo.ark:/13960/t6g16h717,"Linton, E. Lynn",Sowing the wind,1867,f,,-0.6474228280606813
mdp.39015013763902,"Ducharme, Réjean.",The swallower swallowed; | $c: translated from the French by Barbara Bray.,1968,u,,-0.6475573298611428
uiuo.ark:/13960/t21c2fk9j,"Hardy, Iza Duffus.",Love in idleness;,1887,f,mixed,-0.6476324904964545
uc1.$b801673,"Duckworth, Marilyn,",A barbarous tongue.,1963,f,,-0.6477365355778045
njp.32101037077573,"Fenn, George Manville,",The white virgin,1894,m,mixed,-0.647800911879741
inu.30000094689787,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,-0.6478515409128931
mdp.39015034257918,Xiaoxiaosheng.,"The golden lotus : | a translation, from the Chinese original, of the novel Chin Pʻing Mei / | $c: by Clement Egerton.",1995,u,mixed,-0.6480448092829836
mdp.39015017973424,"Raven, Simon,",In the image of God : | a novel / | $c: by Simon Raven.,1990,m,,-0.6480680441028334
mdp.39015063543790,"Broughton, Rhoda,",Scylla or Charybdis?,1895,f,high_female,-0.6481192796827695
mdp.39015010464710,"Waugh, Auberon.","A bed of flowers; | or, As you like it.",1972,u,,-0.6482751932261352
nyp.33433074863303,"Grant, David,",Scotch stories,1887,m,mixed,-0.6482891815139223
uiuo.ark:/13960/t8v98sv32,"Merriman, Henry Seton,",With edged tools,1894,m,,-0.6485166516808961
uc1.$b243864,"Porteous, Crichton.",Wild acres.,1951,u,,-0.6485438975647427
uc1.b3073039,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,-0.6487330379507561
uc2.ark:/13960/t2s46mg4s,"Grimshaw, Beatrice Ethel.",Red Bob of the Bismarcks,1915,f,high_male,-0.6488035356477959
uiuo.ark:/13960/t3805nm1d,,Forman,1819,u,,-0.6490743860193726
nyp.33433074931118,"Brontë, Emily,",Wuthering Heights,1848,f,,-0.6492367220209279
uiuo.ark:/13960/t3dz0jm6k,"Coleridge, Christabel R.",Wayflete,1893,f,,-0.6493868090810004
inu.30000048048791,"Maitland, Sara,",Angel and me : | short stories for Holy Week / | $c: Sara Maitland.,1995,f,,-0.6495215618053448
uiug.30112046430838,"Lawrence, D. H. (David Herbert),","The Prussian officer, and other stories, | $c: by D.H. Lawrence.",1932,m,high_female,-0.649598160653375
uc1.32106013189789,"Byatt, A. S. (Antonia Susan),",The virgin in the garden / | $c: by A. S. Byatt.,1978,f,mixed,-0.6498717513848442
inu.30000110601857,"Mc Leod, Cynthia,",The free negress Elisabeth / | $c: Cynthia Mc Leod ; translated from the Dutch by Brian Doyle.,2008,f,high_female,-0.6498752769591694
uiuo.ark:/13960/t3417jf7p,"James, G. P. R.",Agincourt,1844,m,,-0.6498800317739544
mdp.39015063753480,"Armstrong, Martin,","The bazaar and other stories, | $c: by Martin Armstrong.",1924,m,high_female,-0.649910155864813
nnc1.0315147940,,Yankee humour and Uncle Sam's fun,1853,m,,-0.6501402457472695
uc1.$b383948,"Hurd, David.",Kidnap at Kiunga.,1965,m,high_male,-0.6501582280107293
uc1.b3123805,"Wynne, Catherine Simpson.",A horrid girl,1876,f,high_female,-0.6502493608282224
uiuo.ark:/13960/t78s5bv2b,"Roche, John Hamilton.",A Suffolk tale;,1810,m,,-0.6502887036047499
uc1.b4098001,"Amis, Kingsley.",My enemy's enemy. ,1962,m,,-0.650694665354462
uiuo.ark:/13960/t02z1pv4v,"Hatton, Joseph,",Under the great seal,1893,m,,-0.6507473469425362
uc1.$b299647,"Barns, Thomas Alexander,","Tales of the ivory trade, | $c: by T. Alexander Barns.",1923,m,high_male,-0.6508233713574493
mdp.39015064003026,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,-0.6508802580663616
uc1.b3322074,"Francis, Francis.",Wild Rose,1895,m,high_male,-0.6511464658145497
uc2.ark:/13960/t7pn9107p,,Folk-lore and legends,1890,u,high_male,-0.6513135440736856
inu.30000121005718,"Beauclerk, Helen.","The mountain and the tree, | $c: by Helen Beauclerk.",1935,f,high_female,-0.651517555757988
uc2.ark:/13960/t4vh5n538,"Braddon, M. E.",Thou art the man,1894,f,,-0.6518741578846434
mdp.39015063526787,"Agg, John,",Eighteen hundred and fifteen;,1816,m,,-0.6519541188804586
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,-0.6521261135635366
uiuo.ark:/13960/t24b3q185,"Robins, Arthur.",Crispin Ken,1861,m,mixed,-0.6522044008700838
uc1.b3868724,"De Wohl, Louis,",David of Jerusalem. | $c: Translated from the German by Elisabeth Abbott.,1964,m,high_male,-0.6522930250501107
uiuo.ark:/13960/t8ff41q77,"Armstrong, F. Claudius.",The warhawk,1855,m,,-0.6524996167971586
uc1.$b803945,"Stock, Ralph,",The recipe for rubber,1912,m,high_male,-0.6527188589119775
mdp.39015065769419,"Surr, T. S.",Splendid misery,1801,m,mixed,-0.6530066473023382
nyp.33433074877659,"Leverson, Ada.",The twelfth hour,1907,f,mixed,-0.6530343076506762
mdp.39015016883749,"White, T. H. (Terence Hanbury),","The maharajah, and other stories / | $c: T.H. White ; collected and with an introduction by Kurth Sprague.",1981,m,,-0.6532497178891348
mdp.39015063948007,"Molesworth,",My new home,1894,f,,-0.6534481449097141
njp.32101068175049,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,-0.6536060087321192
mdp.39015010689167,"Moran, Jack William Grace.",Spearhead in Malaya. | $c: With a foreword by Gerald Templer.,1959,m,,-0.653750801265158
