htid,author,title,year,authgender,female_category,urban_metric_gb_frac
mdp.39015080843736,"Nichols, Mary,",The summer house / | $c: Mary Nichols.,2009,f,,0.024019638498904747
uc1.b3116855,"Simpson, Helen,","Boomerang, | $c: by Helen Simpson.",1932,f,mixed,0.02398509203768634
uiuo.ark:/13960/t25b0g42w,"Ouida,",Friendship,1878,f,high_female,0.023905378086724823
uiuo.ark:/13960/t4rj4zt7g,"Manning, Anne,",Belforest,1865,f,high_female,0.02381489863992664
uc2.ark:/13960/t5gb29n1f,"Blackmore, R. D.",Kit and Kitty,1890,m,,0.023600816774891176
uc1.$b163917,"Hughes, T. Rowland (Thomas Rowland),","Out of their night : | the Welsh novel""Chwalfa"" / | $c: translated into English by Richard Ruck.",1954,m,,0.02357149401111691
mdp.39015032439237,"Curry, Neil,",The bending of the bow : | a version of the closing books of Homer's Odyssey / | $c: Neil Curry ; with images by Jim Dine.,1993,m,,0.023287928254849044
uc1.b4101775,"De la Mare, Walter,",The lord fish | $c: [by] Walter De La Mare; illustrated by Rex Whistler.,1933,m,,0.023226682888428538
uiuo.ark:/13960/t3zs39k16,"Noel, Augusta,",From generation to generation,1879,f,,0.023039578507898506
uc1.$b244748,"Macaulay, Rose,",I would be private; | a novel | $c: by Rose Macaulay.,1937,f,,0.022997073675101974
uiuo.ark:/13960/t7pn9d76w,"Collins, Mortimer,",Miranda,1873,m,mixed,0.02299290545142746
mdp.39015042695208,,Facing the mirror : | lesbian writing from India / | $c: edited by Ashwini Sukthankar.,1999,u,high_female,0.022816484945621964
mdp.39015027657256,"(Alfred Edward), Chamot, A. E.",Selected Russian short stories / | $c: chosen and translated by A.E.Chamot.,1928,u,,0.022752259687657386
njp.32101068581576,"Collins, Wilkie,",The woman in white,1860,m,high_female,0.022709607070978355
umn.31951002120785g,"Salmond, J. B. (James Bell),",Flower of the flax.,1944,m,,0.022640853420911933
uc2.ark:/13960/t7fq9xv4q,"Lawless, Emily,","Major Lawrence, F.L.S",1887,f,,0.02256792235450264
mdp.39015069319112,"Richards, Alun,",Home to an empty house / | $c: Alun Richards ; foreword by Rachel Trezise.,2006,u,,0.02253954586231441
mdp.39015037447334,"Mount, Ferdinand,",The liquidator / | $c: Ferdinand Mount.,1995,m,,0.022530665857658283
mdp.39015048886496,"Gurnah, Abdulrazak,",Pilgrims way / | $c: Abdulrazak Gurnah.,1988,u,,0.022366757133465143
uc1.$b783883,"Harrison, Michael,",Treadmill.,1947,m,,0.02233981961926143
mdp.39015011393066,"Sedgwick, Catharine Maria,",The Linwoods;,1835,f,,0.022204006087297223
mdp.39015077132697,"McLeod, Suzanne.",The sweet scent of blood / | $c: by Suzanne McLeod.,2008,f,,0.022005521764449754
uiuo.ark:/13960/t71v5tb4w,"Coleridge, Christabel R.",An English squire,1881,f,mixed,0.02197131458388346
mdp.39015063953114,"Von Arnim, Elizabeth,","Love, | $c: by the author of ""Elizabeth and her German garden.""",1925,f,high_female,0.021926389808241888
mdp.39015033984231,"Rendell, Ruth,",Simisola / | $c: Ruth Rendell.,1994,f,high_female,0.02179272056486853
uiuo.ark:/13960/t09w0rt4b,"Corkran, John Frazer,","East and West, or, Once upon a time",1861,m,,0.0213796214304961
nyp.33433075876734,"Thurston, E. Temple","The ""Flower of Gloster,""",1911,f,high_male,0.021344110247936254
mdp.39015005332450,"Holden, Ursula.",Sing about it / | $c: Ursula Holden.,1982,f,,0.021183339623051363
njp.32101063690521,"Fielding, Henry,",The works of Henry Fielding,1893,m,mixed,0.02109131369367606
uc1.b3324209,"Huth, Alfred Henry,","A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman",1894,m,high_male,0.020974025012676645
mdp.39015009044911,"Baudiš, Josef,",Czech folk tales,1917,u,high_male,0.020923039636409513
uiuo.ark:/13960/t3ws9607w,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,0.020901884755055278
uc2.ark:/13960/t00z72q67,"Adams, Arthur Henry,",Grocer Greatheart;,1915,m,,0.020777602000550593
mdp.39015059408214,"James, G. P. R.",Pequinillo,1852,m,,0.02050259926223167
mdp.39015069360165,"Burnside, John,",The devil's footprints / | $c: John Burnside.,2007,m,high_female,0.020365157399139078
mdp.39015031222238,"Cochrane, Ian,",Jesus on a stick / | $c: Ian Cochrane.,1975,m,high_female,0.020342317715505542
uc1.b2838975,"(Novelist) Murray, James",Coloured. A glimpse of a quadroon girl.,1932,m,mixed,0.02017587083141996
mdp.39015003930784,"Godden, Rumer,",A fugue in time / | $c: Rumer Godden.,1976,f,,0.02010995572585711
uiuo.ark:/13960/t4gm8vn5r,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,0.02008559018827566
inu.30000092858632,"Wigley, Anna.",Footprints / | $c: Anna Wigley.,2004,f,,0.01993007144841996
mdp.39015032502802,"Persaud, Lakshmi.",Sastra / | $c: Lakshmi Persaud.,1993,u,mixed,0.019929256738535683
wu.89092496744,"García Márquez, Gabriel,",Of love and other demons / | $c: Gabriel García Márquez ; translation from the Spanish by Edith Grossman.,1995,m,mixed,0.01969668834489374
uc2.ark:/13960/t5db83p50,"Müller-Casenov, Hans.",The humour of Germany;,1909,m,,0.019620404464247187
inu.30000011401092,"Johnson, B. S. (Bryan Stanley),",Travelling people / | $c: B.S. Johnson.,1963,m,,0.019465291870401746
uc1.b3123791,"Kavanagh, Julia,",Grace Lee,1855,f,,0.01945051075777071
mdp.39015038102524,"Tremain, Rose.",Collected short stories / | $c: Rose Tremain.,1996,f,mixed,0.019416618892192122
mdp.39015068050767,"Fielding, Henry,",Works;,1893,m,mixed,0.019401785312147368
mdp.39015054439123,"Graham, Laurie,",Mr Starlight / | $c: Laurie Graham.,2004,f,mixed,0.019388742123223127
uc1.b4974544,"Morris, G. H.,","Grandmother, Grandmother, come and see / | $c: G.H. Morris.",1989,u,,0.01927354973013537
uc1.$b312867,"Wright, Dorothy.",Queens Wilde : | a novel / | $c: by Dorothy Wright.,1950,f,,0.019164362410965072
mdp.39015013512598,"Parkin, Ray.",The sword and the blossom.,1968,m,high_male,0.01906067769767794
uc1.b3322069,"Fox, S. M.",George,1890,u,mixed,0.018760470407737827
uc1.$b391632,"Gary, Romain.","Forest of anger, | $c: by Romain Gary. Translated from the French by Viola Gerard Garvin.",1944,m,high_male,0.018347393108571846
mdp.39015025814123,"Jolley, Elizabeth,",Woman in a lampshade / | $c: Elizabeth Jolley.,1986,f,high_female,0.018086803853806677
mdp.39015011823336,"Coetzee, J. M.,",Foe / | $c: J.M. Coetzee.,1986,m,high_female,0.01798737824482649
mdp.39015025397814,"Hoban, Russell.","The moment under the moment : | stories, a libretto, essays, and sketches / | $c: Russell Hoban.",1992,m,high_male,0.017851837954904734
uiuo.ark:/13960/t17m0nz2t,"Gore,",The opera,1832,f,mixed,0.01777885664097681
uc1.$b244269,"Edinger, George Adolphus,","Make haste, my love / | $c: by George Edinger. --",1951,m,,0.017769465806736634
uc1.b3548121,"Hall, Thomas,",Rowland Bradshaw,1848,m,high_male,0.017728747820318358
uiuo.ark:/13960/t5x644h10,"Senior, Henry.",Charles Vernon;,1849,m,,0.017431077541336853
mdp.39015002712043,"(John Boynton), Priestley, J. B.",Sir Michael and Sir George : | a tale of COMSA and DISCUS and the new Elizabethans.,1964,m,,0.017392862936256054
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,0.01734919798258233
nyp.33433075753529,"Stretton, Julia Cecilia,",The valley of a hundred fires,1860,f,high_female,0.0172868437879915
uc1.b3335470,"Wilson, Angus,",Hemlock and after.,1952,m,,0.017274489685075556
inu.39000002644297,"Story, Jack Trevor.",Morag's flying fortress / | $c: Jack Trevor Story.,1976,m,,0.01724497486374843
mdp.39015053531409,"Cullen, Leo,",Let's twist again / | $c: Leo Cullen.,2001,m,,0.017237052979779066
mdp.39015031221800,"Clute, John,",The disinheriting party : | a novel / | $c: by John Clute.,1977,m,,0.017152829149711512
mdp.39015066740294,"Rendell, Ruth,",The water's lovely / | $c: Ruth Rendell.,2006,f,high_female,0.017091205749260235
uc1.b4101373,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,0.016902848148139693
uc1.32106006671884,"Pym, Barbara.",Jane and Prudence / | $c: Barbara Pym.,1953,f,,0.016775729889655977
mdp.39015019155483,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,0.01677170291687491
mdp.39015010318452,"Wain, John.","Death of the hind legs, and other stories / | $c: John Wain.",1966,m,mixed,0.016746613093179485
uiuo.ark:/13960/t4cn7r971,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,0.016433862945683775
uiuo.ark:/13960/t3nw02j0g,"Mackay, Charles,","The twin soul; or, The strange experiences of Mr. Rameses",1887,m,high_male,0.016396896090903224
uc1.$b244938,"Seymour, Beatrice Kean Stapleton.",The painted lath.,1955,f,high_female,0.01628516475398245
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,0.01626183646277378
njp.32101072858234,,Weird tales,1888,u,,0.01612879351370311
dul1.ark:/13960/t0ns1h68r,"Linton, E. Lynn",Grasp your nettle,1865,f,,0.016069777263421403
uiuo.ark:/13960/t9571s43c,"Black, Clementina.",Orlando,1880,f,high_female,0.015926654113397887
mdp.39015013955102,"Wakefield, Tom.",Lot's wife / | $c: Tom Wakefield.,1989,m,high_female,0.015926523873732945
uc1.32106016470418,"Enquist, Per Olov,",The visit of the royal physician / | $c: Per Olov Enquist ; translated from the Swedish by Tiina Nunnally.,2002,m,high_male,0.015907121739726526
uc1.$b252117,"Hamilton, Alex.","Beam of malice : | fifteen short, dark stories / | $c: Alex Hamilton.",1966,m,,0.015896573948971357
mdp.39015082675789,"Swainston, Steph.",The modern world / | $c: Steph Swainston.,2008,f,high_female,0.01583563706114155
mdp.39015057979646,"Carroll, Lewis,",Sylvie and Bruno,1889,f,mixed,0.01551142276489531
uiuo.ark:/13960/t9w09r522,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,0.015478005916014892
uc1.$b803362,"Hyams, Edward,",The Slaughterhouse informer.,1955,m,mixed,0.015409538899034916
uiuo.ark:/13960/t5q81mg0j,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,0.015331680451465213
mdp.39015005515948,"Nichols, Beverley,",Laughter on the stairs / | $c: with drawings by William McLaren.,1953,m,,0.015202562607236628
umn.31951002458444z,"Curtis, Jean-Louis,",Lucifer's dream / | $c: Jean-Louis Curtis ; translated from the French by Robin Chancellor.,1952,u,,0.015129795156189979
nyp.33433074944301,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,0.015050145263341391
inu.30000079547562,"Shah, Amina.",Arabian fairy tales / | $c: retold by Amina Shah.,1989,f,,0.015044288765764358
nyp.33433066646377,"O'Brien, Sophie Raffalovich.",Under Croagh Patrick,1904,f,,0.014956316334645753
uiuo.ark:/13960/t8v98s93w,"Slingsby, Henry.",My grandmother's guests and their tales,1825,m,,0.014924252455442544
mdp.39015000599079,"Raven, Simon,",The Judas boy: | the fifth novel in the Alms for oblivion sequence.,1968,m,mixed,0.014842229607401086
uc2.ark:/13960/t2s46nw6j,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,0.014839612913539899
mdp.39015056429346,"Flint, James,",52 ways to magic America / | $c: James Flint.,2002,m,mixed,0.014824177346806383
mdp.39015028687088,"(Herbert George), Wells, H. G.",The stolen bacillus and other incidents ...,1926,m,high_male,0.014733329409780116
mdp.39015029229955,"Guest, Harry.",Lost pictures : | a novel / | $c: by Harry Guest.,1991,m,,0.014602198300086158
uc2.ark:/13960/t46q1z75h,"Anstey, F.,",The pariah,1889,m,high_female,0.014541303921031229
uc2.ark:/13960/t3zs2n59f,"Prior, Herman Ludolphus,",Six months hence,1870,m,,0.014531008492352782
uc1.$b787431,"O'Riordan, Conal,","Judith's love,",1940,u,high_female,0.014481790101391223
mdp.39015000550437,"Houghton, Claude,","All change, humanity! | $c: By Claude Houghton [pseud.] ...",1942,m,,0.014423813966092214
nyp.33433082123674,"Dilke, Charles Wentworth,",The fall of Prince Florestan of Monaco,1874,m,high_male,0.014231882714550559
uiuo.ark:/13960/t6vx0q818,"Daniel, Mackenzie,",Gertrude Cameron,1853,f,high_female,0.014156727232418176
mdp.39015016414602,"Marshall, Emma,","On the banks of the Ouse; or, Life in Olney a hundred years ago;",1888,f,high_female,0.014114593346203713
uc1.b4948497,"Bawden, Nina,",Familiar passions / | $c: [by] Nina Bawden.,1979,f,,0.014038443125972327
mdp.39015024534573,"Nesbit, E.",Pussy and doggy tales,1899,f,mixed,0.01400225123352239
mdp.39015002743238,"Rose, Geoffrey,",A clear road to Archangel: | a story of 1917. -,1973,m,high_male,0.013956034544501894
mdp.39015001533325,"Maugham, W. Somerset (William Somerset),",The selected novels of W. Somerset Maugham.,1953,m,,0.013719897810163369
mdp.39015015472767,"Lady, Asquith, Cynthia,",The third ghost book.,1956,f,,0.013610507603989429
uc1.b3588958,"Couteaux, André.",Portrait of the boy as a young wolf; | $c: translated from the French by Barbara Wright.,1968,u,high_female,0.013491989960953965
mdp.39015063921251,"Oman, Carola,","Major Grant, | $c: by Carola Oman.",1931,f,high_male,0.013466726000164464
uiuo.ark:/13960/t9960609z,"Payn, James,",Under one roof,1879,m,,0.013457838754421025
uiuo.ark:/13960/t93781458,"Sergeant, Adeline,",Seventy times seven,1888,f,,0.013331625655201629
uc1.$b787073,"Macfall, Haldane,",The wooings of Jezebel Pettyfer;,1898,m,mixed,0.013319055980617958
uiuo.ark:/13960/t3jw91n0w,"Wallace, Ellen.",The clandestine marriage,1840,f,high_female,0.013312303388402502
nyp.33433074850946,"Hamilton, Rowan.",The story of Sylvia,1893,m,,0.013215954515730599
mdp.39015032979836,"Glaister, Lesley,",Limestone and clay / | $c: Lesley Glaister.,1993,u,high_female,0.013058494771447288
mdp.39015000610306,"Woolf, Virginia,",The voyage out.,1949,f,high_female,0.012928607486216874
inu.30000118957996,"Bower, Marian.",East Anglian neighbours.,1925,f,,0.01267220907996941
uc2.ark:/13960/t78s4m548,,The diamond fairy book,1897,m,,0.012497815744466456
nyp.33433075816573,"Enault, Louis,",The captain's dog,1880,m,high_female,0.012350827565364875
mdp.39015049211009,"Williams, Denis,",Other leopards / | $c: Denis Williams ; introd. by Edward Baugh.,1983,m,high_female,0.01223625096934168
inu.32000009525058,"Njoku, Charles.",The new breed / | $c: by Charles Njoku.,1973,m,,0.012228091286150433
mdp.39015041329692,"Gibeily, Carl,",Blueprint for a prophet / | $c: Carl Gibeily.,1997,m,,0.012216439446608413
umn.31951002098027j,"Murray, Elizabeth.",Comedy.,1927,f,mixed,0.012172313991209494
hvd.hn2hei,"Semple, Elizabeth,","Summer rambles, or, Conversations, instructive and entertaining",1801,f,high_female,0.012146789363902337
mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.,1966,u,,0.012021115620630143
mdp.39015059389596,"Barrett, Eaton Stannard,",The heroine,1813,m,mixed,0.011915340023072651
inu.30000079324954,"Grunberg, Arnon.",Silent extras / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2000,u,,0.01185950946843689
mdp.39015046831981,"Malgonkar, Manohar,","A bend in the Ganges, | a novel.",1964,m,,0.011788181509305926
mdp.39015078783605,"Leith, Prue.",Choral society / | $c: Prue Leith.,2008,u,high_female,0.011776487369882904
uc2.ark:/13960/t3804xv8v,"Scott, Evelyn,",Bewilderment,1922,f,,0.011438407845404869
uiuo.ark:/13960/t81j9qn5v,"Corkran, John Frazer,","East and West, or, Once upon a time",1861,m,,0.011411999219721414
uiuo.ark:/13960/t6vx0w192,"Maberly,",Display,1855,f,high_female,0.011339420872640088
uc1.b3321933,"Chatterton, Georgiana,",Life and its realities,1857,f,high_female,0.011240307391158555
uiuo.ark:/13960/t8jd54p32,"Besant, Walter,",Children of Gibeon,1886,m,,0.011071144869653245
inu.30000112856103,"Hartley, Desmond Levi Bradshaw,","Modern novelists: selected readings from English fiction; | $c: selected by D. L. B. Hartley, introduced by Percy Wilson.",1968,m,mixed,0.011063415511593316
wu.89012277034,"Owen, Thomas,","The desolate presence, and other uncanny stories / | $c: by Thomas Owen ; translated from the French by Iain White.",1984,m,,0.011051349160263207
uc1.$b244329,"Williamson, Henry,",A test to destruction / | $c: Henry Williamson.,1960,m,,0.011002618676043241
inu.30000064961950,"Thomas, Ruth,","Sea monster tattoo, | and other stories / | $c: Ruth Thomas.",1997,f,high_female,0.010959704881447374
uc1.32106012163546,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,0.010726337300353078
mdp.39015058230999,"Meeks, Brian.",Paint the town red / | $c: Brian Meeks.,2003,m,,0.010686620916751877
uiuo.ark:/13960/t8rb7ns03,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,0.010641635675447625
nyp.33433034410575,"Fothergill, Jessie,",Healey,1884,f,high_female,0.01064093218061228
inu.39000001160014,"Trifonov, I͡Uriĭ Valentinovich,",Another life / | $c: Yuri Trifonov ; translated from the Russian by Michael Glenny.,1985,u,high_female,0.010532012671450264
inu.39000002156706,"Benson, Arthur Christopher,",The hill of trouble and other stories,1903,m,high_male,0.010513132079263576
mdp.39015037453563,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,0.010505049096138197
mdp.39015010817990,"Green, F. L. (Frederick Lawrence),",Odd man out.,1945,m,,0.010497843099732562
njp.32101068144953,"Alexander, Louis C.",The autobiography of Shakespeare,1911,m,high_male,0.010441715474308624
mdp.39015008984356,"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,","The history of Hayy ibn Yaqzan / | $c: by Abu Bakr ibn Tufail ; translated from the Arabic by Simon Ockley ; revised, with an introduction by A.S. Fulton.",1929,u,high_male,0.01035826877424495
inu.32000002848879,"Eliot, George,",Felix Holt,1866,f,,0.010241425893626727
uc1.$b242911,"Hartley, L. P. (Leslie Poles),",A perfect woman.,1955,m,mixed,0.010122284304465545
uc1.$b302095,"Naughton, Bill.",Rafe Granite : | a novel / | $c: by Bill Naughton.,1947,m,,0.00994157307774901
njp.32101063693590,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,0.009819551194871323
uiuo.ark:/13960/t70v94b8r,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,0.009800807707649545
njp.32101068573482,"Prevost, Marcel,",Léa,1902,u,high_female,0.009761133141065859
uc1.b3331860,"Oxley, J. Macdonald",In the wilds of the west coast,1895,m,high_male,0.009580264475581912
osu.32435070795778,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,m,high_male,0.009572559565721561
inu.30000020678045,"Lessing, Doris May,",The Doris Lessing reader / | $c: Doris Lessing.,1989,f,high_female,0.0094746878543574
uc1.$b244277,"Dundy, Elaine.",The old man and me / | $c: by Elaine Dundy.,1964,f,,0.009387470150434077
uc1.32106010485719,,Victorian tales of mystery and detection : | an Oxford anthology / | $c: selected and introduced by Michael Cox.,1992,u,mixed,0.009262855510841515
uc1.$b86278,"Balchin, Nigel,",Last recollections of my Uncle Charles.,1954,m,,0.009217967763245766
uiuo.ark:/13960/t2988t33n,"Tytler, Sarah,",Buried diamonds,1886,f,high_female,0.009178657497454279
uc2.ark:/13960/t42r3tt8s,"Sladen, Douglas Brooke Wheelton,",The tragedy of the pyramids;,1909,m,mixed,0.009047552562369554
njp.32101064791104,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,,0.00891568011254773
uiuo.ark:/13960/t3st84p72,"Merrick, Leonard,",Violet Moses,1891,m,high_female,0.008623123308514447
uc2.ark:/13960/t74t6kt1s,"Reid, Mayne,","Gaspar, the gaucho",1880,m,high_male,0.008503022023424178
uiuo.ark:/13960/t0ms47n5n,"M'Donogh, Felix,",The highlanders,1824,m,high_female,0.008378833375068506
uiuo.ark:/13960/t9571xm8q,,Lady Selina Clifford,1851,f,high_female,0.008359011097923308
uc1.$b322862,"Brierley, Walter,",Means-test man / | $c: by Walter Brierley.,1936,m,mixed,0.00829010303632205
mdp.39015050246241,"Preece, Siân,",From the life and other stories.,2000,u,high_female,0.007879583353264885
uc1.b2801672,"Lindsay, Jack,",Choice of times / | $c: Jack Lindsay.,1964,m,,0.007871141376992335
uiuo.ark:/13960/t8jd5g342,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,0.007546435294604081
uiuo.ark:/13960/t3bz6kg7b,"Grey,",Aline,1848,f,,0.007341104722984049
uc1.32106014535824,"Woolf, Virginia,","The death of the moth,",1942,f,,0.007325302386920918
uiuo.ark:/13960/t83j43q9z,"Oliphant,",Within the precincts,1879,f,high_female,0.007098639351920399
nyp.33433075873103,"Quiller-Couch, Arthur Thomas,",The splendid spur,1893,m,,0.006948018908224607
uc1.$b730115,"Miró, Gabriel,","Our father San Daniel; | scenes of clerical life, | $c: by Gabriel Miró, translated from the Spanish by Charlotte Remfry-Kidd.",1930,u,,0.006904748215483814
mdp.39015059585110,"Thomas, Scarlett.",PopCo / | $c: Scarlett Thomas.,2004,f,mixed,0.0068124722931295345
uc2.ark:/13960/t0tq5wc9d,"Barker, Bernard.",Eliot the younger;,1878,m,mixed,0.006790376920536854
mdp.39015050561847,"Humphreys, Emyr.",Jones : | a novel / | $c: Emyr Humphreys.,1984,m,,0.006534330128404028
mdp.39015010547670,"Upward, Edward.",The spiral ascent : | a trilogy of novels / | $c: [by] Edward Upward.,1977,m,,0.006323462324611007
uc1.$b785389,"Turner, George,",A stranger and afraid / | $c: by G. R. Turner.,1961,m,mixed,0.005717355361441842
nyp.33433075767610,"Wicks, Frederick,",The veiled hand,1893,m,,0.005567549221255019
mdp.39015020867951,,Original prints : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1985,u,mixed,0.005495703152361281
uc2.ark:/13960/t9p26s900,"Prévost, Marcel,",Guardian angels,1913,m,high_female,0.0054890769243544635
mdp.39015014661501,"Horbach, Michael,",Out of the night; | $c: translated from the German by Nina Watkins.,1967,m,,0.0054797872766799705
uc2.ark:/13960/t53f4qb46,"Drake, Maurice,",The ocean sleuth,1915,m,,0.005432974328992257
mdp.39015011379073,"Tyrmand, Leopold.",The seven long voyages.,1959,m,mixed,0.005408884493405819
hvd.32044086842135,"White, Charles,",The cashmere shawl,1840,m,high_male,0.005356981993624943
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,0.005296270573129536
mdp.39015064983151,"Smith, Donald,",The English spy / | $c: Donald Smith.,2007,m,high_female,0.005295883575875016
uc1.31158002020120,"Hinton, Charles Howard,",Scientific romances,1909,m,,0.005277186637371478
mdp.39015029101873,"Guibert, Hervé.",The compassion protocol / | $c: Hervé Guibert ; translated by James Kirkup.,1993,u,high_female,0.005125506207518393
mdp.39015065597083,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,0.005011991766724955
mdp.39015076194151,"Wilson, Edward.",The envoy / | $c: by Edward Wilson.,2008,m,mixed,0.004918481114334572
uc1.$b120401,"Gordon, Richard,",The facemaker | $c: [by] Richard Gordon.,1967,m,,0.00480466701556349
uc1.$b440604,"Masefield, John,",A book of prose selections.,1950,m,,0.004639649955196057
uiuo.ark:/13960/t83j40d0b,"Martin, Herbert,",Britomart,1893,f,high_female,0.004603874687667431
mdp.39015058133573,"Patterson, Glenn,",That which was / | $c: Glenn Patterson.,2004,m,high_male,0.004448823285208459
njp.32101068166170,"Chetwynd, Henry Wayland,",Sara,1886,f,high_female,0.00437105033789853
mdp.39015046878438,"Kelman, James,",The good times / | $c: James Kelman.,1998,m,,0.004205201927890229
mdp.39015014138427,"Johnson, Pamela Hansford,","This bed thy centre, | a novel.",1961,f,high_female,0.004094587605817074
njp.32101068166204,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,0.0038464884332247706
uiuo.ark:/13960/t3vt2934d,"Stephens, George,",The manuscripts of Erdély,1835,m,,0.003533688674080493
mdp.39015065957253,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,0.0035056730624646315
uiuo.ark:/13960/t2v418x46,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,0.003457662785202986
mdp.39015056206488,"Marciano, Francesca.",Casa Rossa / | $c: Francesca Marciano.,2002,f,,0.0033635354021317454
mdp.39015046482132,"Murray, Les A.,",Fredy Neptune / | $c: Les Murray.,1998,m,,0.0030801287772168617
nyp.33433074931837,"Cruikshank, Robert,",Cruikshank at home,1845,m,mixed,0.002859641353139389
uiuo.ark:/13960/t9086s66d,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,0.002847844418876741
njp.32101066597434,"Baring-Gould, S.",Arminell,1890,m,,0.002826938664194069
inu.30000087206896,"Morgan, Philippa.",Chaucer and the doctor of physic / | $c: Philippa Morgan.,2006,f,,0.0027562335383959358
uiuo.ark:/13960/t6pz5tw8n,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,0.002566585300224772
uc1.$b795583,"Roberts, Cecil,",So immortal a flower / | $c: Cecil Roberts.,1944,m,,0.0024466683115749177
uiuo.ark:/13960/t2s46z17j,,Captain Herbert,1864,u,,0.002388685626968201
mdp.39015008808803,"Thackeray, William Makepeace,",Works,1883,m,,0.0023846894877493016
mdp.39015054287589,"Falla, Jonathan.",Blue poppies / | $c: Jonathan Falla.,2001,m,mixed,0.0023462567505173337
nyp.33433082167689,"Dickens, Charles,",The life and adventures of Nicholas Nickleby,1866,m,mixed,0.0020961560545513236
mdp.39015022281169,"Drakulić, Slavenka,",Holograms of fear / | $c: Slavenka Drakulić.,1992,u,high_female,0.0019858893341575534
mdp.39015078800664,"Wells, Martin John.",Second coming / | $c: Martin Wells.,2008,m,,0.0019855352811775917
mdp.39015047554657,"Brookner, Anita.",Undue influence / | $c: Anita Brookner.,1999,f,high_female,0.0018928077921415154
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,0.0018647124000017723
mdp.49015002143510,"Shaw, Bernard,",Works.,1930,m,mixed,0.0018633102475449637
uiuo.ark:/13960/t8v98sq76,"Price, Eleanor C.",Gerald,1885,f,mixed,0.001744740643491463
mdp.39015021991370,"Virtue, Noel,",Always the islands of memory / | $c: Noel Virtue.,1991,m,,0.0016588881395656063
mdp.39015063956414,"Seymour, Beatrice Kean (Stapleton)",Invisible tides,1920,f,high_female,0.0016475002377437861
inu.39000005816090,"Ellis, Mark.",Bannerman.,1973,m,high_male,0.001589820926897939
uc2.ark:/13960/t6h12xf44,"Cutting, Ceres.",The praying girl,1912,u,high_male,0.0011840488521570602
mdp.39015054132066,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,0.0011815923395648853
mdp.39015049666293,"Fitzgerald, Penelope.",The means of escape : | stories / | $c: Penelope Fitzgerald.,2000,f,,0.0011022709221920612
uiuo.ark:/13960/t8rb79x93,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,0.00103884528459057
mdp.39015050955452,"Soloukhin, Vladimir Alekseevich.",Scenes from Russian life / | $c: Vladimir Soloukhin ; translated from the Russian and with an introduction by David Martin.,1988,m,,0.0010141226151464955
njp.32101068175056,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,0.0008818082802533045
uiuo.ark:/13960/t50g4bb9g,"Yonge, Charlotte M.",The two sides of the shield,1885,f,high_female,0.0008482036359999667
mdp.39015005058410,"Hesse, Hermann,",The journey to the East.,1956,u,high_male,0.0007439332303396107
uc1.b3739958,"Persaud, Sasenarine.",Dear death / | $c: Sasenarine Persaud.,1989,u,high_male,0.0007369757773447727
