htid,author,title,year,authgender,female_category,female_fraction
mdp.39015049725347,"Moorcock, Michael,",The dreamthief's daughter / | $c: Michael Moorcock.,2001,m,high_male,0.0382546323968918
mdp.39015059376627,,The New British novelist;,1830,u,high_male,0.038228417373748
inu.32000001862632,"Howson, Gerald.",The flamencos of Cádiz Bay.,1965,m,high_male,0.0382139148494288
njp.32101067644573,"Flecker, James Elroy,",The king of Alsander. --,1914,m,high_male,0.0381446052566113
wu.89016963142,"Elsbree, Elizabeth Sellers,",Across the Isthmus of Panama.,1937,f,high_male,0.0380773947404278
mdp.39015002711011,"Prebble, John,",The buffalo soldiers.,1959,m,high_male,0.0380694464270381
mdp.39015020000231,"Lees, Michael,",Special operations executed in Serbia and Italy / | $c: Michael Lees.,1986,m,high_male,0.0380047505938242
mdp.39015084096372,"Kapo, Remi.",Reap the forgotten harvest / | $c: Remi Kapo.,2009,u,high_male,0.0379688018586126
mdp.39015017728224,"Davies, Pete,",Dollarville.,1990,m,high_male,0.0379629212382094
njp.32101063581175,"Hewlett, J.",Dunster Castle,1846,m,high_male,0.0378389508099895
njp.32101063581167,"Hewlett, J.",Dunster Castle,1846,m,high_male,0.0378389508099895
uiuo.ark:/13960/t9j39g25s,"Hewlett, J.",Dunster Castle,1846,m,high_male,0.0378389508099895
uc1.$b699144,"I︠a︡n, Vasiliǐ G.","Batu-Khan; | a tale of the 13th century, | $c: by V. Yan. With a historical introduction by S. Bakhrushin. Translated from the Russian by Lionel Erskine Britton.",1945,u,high_male,0.0377557083439436
mdp.39015014861895,"Hughes, Owain,",The beholding runner.,1966,u,high_male,0.0376991200520612
uc1.$b106267,"Morris, Jean,",Half of a story.,1957,f,high_male,0.0376470588235294
uc1.32106009087971,"Chatterji, Bankim Chandra,",The poison tree;,1884,m,high_male,0.037593906091249
mdp.39015059271778,,Amadis de Gaule / | $c: translated by Anthony Munday.,2004,u,high_male,0.0375661375661375
mdp.39015005498665,"Cooper, William,",Scenes from provincial life | $c: [by] William cooper [pseud.],1961,m,high_male,0.0375340971085652
mdp.39015022430345,"Birabongse Bhanudej, Prince,","Blue wings to Bangkok, | $c: by H.H. Prince Birabongse (B. Bira)",1954,m,high_male,0.0375212802179094
uc1.b4097694,"Durrell, Lawrence.",White eagles over Serbia.,1957,m,high_male,0.037496843318017
uc2.ark:/13960/t9w090b83,"Lancaster, G. B.,",Sons o' men,1905,f,high_male,0.0374295756388729
wu.89044543270,"Rimmer, Dave.",Once upon a time in the East / | $c: Dave Rimmer.,1992,m,high_male,0.0374269005847953
uc1.32106002015920,"Stewart, Angus.",Sandel.,1968,m,high_male,0.0374051407588739
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,0.0373045005412575
uc1.b4421708,"Barnett, James,",Diminished responsibility / | $c: James Barnett.,1984,m,high_male,0.0372290801026266
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,0.0372093023255813
mdp.39015063932985,"Lawless, Emily,",With Essex in Ireland;being extracts from a diary kept in Ireland during the year 1599,1890,f,high_male,0.0371517027863777
nyp.33433074939442,"Bidder, M.",Westminster cloisters;,1887,u,high_male,0.037150848405743
mdp.39015001714149,"Ḥatātah, Sharīf.",The eye with an iron lid / | $c: Sherif Hetata ; translated from the Arabic by the author.,1982,u,high_male,0.037074583635047
mdp.39015015526125,"Dahl, Roald.","Ah, sweet mystery of Life / | $c: Roald Dahl ; illustrated by John Lawrence.",1989,m,high_male,0.0370539104024297
mdp.39015016451745,"Blish, James.",Titan's daughter / | $c: James Blish.,1963,m,high_male,0.0369297493243571
uc1.b3125431,"Buchanan, Zetton",In the hands of the Arabs,1921,u,high_male,0.0368852459016393
uc2.ark:/13960/t6b27sf45,"Lawrence, Charles Edward,",Pilgrimage,1914,m,high_male,0.0367959685804585
nyp.33433075766653,"Phillipps-Wolley, Clive.","Gold, gold, in Cariboo: a story of adventure in British Columbia",1894,m,high_male,0.0367837014943039
inu.30000076436546,"Zimler, Richard.",Unholy ghosts / | $c: Richard Zimler.,1996,m,high_male,0.0367606739648487
wu.89056511538,"Caṭṭopādhyāya, Śaratcandra,",Srikanta,1922,u,high_male,0.0367491166077738
mdp.39015073748355,,The British essayists;,1823,m,high_male,0.036734693877551
mdp.39015005236727,"Rabelais, François,",Gargantua and Pantagruel | $c: [by] François Rabelais.,1954,u,high_male,0.0366576819407008
mdp.39015043116709,"Aira, César,",The hare / | $c: César Aira ; translated by Nick Caistor.,1998,u,high_male,0.0365662669853538
mdp.39015033593578,"Simenon, Georges,",The watchmaker of Everton / | $c: Georges Simenon ; [translated by Norman Denny].,1975,m,high_male,0.0365145228215767
mdp.39015048899754,"Malory, Thomas,",Morte d'Arthur,1868,m,high_male,0.0364962138917453
mdp.39015059394513,"Crawford, F. Marion",Marzio's crucifix,1887,m,high_male,0.0364587763021809
mdp.39015066681464,"Sellassie, Berhane Mariam Sahle,",Warrior king / | $c: Sahle Sellassie.,1974,f,high_male,0.0364372469635627
inu.32000002650176,"Neureuther, Karl.","U-boat stories; | narratives of German U-boat sailors, | $c: edited by Karl Neureuther and Claus Bergen; and with eight illustrations in colour, and thirty-four in black-and-white after drawings by Claus Bergen; translated by Eric Sutton.",1931,m,high_male,0.0363636363636363
uc1.32106016706043,"Buĭda, I͡Uriĭ",The zero train / | $c: Yuri Buida ; translated and with an afterword by Oliver Ready,2001,u,high_male,0.0363631302798769
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,0.036340680072995
pst.000031149693,"Foster, Alan Dean,",Greenthieves / | $c: Alan Dean Foster.,1996,m,high_male,0.0363247616833294
uc1.$b566987,"Searcy, Alfred.",By flood and field;,1912,m,high_male,0.0362260588898023
uc1.$b174765,"Reyburn, Wallace.","Rehearsal for invasion ; | an eyewitness story of the Dieppe raid, | $c: by Wallace Reyburn.",1943,m,high_male,0.0361858265782363
uc1.b4948655,"Thomas, Gwyn,",Selected short stories / | $c: Gwyn Thomas.,1984,m,high_male,0.0360576923076923
mdp.39015066681415,"Abruquah, Joseph W",The torrent; | a novel.,1968,m,high_male,0.0360535931790499
uc1.b3796808,"Bates, H. E. (Herbert Ernest),",Seven tales and Alexander / | $c: by H.E. Bates,1929,m,high_male,0.0360078277886497
mdp.39015024638838,"Jókai, Mór,",The Lion of Janina;,1897,m,high_male,0.0358978271718684
inu.32000011184043,"Johnson, R. Brimley (Reginald Brimley),","Rogues and vagabonds from Swift, Bunyan, Defoe, Francis Godwin, Henry Neville, and Aphra Behn; | $c: selected, with an introduction, by R. Brimley Johnson.",1928,m,high_male,0.035754189944134
mdp.39015030849429,"Adams, Francis William Lauderdale,",Essays in modernity criticisms and dialogues,1899,m,high_male,0.035735761821366
inu.30000100689912,"Nesin, Aziz.",Out of the way! Socialism's coming! = | Sosyalizm geliyor savulun / | $c: Aziz Nesin ; English translations by Damian Croft.,2001,u,high_male,0.0357235984354628
pst.000058096123,"Carter, Angela,","The bloody chamber, and other stories / | $c: Angela Carter.",1979,f,high_male,0.0357142857142857
mdp.39015003699488,"Gascoigne, Bamber.",Murgatreud's empire.,1972,u,high_male,0.0356798457087753
mdp.39015059294572,"Provoost, Anne,",In the shadow of the ark / | $c: Anne Provoost ; translated by John Nieuwenhuizen.,2004,f,high_male,0.0356687898089171
pst.000021714726,"Bradley, Marion Zimmer.",The bloody sun : | a Darkover novel / | $c: Marion Zimmer Bradley.,1993,f,high_male,0.0356579015526384
mdp.39015050156861,"Strugat͡skiĭ, Arkadiĭ Natanovich.",Roadside picnic / | $c: by Arkady Strugatsky and Boris Strugatsky ; translated from the Russian by Antonina W. Bouis ; introduction by Theodore Sturgeon.,1978,u,high_male,0.0356543841284968
mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.","The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green.",1967,m,high_male,0.0356422326832548
uc1.$b301223,"MacColla, Fionn.","The Albannach, | $c: by Fionn Mac Colla ...",1932,u,high_male,0.0355311412540243
uc2.ark:/13960/t7zk57t2s,"Brereton, F. S.",The hero of Panama,1912,m,high_male,0.035426848870426
mdp.39015060459222,,'Blackwood' tales from the outposts ...,1932,u,high_male,0.035329248942172
mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.","The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green.",1967,m,high_male,0.0352628077178975
mdp.39015002282625,"Vernaleken, Theodor,",In the land of marvels;,1884,m,high_male,0.0352564102564102
mdp.39015030134665,"Marchwitza, Hans.",Storm over the Ruhr / | $c: by Hans Marchwitza.,1932,m,high_male,0.035237984353463
mdp.39015006945433,"Hogg, James,",The mountain bard ;,1821,m,high_male,0.0352201257861635
mdp.39015066045579,"Pratchett, Terry.",Night watch / | $c: Terry Pratchett.,2002,m,high_male,0.0350987151363209
uc1.$b479444,"Hámori, Laszlo,",Dangerous journey. | $c: Translated from the Swedish by Annabelle MacMillan. Illustrated by W.T. Mars.,1963,u,high_male,0.0350863540837405
nyp.33433074964200,"Norris, Hugh Leigh.",Rice papers,1905,m,high_male,0.0350313916338509
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,0.0349676010422599
uc1.32106008512755,"Kanafānī, Ghassān.","Men in the sun, and other Palestinian stories / | $c: [by] Ghassan Kanafani ; translated from the Arabic by Hilary Kilpatrick.",1978,u,high_male,0.0348936170212766
inu.39000002517097,"Bradley, Martha.","The British housewife, or, The cook, housekeeper's and gardiner's companion / | $c: by Martha Bradley, 1756.",1996,f,high_male,0.0348837209302325
mdp.39015034285356,"Khan, Ismith,",A day in the country and other stories / | $c: Ismith Khan.,1994,u,high_male,0.0348837209302325
mdp.39015004703966,"Ouologuem, Yambo,",Bound to violence; | $c: translated from the French by Ralph Manheim.,1971,u,high_male,0.0347682639434406
mdp.39015029540161,"Thomas, Gwyn,",Meadow Prospect revisited / | $c: Gwyn Thomas ; edited by Michael Parnell.,1992,m,high_male,0.0347222222222222
mdp.39015048883907,"Lang, Andrew,",A monk of Fife,1896,m,high_male,0.0346268656716418
mdp.39015059375991,,The New British novelist;,1830,u,high_male,0.0346254666397063
umn.31951002082062h,"Frankland, Edward Percy,",The bear of Britain.,1940,m,high_male,0.034615873444528
uc1.32106002209507,"Grimmelshausen, Hans Jakob Christoph von,",The adventurous Simplicissimus,1912,m,high_male,0.0344833143087356
mdp.39015051323171,"Belloc, Hilaire,","The green overcoat, | $c: by Hilaire Belloc. With illustrations by G. K. Chesterton.",1923,m,high_male,0.0344528372233427
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,0.0344153304653891
uc1.b4948985,"Raven, Simon,",The roses of Picardie : | a romance / | $c: by Simon Raven.,1980,m,high_male,0.0343707713125845
wu.89018093724,"Genevoix, Maurice,",The story of Reynard. | $c: Translated from the French by Margaret Crosland. Illustrated by Andre Pec.,1959,m,high_male,0.0343393695506371
uc1.$b323598,"Colum, Padraic,",Three men. | $c: By Padraic Colum.,1930,m,high_male,0.0342439213406955
uc1.32106015497305,"Gregory, Philippa",Virgin earth / | $c: Philippa Gregory,1999,f,high_male,0.0342082563154651
inu.30000027155435,"Ableman, Paul.",Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths],1991,m,high_male,0.034065934065934
mdp.39015014456621,"Ngcobo, Lauretta G.",Cross of gold : | a novel / | $c: by Lauretta G. Ngcobo.,1981,f,high_male,0.0339869281045751
uc1.32106013035099,,The star : | & other Korean short stories / | $c: translated from the Korean by Agnita Tennant,1996,u,high_male,0.0339805825242718
mdp.39015014104767,"Ashbee, C. R.",The building of Thelema,1910,u,high_male,0.0339633373465431
uc2.ark:/13960/t38059v3c,Bartimeus.,"The navy eternal, which is the navy-that-floats",1918,u,high_male,0.0339609168937528
inu.30000109858310,"McCall Smith, Alexander,",Dream Angus : | the Celtic god of dreams / | $c: Alexander McCall Smith.,2006,m,high_male,0.0339506172839506
uc1.b2801501,"Heym, Stefan,",The Lenz papers / | $c: Stefan Heym.,1964,m,high_male,0.0339448396355921
mdp.39015066665996,"Peyre, Marc.","The captive of Zour; | $c: [translated by Claude], with a preface by Lawrence Durrell.",1966,m,high_male,0.0339393939393939
hvd.hn2gie,"Mackenzie, William,","The academy; or, A picture of youth",1808,m,high_male,0.0339393939393939
mdp.39015056303004,"Ledig, Gert,",Payback / | $c: Gert Ledig ; translated from the German by Shaun Whiteside ; introduction by Michael Hofmann.,2003,u,high_male,0.0338983050847457
uc1.b4104688,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,0.0338216005503324
mdp.39015030851722,"Billing, Graham.",The slipway.,1974,m,high_male,0.0337879038950591
uc2.ark:/13960/t8bg2m746,"Dunsany, Edward John Moreton Drax Plunkett,",The chronicles of Rodriguez,1922,m,high_male,0.0337530497267321
mdp.39015008786827,"Ali, Ahmed,",Ocean of night.,1964,m,high_male,0.0336842105263157
mdp.39015031299079,"Morier, James Justinian,","The adventures of Hajji Baba of Ispahan, | $c: by James Morier.",1925,m,high_male,0.0336520076481835
nyp.33433082512538,,"The most delectable history of Reynard the Fox, and of his son Reynardine",1844,u,high_male,0.0336501753019088
mdp.39015055255809,"Bhêly-Quénum, Olympe.",Snares without end / | $c: Olympe Bhêly-Quénum ; translated by Dorothy S. Blair.,1981,u,high_male,0.0336134453781512
uc1.$b243365,"Hood, Stuart Clink,",The circle of the Minotaur.,1950,m,high_male,0.0336085632126329
njp.32101064788373,"Currey, Edward Hamilton.",News of battle,1917,m,high_male,0.0336064373685967
mdp.39015053378181,"Griffiths, Niall,",Sheepshagger / | $c: Niall Griffiths.,2001,m,high_male,0.0335721596724667
nyp.33433074919592,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,0.0335665322453527
nyp.33433074919600,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,0.0335665322453527
nyp.33433074919618,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,0.0335665322453527
mdp.39015008542790,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,0.0335664335664335
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,0.0335600907029478
uc1.b3477354,"Hughes, Richard Arthur Warren,",In the lap of Atlas : | stories of Morocco / | $c: Richard Hughes.,1979,m,high_male,0.0335238095238095
uc2.ark:/13960/t2p55r43h,"Pinski, David,",Temptations,1919,m,high_male,0.033497447825806
inu.32000001014457,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,0.0334506189154662
inu.30000070191683,"Macgowan, J.",Chinese folk-lore tales,1910,u,high_male,0.0334433750325159
uc1.b4281558,,Cracks in the image : | stories by gay men.,1981,u,high_male,0.0334092634776006
uc2.ark:/13960/t22b9158b,"Leslie, Shane,",The Oppidan,1922,u,high_male,0.033276740237691
uc1.$b25250,"Chadwick, William Sydney,","Hunters and the hunted; | some glimpses of man and beast in the African bush, | $c: by W. S. Chadwick; with sketches by W. Woodhouse.",1931,m,high_male,0.0332563510392609
mdp.39015063930971,"Hodgetts, J. Frederick.","Richard IV, Plantagenet",1888,m,high_male,0.0332112356084084
njp.32101065704916,"Reed, Talbot Baines,",Kilgorman,1902,m,high_male,0.0329980570866119
mdp.39015062281541,"Burke, Thomas,",Vagabond minstrel; | the adventures of Thomas Dermody.,1936,m,high_male,0.0329613501500417
uc1.$b163348,"Wallenius, Kurt Martti,","The men's sea; | translated from the Finnish, | $c: by Alan Blair.",1955,m,high_male,0.0329489291598023
mdp.39015030703774,"Marshall, Bruce,",Peter the Second / | $c: Bruce Marshall.,1976,m,high_male,0.0329159212880143
inu.30000045131764,"Meena, Gladstone.",Remember death / | $c: Gladstone Meena.,1994,m,high_male,0.0329113924050632
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,0.0328992517133594
mdp.39015030760402,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,0.0328073288764463
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,0.0327868852459016
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,high_male,0.0327740492170022
inu.39000004026493,"Defoe, Daniel,","The life & strange surprizing adventures of Robinson Crusoe of York, mariner ... / | $c: written by himself.",1981,m,high_male,0.0326086956521739
mdp.39015067641517,"Smith, Sid.",China dreams / | $c: Sid Smith.,2007,m,high_male,0.0325842696629213
dul1.ark:/13960/t1qf9cr59,"Ford, Douglas Morey.",A time of terror,1906,m,high_male,0.0325735579625733
mdp.39015084095309,"Dinsdale, Robert.",The harrowing / | $c: Robert Dinsdale.,2009,m,high_male,0.0325393917185782
mdp.49015001276667,"Alkali, Zaynab.",The stillborn / | $c: Zaynab Alkali ; with an introduction by Stuart Brown.,1989,u,high_male,0.0324050632911392
mdp.39015048481249,"Scheuzger, Otto.",The new trail; | among the tribes in North Thailand. | $c: Translated from the German by Joyce Baldwin.,1963,m,high_male,0.0323851757998099
uc1.b4501323,"Birch-Reynardson, Charles Thomas Samuel,",'Down the road';,1875,m,high_male,0.0322981366459627
mdp.39015005750024,"Ṣāliḥ, al-Ṭayyib.","The wedding of Zein, | and other stories, | $c: by Tayeb Salih; translated from the Arabic by Denys Johnson-Davies & illustrated by Ibrahim Salahi.",1968,u,high_male,0.0322766570605187
inu.30000063840767,"Masters, David,","Up periscope, | $c: by David Masters.",1942,m,high_male,0.0322456813819577
mdp.39015058014138,"Fleming, Ian,","A James Bond omnibus: | containing Live and let die, Diamonds are forever [and] Dr No.",1973,m,high_male,0.0322175359926955
