htid,author,title,year,authgender,female_category,windows
mdp.39015063942372,"Lyell, William Darling,",The house in Queen Anne square;,1920,m,mixed,20.528728815492347
mdp.39015011802256,"Moorcock, Michael,",The shores of death / | $c: Michael Moorcock.,1975,m,high_male,20.524398378572528
mdp.39015066048938,"Thirkell, Angela,","Northbridge rectory, | a novel | $c: by Angela Thirkell.",1947,f,high_female,20.52326106409004
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,,20.520036349778678
mdp.39015002672551,"Lewis, C. S. (Clive Staples),",The voyage of the Dawn Treader / | $c: by C.S. Lewis ; with illustrations by Pauline Baynes.,1952,m,,20.514439008994792
uc2.ark:/13960/t27945p24,"Cronin, Bernard.",Timber wolves,1920,m,,20.51405816338844
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,20.513132203338323
uc1.b3347020,"Pickthall, Marmaduke William,",Knights of Araby,1917,m,high_male,20.509704128527478
uc1.b4593641,"Calabrella, E. C. de",Evenings at Haddon Hall,1846,f,mixed,20.507871403582847
uiuo.ark:/13960/t1fj2tw7b,"De Fonblanque, Albany,",A family tree,1876,m,high_male,20.507466582151046
uc1.$b250722,"Garnett, Martha Roscoe,",Unrecorded : | a tale of the days of chivalry / | $c: by Mrs. R. S. Garnett.,1931,u,high_female,20.503644056739176
inu.32000001862632,"Howson, Gerald.",The flamencos of Cádiz Bay.,1965,m,high_male,20.50165984592214
mdp.39015065764055,"Thomson, Richard,",Tales of an antiquary,1828,m,high_male,20.494953117794743
mdp.39015049645826,"Tan, Amy.",The hundred secret senses / | $c: Amy Tan.,1996,f,high_female,20.49488311084999
mdp.39015037047647,"Wain, John.",A travelling woman; | a novel.,1959,m,mixed,20.494803103498757
mdp.39015064321436,"Snell, Joy",The ministry of angels here and beyond,1920,f,high_female,20.49273646340908
inu.32000005689981,"Housman, Laurence,","What next? | Provocative tales of faith and morals, | $c: by Laurence Housman.",1938,m,,20.492643141112342
uc2.ark:/13960/t44q7sn21,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,20.4892541179742
inu.30000056354859,"Tal, Ali.",Sheikh of lovers / | $c: Ali Tal.,1997,m,high_male,20.488943394097404
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,20.48445741793414
mdp.39015014856333,"Whiteson, Leon.",Nora Eckdorf.,1967,m,,20.483085698079318
uiuo.ark:/13960/t5x643b1b,,"The picaroon, or, The merchant smuggler",1845,u,,20.480262147355486
mdp.39015056878278,"Forster, Margaret,",Diary of an ordinary woman / | $c: Margaret Forster.,2003,f,high_female,20.478306831452464
inu.32000002550418,"Trollope, Frances Milton,",The young countess,1848,f,high_female,20.476218334990932
mdp.39015064948212,"Boyne, John,",Next of kin / | $c: John Boyne.,2006,m,,20.475557958954383
njp.32101063693673,"Paget, Francis Edward,",The curate of Cumberworth ; and The vicar of Roost,1859,m,mixed,20.475523559137407
uc1.b4398124,"Remizov, Alekseĭ,",On a field azure.,1946,u,high_female,20.474088903043814
uc1.b3322472,,Castle Martyr,1839,u,high_female,20.471151423532376
uiuo.ark:/13960/t4qj7sm81,"Fitzgerald, Percy Hetherington,",Seventy-five Brooke Street,1867,m,,20.471151423532376
mdp.39015053158724,,"Piece of flesh / | $c: edited by Zadie Smith ; consultant editor, Katie Kitamura.",2001,u,high_female,20.469257733541436
mdp.39015040132147,"Farki, Neville.",The death of Tarzana Clayton : | a novel / | $c: by Neville Farki.,1985,m,,20.467686639717545
uc2.ark:/13960/t11n83c80,"Praed, Campbell,",The scourge-stick,1898,f,,20.46596013009713
uc2.ark:/13960/t5r788w3v,"Corelli, Marie,",Jane,1897,f,high_female,20.465243195306638
wu.89092531763,"Hogg, James,",The three perils of woman,1823,m,,20.465243195306638
uiuo.ark:/13960/t45q5f55m,"Carter, Mary Elizabeth.",Juliet,1883,m,high_female,20.46511627906977
uiuo.ark:/13960/t9n30780p,"Forde, Gertrude.",In the old palazzo,1885,f,high_female,20.46473553980391
nyp.33433074919451,"Ainsworth, William Harrison,",John Law,1864,m,mixed,20.46359340700227
uiuo.ark:/13960/t77s8c00d,"Stirling, Fanny,",Sedgely Court,1865,f,high_female,20.45736830569153
uiuo.ark:/13960/t5x645f3g,"Wilton, Maurice.",The old love is the new,1880,m,,20.450420511771775
uiuo.ark:/13960/t64466k9s,"Martin, Herbert,",A girl's past,1893,f,high_female,20.450420511771775
mdp.39015066607188,"Preti, Luigi,","Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",1968,m,,20.446369810934975
mdp.39015073486428,"Henty, G. A.",A final reckoning,1887,m,,20.44139311618465
wu.89004395331,"Gaboriau, Emile,",The slaves of Paris,1884,m,,20.44128396040585
mdp.39015050556292,"Herbert, A. P. (Alan Patrick),","The old flame, | $c: by A. P. Herbert.",1925,m,high_female,20.439638032591933
njp.32101065713834,"Mac-Erin O'Tara,",Thomas Fitz-Gerald,1825,u,high_male,20.439448134900356
uiuo.ark:/13960/t1rf63v03,"Field, Julian Osgood,",Little hand and muckle gold,1889,m,high_female,20.438751873552256
mdp.39015064983151,"Smith, Donald,",The English spy / | $c: Donald Smith.,2007,m,high_female,20.43694181602665
uc1.b3549890,"Reynolds, George W. M.","Joseph Wilmot, or, The memoirs of a man-servant",1854,m,mixed,20.434546895199965
mdp.39015079245232,"Nhá̂t Hạnh, Thích.","The essential Thich Nhat Hanh : | Thich Nhat Hanh / | $c: Robert Ellsberg, editor.",2008,u,high_male,20.42997234096052
mdp.39015032434956,"Clarke, Lindsay.",Alice's Masque / | $c: Lindsay Clarke.,1994,u,high_female,20.429704790765772
uiuo.ark:/13960/t4vh5vc7c,"Church,",Measure for measure,1862,f,,20.423319717786853
mdp.39015000630841,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_female,20.42275094455223
mdp.39015016453204,"Baron, Stanley Wade,","People and Americans, | a memoir of transatlantic tourists.",1953,m,,20.42094371987911
uiuo.ark:/13960/t4rj5462f,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,20.41858090862685
mdp.39015008808803,"Thackeray, William Makepeace,",Works,1883,m,,20.41661912797017
uc1.32106014664475,,Right of way : | prose and poetry / | $c: by the Asian Women Writers' Workshop,1988,u,high_female,20.41649652919559
uiuo.ark:/13960/t2m61s89t,"Besant, Walter,",All sorts and conditions of men,1882,m,,20.415534651444005
njp.32101064791328,"Webster, Grace.",Raymond Revilloyd,1849,f,,20.415534651444005
nyp.33433075865695,"Navarro Villoslada, Francisco,",Doña Blanca of Navarre,1854,m,mixed,20.41404486286565
mdp.39015004288315,"McCracken, L. A. M. Priestley,",The feminine in fiction,1918,u,high_female,20.412329046744233
uc1.$b188412,"Curtis, Jean-Louis,",The side of the angels / | $c: translated from the French by Humphrey Hare.,1956,u,,20.41222488148152
mdp.39015059392152,"Davidson, John,",Baptist Lake,1894,m,,20.411733830990844
uc1.b4095450,"Collier, John,",The Devil and all / | $c: by John Collier.,1934,m,,20.410245943463618
uc1.32106017483899,"Perriam, Wendy,",Little marvel and other stories / | $c: Wendy Perriam,2008,f,high_female,20.409412821193133
mdp.39015046443373,"Powell, Anthony,",The military philosophers: | a novel.,1968,m,mixed,20.408163265306122
mdp.39015005009959,"Malory, Thomas, Sir,","King Arthur and his knights: | a selection from what has been known as Le morte Darthur, | $c: made and edited by R. T. Davies.",1967,m,high_male,20.40756829246961
uiuo.ark:/13960/t0rr2db88,"Molloy, J. Fitzgerald",It is no wonder,1882,m,mixed,20.402106981230062
uc2.ark:/13960/t3st7kq42,"Gourmont, Remy de,",A night in the Luxembourg,1912,u,high_female,20.401025880158546
mdp.39015037466813,"Sharpe, Tom.",Grantchester grind : | a Porterhouse chronicle / | $c: Tom Sharpe.,1995,m,high_male,20.395676116663267
uiuo.ark:/13960/t1wd4gz61,"Scott, Hugh Stowell,",From one generation to another,1892,m,,20.39463621067659
mdp.39015028424425,"Sadoveanu, Mihail,",Mitrea Cocor / | $c: Mihail Sadoveanu ; [translated from the Rumanian by P. M.],1953,u,mixed,20.393474088291747
uiuo.ark:/13960/t02z1gm85,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,20.389854008645298
mdp.39015014660255,"Stevenson, Robert Louis,",Catriona,1893,m,,20.387359836901123
uc1.b3332915,"Burnand, F. C.","My time, and what I've done with it",1874,u,mixed,20.386143389171476
uc2.ark:/13960/t4bn9zc2f,"Loudon,","Glimpses of nature, and objects of interest described during a visit to the Isle of Wight",1848,f,high_female,20.38493553264138
mdp.39015010468174,"Holtby, Winifred,",Poor Caroline.,1933,f,high_female,20.375439622257066
mdp.39015082679484,"Ripley, Mike.",Angels unaware / | $c: Mike Ripley.,2008,m,high_female,20.36994962354766
uc1.32106018962420,"Fane, Julian,",Odd woman out / | $c: Julian Fane,2006,m,,20.369858429483916
uc2.ark:/13960/t7np1zk41,"Tremlett, Horace,",Curing Christopher,1914,f,,20.368563801846037
uiuo.ark:/13960/t09w14g77,"Austen, Jane,",Northanger Abbey,1818,f,high_female,20.36369560347812
uc1.$b301152,"Lister, Stephen.",Peace comes to Sainte Monique / | $c: by Stephen Lister.,1947,m,mixed,20.361730570039928
uc2.ark:/13960/t00z72z0g,"Capes, Bernard Edward Joseph,",Bag and baggage,1913,m,mixed,20.360288584959942
mdp.39015080868105,"Fenn, Jaine.",Consorts of heaven / | $c: Jaine Fenn.,2009,f,high_male,20.358613201429627
nyp.33433074957402,,College recollections,1825,u,mixed,20.351499469407337
uc1.b3796844,"Beerbohm, Max, Sir,",Yet again.,1951,m,,20.351400854758836
uiuo.ark:/13960/t9x06ck1k,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,20.350538017348832
uc2.ark:/13960/t3mw2f43j,"Glyn, Elinor,",The letters of her mother to Elizabeth,1901,f,,20.350434481776187
uc2.ark:/13960/t8ff43d6j,"Balzac, Honoré de,",A harlot's progress =,1896,m,mixed,20.348905463681117
uiuo.ark:/13960/t74t7899k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,20.347604917337854
uiuo.ark:/13960/t06w9vk5d,Lady.,Julia de Vienne,1811,m,high_female,20.345288612451316
uc1.b3834727,"Eldershaw, M. Barnard.",Plaque with laurel.,1937,u,,20.344845124866488
mdp.39015079208693,"Davis-Cooke, Graham.",Dawning gold / | $c: Graham Davis-Cooke.,2008,m,mixed,20.34360346248131
mdp.39015063306941,"Keating, H. R. F. (Henry Reymond Fitzwalter),",One man and his bomb / | $c: H.R.F. Keating.,2006,m,high_female,20.339413970634972
mdp.39015064002713,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,20.336615191451546
mdp.39015004035013,"Beerbohm, Max, Sir,",Yet again.,1951,m,,20.334571482796953
njp.32101064911900,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,20.33394595862824
uc2.ark:/13960/t7br8qc6z,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,20.3339282890129
uiuo.ark:/13960/t1cj8rk2q,"Ouida,",Syrlin,1890,f,,20.333075135553834
uiuo.ark:/13960/t35148j8c,"Boyle, Frederick,",The golden prime,1882,m,mixed,20.330988492660513
uc2.ark:/13960/t6d226c5f,"Dumas, Alexandre,",The Count of Monte-Cristo,1888,m,high_male,20.330492485849977
uc1.b3339461,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,20.330368487928844
uiuo.ark:/13960/t4mk6x70x,"Lee, Holme,",Annis Warleigh's fortunes,1863,f,high_female,20.328449665306596
uc1.b3739768,"Aldiss, Brian Wilson,",Seasons in flight / | $c: Brian Aldiss.,1984,m,,20.3223118661979
uc1.b3327592,"Porter, Anna Maria,",Honor O'Hara,1826,f,,20.32015533629857
njp.32101073207027,"Plüschow, Gunther,",My escape from Donington hall,1922,u,high_male,20.31919609871435
mdp.39015033170112,"Morgan,",The princess;,1835,f,,20.318492367866305
uiuo.ark:/13960/t0tq6k46g,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,20.316309307995247
uc1.b4376308,,The book of masks : | stories / | $c: by Hwang Sun-won ; edited with an introduction by Martin Holman.,1989,u,high_male,20.31488065007618
uc2.ark:/13960/t55d8qv6p,"Dowdall, Mary Frances Harriet Borthwick,",Joking apart,1914,f,high_female,20.311933260790713
uc1.b2838587,"Deighton, Len,",Only when I larf.,1967,m,,20.311373353509296
uc2.ark:/13960/t2s46hs4k,"Gay, Susan E.",Harry's big boots,1874,f,high_male,20.30992952454455
uc2.ark:/13960/t6ww7nt36,"Tresahar, John.",Temptation and other dramatic fragments,1901,m,mixed,20.30704248233287
inu.30000056148939,,Classic folk-tales from around the world / | $c: introduction by Robert Nye.,1996,u,high_male,20.30668583910519
mdp.39015064002739,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,high_male,20.30623739925447
mdp.39015015448924,"Farhi, Moris.",Journey through the wilderness / | $c: Moris Farhí.,1989,u,,20.30594287261405
uiuo.ark:/13960/t1jh3ts50,"Caddell, Cecilia Mary,",Home & the homeless,1858,f,,20.302095176222185
uiuo.ark:/13960/t9862sg0c,"Besant, Walter,",Ready-money Mortiboy,1872,m,,20.300446609825418
uiuo.ark:/13960/t4gm8r74n,"Braddon, M. E.",An open verdict,1878,f,high_female,20.300152251141885
uiuo.ark:/13960/t2k65535d,"Henslowe, J. R.",White and red,1882,u,,20.297871260751528
mdp.39015016974308,"Taner, Haldun.",Thickhead and other stories / | $c: by Haldun Taner ; translated from the Turkish by Geoffrey Lewis.,1988,u,mixed,20.29632636492795
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,20.293474867311897
uc1.$b106068,"Landau, Rom,",Odysseus : | a novel / | $c: by Rom Landau.,1948,u,,20.293330873535652
mdp.39015078812800,"Hall, John.",Sherlock Holmes at the Raffles Hotel / | $c: John Hall.,2008,m,,20.28843390197305
uc2.ark:/13960/t0zp47s8z,"Everett-Green, Evelyn,",Sir Aylmer's heir;,1890,f,mixed,20.285874789338994
uc1.$b383948,"Hurd, David.",Kidnap at Kiunga.,1965,m,high_male,20.285739125394848
uiuo.ark:/13960/t20c5m662,"Trollope, Frances Eleanor,",Among aliens,1890,f,,20.284890010818607
uiuo.ark:/13960/t8tb1r66z,"Maartens, Maarten,",God's fool;,1892,m,,20.281444038815565
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,20.281233098972418
mdp.39015002712696,"Riley, Elizabeth.",All that false instruction : | a novel of lesbian love / | $c: Elizabeth Riley.,1975,f,high_female,20.27764779285603
nnc1.cu58499598,"Sala, George Augustus,",Margaret Forster,1897,m,high_female,20.27638269332751
nyp.33433061821595,"Croker, Thomas Crofton,",Fairy legends and traditions of the South of Ireland,1825,m,high_male,20.275750202757504
nyp.33433074873260,"Knox,",Harry Mowbray,1843,u,mixed,20.270612679268233
uiuo.ark:/13960/t5cc1n85m,"Pickering, Ellen,",The heiress,1833,f,,20.27027027027027
uc1.b3325385,"Pardoe,",Speculation,1834,f,,20.270145760775424
uiuo.ark:/13960/t1kh18152,"Yates, Edmund Hodgson,",Running the gauntlet,1865,m,mixed,20.270059562790408
nyp.33433074901871,"Miles, Henry Downes,",Dick Turpin,1840,m,,20.267531414673694
mdp.39015061185669,"Persaud, Lakshmi.",Raise the lanterns high / | $c: Lakshmi Persaud.,2004,u,,20.26566443744358
uiuo.ark:/13960/t3417jf7p,"James, G. P. R.",Agincourt,1844,m,,20.26547775863816
mdp.39015082737076,"Wheatle, Alex,",The dirty south / | $c: Alex Wheatle.,2008,m,mixed,20.26388075831945
mdp.39015046835966,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,mixed,20.26295526518419
uiuo.ark:/13960/t9474p24j,"Byron, Henry J.",Paid in full,1865,m,mixed,20.262477009881856
umn.31951002071639z,"Griggs, George Philip.",The readiness if all : | a novel.,1946,m,,20.25893450666329
mdp.39015063958071,"Cooper, James Fenimore,",The headsman;,1833,m,,20.258293238794632
uiuo.ark:/13960/t87h2024x,"Grant, James,",Derval Hampton,1881,m,mixed,20.256754361532423
inu.32000002548487,"Scott, Paul,",The birds of paradise / | $c: Paul Scott.,1967,m,,20.256148201346114
mdp.39015048705480,"Ekwensi, Cyprian.",Iska /,1966,m,high_female,20.256036298817047
inu.32000009470404,"Winn, Godfrey,","Home from sea, | a chronicle in a prologue, three acts, and an epilogue. With 18 illustrations.",1946,m,high_male,20.252045916911378
uiuo.ark:/13960/t2p566t0s,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,20.25060118972282
uc2.ark:/13960/t8z897d42,"Grant, James,",Second to none,1864,m,mixed,20.249473513688645
uc2.ark:/13960/t78s4kb62,"Harland, Henry,",Mea culpa,1891,m,high_male,20.249063480814012
uiuo.ark:/13960/t4th92p92,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,20.242914979757085
mdp.39015048901006,"Mackenzie, Compton, Sir,","The south wind of love; | being book two of ""The four winds of love"", | $c: by Compton Mackenzie.",1937,m,,20.239533269937546
uiuo.ark:/13960/t2s46xt21,"Carter, Robert S.",Talbot Hall,1855,m,mixed,20.2377258192906
uiuo.ark:/13960/t7sn0g68r,"Caine, Hall,",A son of Hagar,1887,m,,20.232675771370765
mdp.39015017718365,"Pombo, Alvaro.",The resemblance / | $c: Alvaro Pombo ; translated from the Spanish by Margaret Jull Costa.,1989,m,mixed,20.230884974774614
uiuo.ark:/13960/t5x643q4q,"Mathers, Helen,", Cherry ripe!,1878,f,,20.22968472814416
mdp.39015049187977,"Cleary, Jon,",The faraway drums / | $c: Jon Cleary.,1981,m,,20.227028164114017
hvd.32044086799103,"Ollier, Charles,","Inesilla, or The tempter",1824,m,,20.225309952875026
uc2.ark:/13960/t25b05f07,"King, Richard,",Passion & pot-pourri,1918,m,high_female,20.22433454160768
pst.000051395018,,The descent of the sun / | $c: F.W. Bain ; translated from the original manuscript by F.W. Bain.,2001,u,high_female,20.222446916076844
uiuo.ark:/13960/t4pk0sb1f,"Grey,",Daughters,1847,f,high_female,20.220110344030733
mdp.39015053757459,"King, Francis Henry,","The firewalkers : | a memoir, Frank Cauldwell [pseud.].",1956,m,high_male,20.219616138364387
uc1.$b684806,"Bates, H. E. (Herbert Ernest),",The wild cherry tree | $c: [by] H. E. Bates.,1968,m,,20.214899936245317
mdp.39015040052121,"Hamilton, Julia,",After Flora / | $c: Julia Hamilton.,1997,f,high_female,20.21361750984403
uc1.b4362879,"Monsarrat, Nicholas,","H. M. corvette, | $c: by Nicholas Monsarrat.",1942,m,high_male,20.20950520394759
uc1.b3539878,"Aragon,",Aurelien / | $c: by Louis Aragon ; translated by Eithne Wilkins.,1946,u,,20.207599404549406
mdp.39015063751476,"Banim, John,",The Boyne water,1826,m,,20.20373875502435
uc1.b3917588,"Binchy, Maeve.",Victoria Line ; Central Line / | $c: Maeve Binchy.,1993,f,high_female,20.1999798000202
mdp.39015063948007,"Molesworth,",My new home,1894,f,,20.199794329366828
uc2.ark:/13960/t9377bp68,"Stretton, Hesba,",Highway of sorrow at the close of the nineteenth century,1895,m,high_male,20.19775437694518
njp.32101068163789,,Lavinia Fitz-Aubyn,1816,u,high_female,20.196191575302944
uc2.ark:/13960/t52f7qb22,"Clarke, Forester.",The ivory cross,1918,u,,20.188910519864447
uiuo.ark:/13960/t9377mx6q,"Beale, Anne.",Restitution,1889,f,,20.187560792086476
uc2.ark:/13960/t1xd0z54b,"Capes, Bernard Edward Joseph,",Where England sets her feet;,1918,m,high_male,20.18265300973813
uiuo.ark:/13960/t84j12493,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,20.181974133436487
uc1.$b787395,"O'Connor, Frank,",Traveller's samples : | stories and tales / | $c: by Frank O'Connor.,1951,m,mixed,20.180694836846843
wu.89094693660,"Metternich-Winneburg, Pauline Clementine Marie Walburga (Sándor von Szlavnicza) fürstin von,",My years in Paris,1922,f,,20.177901834507576
mdp.39015051324195,"Baron, Alexander,",The human kind: | a sequence.,1973,m,high_male,20.176799203016433
uc2.ark:/13960/t5bc3vw3n,"Sutherland, Joan,",Wynnegate sahib,1918,f,high_female,20.175646807500595
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,20.174509507237605
mdp.39015005616647,"Brown, Oliver Madox-,",The Dwale bluth,1876,m,high_female,20.172813771307535
mdp.39015046832567,"Wilson, Angus,",Late call.,1964,m,high_female,20.172038672679854
mdp.39015078794867,"Anderson, James,",The affair of the thirty-nine cufflinks / | $c: James Anderson.,2008,m,,20.1717015233669
mdp.39015056946208,"Mills, Magnus.",The scheme for full employment / | $c: Magnus Mills.,2003,m,high_male,20.17145738779627
uc1.32106008803774,"Burgess, Anthony,",The devil's mode / | $c: Anthony Burgess.,1989,m,high_male,20.166982616060984
mdp.39015059395148,"Creighton, Basil,",The history of an attraction,1917,m,high_female,20.164791154378282
mdp.39015065146287,"Rebreanu, Liviu,",The uprising : | a novel / | $c: by Liviu Rebreanu ; translated by P. Crandjean and S. Hartauer.,1964,u,,20.15887110321822
uiuo.ark:/13960/t55d9316v,"Banim, John,",Father Connell,1842,m,mixed,20.15519500151164
uiuo.ark:/13960/t2891gv3r,"Baring-Gould, S.",Kitty alone,1894,m,,20.15316404675534
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,mixed,20.15148356611771
uc1.b4095433,"Kennedy, Margaret,",Women at work.,1966,f,high_female,20.14829142488717
nyp.33433076078926,"Scott, Walter,",The handy volume  Waverly,1877,m,,20.146160393655975
uc1.32106019815320,"Serna, Enrique,",Fear of animals / | $c: [Enrique Serna ; translated by Georgina Jiménez Reynoso],2008,m,,20.145237569908772
uiuo.ark:/13960/t11n8c67k,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,20.141493995317102
uiuo.ark:/13960/t1gj05742,"Webber, Bryon.",Pigskin and willow,1879,m,mixed,20.141437651060784
uiuo.ark:/13960/t3708qx4j,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,20.140175622331427
uiuo.ark:/13960/t9p27803k,,The eve of San-Pietro,1804,u,high_female,20.137438014448612
inu.39000000475686,"Gardner, John E.",Icebreaker / | $c: John Gardner.,1983,m,,20.13458379695862
uiuo.ark:/13960/t7qn6qt3z,"Braddon, M. E.",Mount Royal,1882,f,,20.134324709130915
wu.89043756048,"Joyce, Henry Stanley,",A countryman's notebook.,1947,m,high_male,20.133517007523576
uc1.$b236109,"Coppard, A. E. (Alfred Edgar),","Dunky Fitlow, | tales | $c: by A.E. Coppard.",1933,m,,20.131300817554493
uc1.$b103171,"Mitchison, Naomi,",Five men and a swan; | [Scottish tales & verse],1957,f,high_male,20.1294033069734
uc2.ark:/13960/t7xk8992q,"Rolfe, Frederick,",Don Tarquinio,1905,m,high_male,20.128419315231174
uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,20.12679883264567
mdp.39015040991369,"Hoban, Russell.",Fremder / | $c: Russell Hoban.,1996,m,high_female,20.12570827011797
uc2.ark:/13960/t5fb52s91,"Nordau, Max Simon,",The drones must die,1899,m,mixed,20.117623894600772
mdp.39015030026838,"Kielland, Alexander Lange,",Tales of two countries,1891,m,mixed,20.114248933944808
mdp.39015031644449,"Hook, Theodore Edward,",Maxwell,1830,m,mixed,20.10934456105071
mdp.39015063976412,"Wilson, John,",Lights and shadows of Scottish life,1822,m,,20.105675430060398
njp.32101067173045,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,20.10267829529288
mdp.39015019834483,"Brodkey, Harold.",The abundant dreamer / | $c: Harold Brodkey.,1989,m,,20.10119914050045
inu.32000011331545,"Johnson, R. Brimley (Reginald Brimley),","Romance in history, | from Sir Walter Scott, Sophia Lee, John Leland, Maria Edgeworth, Susan Ferrier, Jane Porter and Christopher North; | $c: selected, with introduction, notes and tables, by R. Brimley Johnson.",1929,m,mixed,20.098298953061338
mdp.39015080815882,"Green, Hilary,",The final act / | $c: Hilary Green.,2009,f,mixed,20.09681938279121
dul1.ark:/13960/t1hh76r0w,"Johnston, William,",Under which king?,1873,m,mixed,20.09677369486914
nyp.33433074873096,"Lander, Harry.",Weighed in the balance,1897,m,,20.092187684670844
mdp.39015012196773,"Becker, Stephen D.,",A covenant with death | $c: [by] Stephen Becker.,1965,m,mixed,20.090182597437387
uc1.b2801236,"Budrys, Algis,",The furious future.,1964,u,,20.08637139700713
uiuo.ark:/13960/t2n58wn84,"Dickens, Mary Angela.",Cross currents,1891,f,high_female,20.08556450479041
uiuo.ark:/13960/t8jd54p32,"Besant, Walter,",Children of Gibeon,1886,m,,20.083850074059196
njp.32101064918087,"Saunders, John,",A noble wife;,1883,m,high_female,20.07870853746687
mdp.39015012184530,"Fitzgerald, Penelope.",Innocence / | $c: Penelope Fitzgerald.,1986,f,mixed,20.07852935927182
mdp.39015028352501,"Voynich, E. L.",The humour of Russia;,1914,f,,20.076910009111828
uiuo.ark:/13960/t08w3xn6z,"Lytton, Edward Bulwer Lytton,",Ernest Maltravers,1837,m,,20.073603211776515
inu.39000002591076,"Hanson, S. E.",Underground out of Holland / | $c: S. E. Hanson.,1977,u,high_male,20.073435317536656
uiuo.ark:/13960/t9j39d90p,"Smith, Julia Bernard.",The old school,1813,f,,20.069696582678027
nyp.33433076081540,"MacDonald, Ronald,",A human trinity,1907,m,mixed,20.06957452502007
mdp.39015000618770,"Greene, Graham,",The collected edition.,1970,m,mixed,20.069179642768603
uc2.ark:/13960/t5t729593,"Tucker, Horace Finn.",The new Arcadia,1894,m,mixed,20.068040212530104
uiuo.ark:/13960/t2891tt3f,,The second wife,1857,u,high_female,20.067369024582526
inu.32000002363051,"Marsh-Caldwell, Anne,",The Wilmingtons,1850,f,mixed,20.061522000802462
uiuo.ark:/13960/t7dr3gb3w,"Norway, Arthur H.",The government official,1887,f,high_male,20.058632927017435
uiuo.ark:/13960/t9v12q83v,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,high_male,20.058503969912245
mdp.39015030754231,"Johnson, Pamela Hansford,",The Philistines.,1949,f,high_female,20.05448134097632
uc1.$b597262,"Cankar, Ivan,","The bailiff Yerney and his rights / | $c: by Ivan Cankar; translated from the Slovene by Sidonie Yeras and H. C. Sewell Grant, with an introd. by Janko Lavrin.",1930,m,high_male,20.051465427931692
uc1.$b556597,"Simpson, Myrtle.",Home is a tent. | $c: With an appendix by Hugh Simpson.,1964,f,,20.041315943637652
dul1.ark:/13960/t6b28fr9v,"Harvey, Jane,",Brougham Castle,1816,f,,20.041084222656444
mdp.39015016453576,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,20.039276982886456
mdp.39015063558335,"Oliphant,",The railway man and his children,1891,f,,20.035828776164436
uc1.b4097694,"Durrell, Lawrence.",White eagles over Serbia.,1957,m,high_male,20.03549144198294
uiuo.ark:/13960/t5s75rf9w,"Gibbon, Charles,",Fancy free,1884,m,,20.031716885068025
njp.32101010941746,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,20.03138939368908
uiuo.ark:/13960/t6vx0zb4h,"Phillpotts, Eden,",Some every-day folks,1894,m,,20.030379408769967
uiuo.ark:/13960/t0js9xt6x,"Briscoe,",The young bride. A novel,1857,f,high_female,20.02803925495694
wu.89074007592,"Bjørneboe, Jens,",The silence : | an anti-novel and absolutely the very last protocol / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,2000,m,high_male,20.02678582604233
