htid,author,title,year,authgender,female_category,urban_metric_global
uc1.b3845908,"Jacobsen, Ernst Ludwig Harthern,","Man into woman; | an authentic record of a change of sex. The true story of the miraculous transformation of the Danish painter, Einar Wegener (Andreas Sparre) | $c: edited by Niels Hoyer [pseud.] Translated from the German by H. J. Stenning; introduction by Norman Haire.",1933,m,high_female,2.63655621236292
uc1.b3148809,"Kellermann, Bernhard,",The tunnel / | $c: by Bernhard Kellerman.,1936,u,mixed,2.633894067754137
hvd.hn21hl,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,2.6337583737481323
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,2.633756332830183
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,2.6310739690113625
uc1.b3945613,"Baroness, Orczy, Emmuska Orczy,",The turbulent duchess (H. R. H. Madame la Duchesse de Berri),1935,f,high_female,2.6305889777281184
mdp.39015033319909,"Wilson, Paul.",The fall from grace of Harry Angel / | $c: Paul Wilson.,1994,m,high_male,2.624312781836227
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,2.622723726886621
uiuo.ark:/13960/t56d67c46,"Gore,",The ambassador's wife,1842,f,high_female,2.621858058692487
uc1.32106015511279,"Archer, Jeffrey,",The eleventh commandment / | $c: Jeffrey Archer,1998,m,mixed,2.621822458361139
mdp.39015005732048,"Tarkington, Booth,",The world does move... | $c: by Booth Tarkington.,1929,m,high_female,2.6184151504983566
mdp.39015082703342,"Parsons, Tony,",My favourite wife / | $c: Tony Parsons.,2008,m,mixed,2.6183137071807363
uc2.ark:/13960/t8nc65r78,"Matz, B. W.","The inns & taverns of ""Pickwick""",1921,u,high_male,2.616298807331863
mdp.39015003666040,"Goddard, Donald.",Easy money / | $c: Donald Goddard.,1980,m,high_male,2.6137917716057233
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,2.6133271536218303
mdp.39015070219079,"Sala, George Augustus,",Under the sun,1886,m,,2.611010500131915
uc1.32106009000859,"Okri, Ben.",Stars of the new curfew / | $c: Ben Okri.,1988,m,,2.6095901038086917
uc1.$b56682,"Gibbs, Philip,",No price for freedom.,1955,m,mixed,2.6077941860295795
uc1.32106007020925,"Battye, Evelyn.",Costumes and characters of the British Raj / | $c: Evelyn Battye ; illustrated by Cecil Elgee ; introduction by M.M. Kaye.,1982,f,mixed,2.6017464070111003
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,,2.601535993577544
uc1.$b322918,"Almedingen, E. M. (Edith Martha),",The almond tree.,1947,f,high_female,2.5984075517884255
pst.000050354788,"Glover, Fi.",Travels with my radio / | $c: Fi Glover.,2002,u,,2.5926404590074474
uiuo.ark:/13960/t0bv84w96,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,2.592210228854896
mdp.39015014233541,"Deighton, Len,",Spy hook / | $c: Len Deighton.,1988,m,mixed,2.586391900694843
uc1.b3862766,"Firbank, Ronald,",Sorrow in sunlight.,1924,m,high_female,2.583902277421963
mdp.39015059287584,"Momjian, Serge.",The singer of the opera / | $c: Serge Momjian.,2004,m,high_female,2.5833953933154197
mdp.39015070685337,"Davidar, David.",The solitude of emperors / | $c: David Davidar.,2007,m,high_male,2.5804625268140335
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,2.5797461048696713
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,2.5677096773940136
inu.32000000359739,"Greene, Graham,","Stamboul train, | $c: by Graham Greene.",1932,m,mixed,2.5674238295711955
uiuo.ark:/13960/t3xs6cp6m,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,2.5672914078780535
mdp.39015001044786,"Howard, Clark.",The zebra killings / | $c: Clark Howard.,1979,m,high_male,2.5611678817430734
uc1.31158003738555,"Elbe, Lili,","Man into woman : | an authentic record of a change of sex / | $c: [ed. by Niels Hoyer, i.e. E. Harthern] ; translated from the German by H. J. Stenning ; introduction by Norman Haire.",1937,u,high_female,2.555006689408662
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,2.5479009861363866
wu.89081044299,"Hobson, Charlotte,",Black earth city : | a year in the heart of Russia / | $c: Charlotte Hobson.,2002,f,,2.5461647886957106
uc1.32106019815320,"Serna, Enrique,",Fear of animals / | $c: [Enrique Serna ; translated by Georgina Jiménez Reynoso],2008,m,,2.546148018262092
uc1.b4084617,"Le Fort, Gertrud, Freiin von,","The Pope from the ghetto, | the legend of the family of Pier Leone, | $c: by Gertrud von Le Fort; translated by Conrad M. R. Bonacina.",1934,u,,2.536066529812246
uc1.b2840598,"Simenon, Georges,",Maigret takes the waters / | $c: Georges Simenon ; translated from the French by Eileen Ellenbogen.,1969,m,high_female,2.534552807309043
mdp.39015028457037,"Palliser, Charles.",The sensationist / | $c: Charles Palliser.,1991,m,,2.5312427022875053
dul1.ark:/13960/t9863170h,"Braddon, M. E.",Ishmael,1884,f,,2.530944125570794
wu.89087886859,"Fadeev, Aleksandr,","Leningrad in the days of the blockade, | $c: by A. Fadeyev. Translated from the Russian by R. D. Charques.",1946,u,,2.5266245011499042
uc1.$b479444,"Hámori, Laszlo,",Dangerous journey. | $c: Translated from the Swedish by Annabelle MacMillan. Illustrated by W.T. Mars.,1963,u,high_male,2.526195481428508
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,2.5221521591811307
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,2.5207603248043116
mdp.39015027233769,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,1965,f,high_male,2.5156571831639365
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,2.5125958631111693
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,2.5094948784105178
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,2.4978303147001086
mdp.39015055609716,"Bailey, Eleanor.",Marlene Dietrich lived here / | $c: Eleanor Bailey.,2002,f,,2.4963650825932358
uc1.32106008123272,"Spicer, Jack.",Lament for the maker / | $c: Jack Spicer.,1971,m,,2.4951525001940764
uc1.b3435521,"Farrell, J. G. (James Gordon),",The Singapore grip / | $c: [by] J. G. Farrell,1978,m,high_male,2.493896774627844
mdp.39015066090047,"Hamilton, Hugo.",Last shot / | $c: Hugo Hamilton.,2006,m,high_female,2.4930237329490685
mdp.39015058209878,"Reed, Jeremy.",Boy Caesar / | $c: Jeremy Reed.,2004,m,high_male,2.4902509826857453
uc1.32106018792025,Pepetela,"Jaime Bunda, secret agent : | story of various mysteries / | $c: Pepetela ; translated from Portuguese by Richard Bartlett",2006,u,high_male,2.4898322428588484
inu.32000009137540,"Isherwood, Christopher,",Goodbye to Berlin.,1940,m,mixed,2.4870754697073347
mdp.39015049678942,"Mathur, Anurag.",Scenes from an executive life / | $c: Anurag Mathur.,2000,u,high_male,2.4866088677834615
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,high_male,2.4842363239101526
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,2.4837397788208833
uc1.32106002184684,"Rechy, John",City of night / | $c: John Rechy,1964,m,,2.4836300048293163
mdp.39015034995848,"Griffiths, Janette.",The singing house / | $c: Janette Griffiths.,1995,f,,2.4828633699498197
inu.30000005481464,"Christie, Agatha,",They came to Baghdad / | $c: by Agatha Christie.,1951,f,high_female,2.4811087768533198
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,2.4791389880981916
uc1.b4098088,"Anderson, Sherwood,",Alice | and The lost novel / | $c: by Sherwood Anderson.,1929,m,high_female,2.4743042659617194
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,2.4709798208365172
mdp.39015030742483,"Dornfeld, Iris.",Boy Gravely.,1965,f,high_male,2.468347380576448
mdp.39015061467661,"Davidsen, Leif,",Lime's photograph / | $c: Leif Davidsen ; translated from the Danish by Gaye Kynoch.,2002,m,,2.467837482902509
uiuo.ark:/13960/t0zp4pz92,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,2.46640131572898
uc1.$b582056,"Macdonald, Mina",Some experiences in Hungary,1916,f,mixed,2.4661570516173317
uc1.b4402151,,The ninth wave.,1955,u,mixed,2.4643302208857514
mdp.39015065646914,,The ninth wave.,1955,u,mixed,2.45652859409304
mdp.39015011299693,"Cooke, Alistair,",Christmas Eve; | $c: illustrated by Marc Simont.,1952,u,high_male,2.454522463794296
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,2.4537171469473265
mdp.39015056825758,"Sibal, Nina.",Yatra : | the journey / | $c: Nina Sibal.,1987,f,,2.452930918932325
mdp.39015002204744,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,2.450446102541829
uc1.32106013111692,"Balle, Solvej,",According to the law : | four accounts of mankind / | $c: Solvej Balle ; translated from the Danish by Barbara Haveland,1996,u,mixed,2.444635093226016
mdp.39015025221402,"Feinstein, Elaine.",Loving Brecht / | $c: Elaine Feinstein.,1992,f,,2.436246372030399
mdp.39015064872859,"Ballard, J. G.,",Kingdom come / | $c: J.G. Ballard.,2006,m,mixed,2.434198593516295
uc1.b3473179,"Rushforth, Peter,",Kindergarten / | $c: P.S. Rushforth.,1979,m,,2.4332320711220383
nyp.33433082290879,"Yonge, Charlotte M.",Aunt Charlotte's stories of German history for the little ones,1878,f,high_male,2.431115215126396
wu.89072509649,"Bjørneboe, Jens,",Moment of freedom : | the Heiligenberg manuscript / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,1999,m,,2.4309161634479493
mdp.39015016446802,"Comyn, Kenneth Fitzwilliam,",Dawn behind the tamarisks.,1950,m,,2.430446574390326
mdp.39015017652390,"Milne, Ewart,",Drums without end : | short stories mainly about the Spanish Civil War / | $c: Ewart Milne.,1985,m,mixed,2.4287840226149457
mdp.39015063925815,"Rendall, Vernon Horace,",The London nights of Belsize,1917,m,high_male,2.426837952785099
uc2.ark:/13960/t1td9v90f,"Richards, Grant,",Bittersweet,1915,m,,2.4263140849677125
uc1.b3234350,"Jesse, F. Tennyson (Fryniwyd Tennyson),",The dragon in the heart; | a love story.,1956,f,high_female,2.4205155798178146
inu.30000057588091,"Royle, Nicholas,",Saxophone dreams / | $c: Nicholas Royle.,1996,m,,2.418476029608318
uiuo.ark:/13960/t13n2p45s,"McCarthy, Justin H.",A London legend,1895,m,,2.418154373238988
uc2.ark:/13960/t9h41mt6s,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,2.4144234991145437
inu.32000005556503,"Peis, Günter,",The man who started the war.,1960,u,high_male,2.410375166824143
mdp.39015020711639,"Schulz, Bruno,","Cinnamon shops, and other stories. | $c: Translated from the Polish by Celina Wieniewska.",1963,m,,2.4070824368713737
inu.30000000222921,,A Visual history of costume.,1983,u,high_male,2.4050280169492884
uc1.b3671775,"Nowak-Solinski, Witold.",Krysia : a romantic polish trilogy.,1989,u,high_female,2.392686506290911
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,2.3924302668132906
uc1.$b557778,"Mackenzie, Kenneth,","Been places and seen things, | $c: by Kenneth Mackenzie. Introduction by George Blake.",1935,m,high_male,2.390833955074293
uc1.$b604761,"Gulʹ, Roman,",General B.O. / | $c: Roman Gul : authorized translation by. L. Zarine ; edited by Stephen Graham.,1930,m,,2.3883281873745017
wu.89004684510,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,high_male,2.385820490182719
mdp.39015074228605,"Lalé, David,",Last stop Salina Cruz / | $c: David Lalé.,2007,m,,2.3852806397070547
inu.39000001864110,"Deighton, Len,",XPD / | $c: Len Deighton.,1981,m,high_male,2.384431333849244
mdp.39015033170112,"Morgan,",The princess;,1835,f,,2.381288733511423
uiuo.ark:/13960/t2s475k5m,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,2.381203896307099
mdp.39015077124553,"Carr, Reg.",The last tango of Señor Menendez / | $c: Reg Carr.,2008,m,mixed,2.37715034656022
mdp.49015002057033,,A Visual history of costume.,1983,u,high_male,2.3722657705497383
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,2.367127239490912
uc1.32106007762690,"Roy, Namba.",Black Albino / | $c: Namba Roy.,1986,u,mixed,2.3630020148936213
uc1.$b769365,"Onstott, Kyle,","Child of the sun, | $c: by Kyle Onstott & Lance Horner.",1966,u,,2.36180366039422
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,2.355933711165899
uc1.32106017248482,,Further up in the air / | $c: Will Self ... [et al.],2003,u,high_male,2.3533788361093264
mdp.39015019670390,"Louvish, Simon.",The last trump of Avram Blok / | $c: Simon Louvish.,1990,m,,2.3529146460721226
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,2.3524875937406797
mdp.39015016605449,,A Visual history of costume.,1983,u,high_male,2.3496487798208583
uiuo.ark:/13960/t4hm5ts3b,"McCarthy, Justin,",The riddle ring,1896,m,mixed,2.348644674603533
mdp.39015024387402,"Abushwesha, Redwan.",The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.,1977,u,high_male,2.3428523663165457
mdp.39015010826439,"Moraes, Dom,","Gone away, | an Indian journal.",1960,m,high_male,2.341392642017573
mdp.39015033516314,"Abernethy, Cecil.",Mr. Pepys of Seething Lane.,1974,m,,2.3390787309921457
mdp.39015069313578,"Woodward, Gerard,",A curious Earth / | $c: Gerard Woodward.,2007,m,,2.3259650963927303
uc1.32106011414254,"Simenon, Georges,",Maigret's failure / | $c: Georges Simenon ; translated from the French by Daphne Woodward,1962,m,,2.3254033853143357
uc1.32106011414155,"Simenon, Georges,",Maigret loses his temper / | $c: translated from the French by Robert Eglesfield,1967,m,high_male,2.324003409305341
wu.89079729414,"Moorehead, Alan,","African trilogy : | comprising Mediterranean front, A year of battle, The end in Africa : a personal account of the three years' struggle against the axis in the Middle East and North Africa, 1940-3 / | $c: Alan Moorehead ; with a foreword by Field-Marshal Viscount Wavell.",1944,m,high_male,2.321116513886423
hvd.hn21hk,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,2.3205729146884417
uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,2.317885982533154
mdp.49015000357567,"Desai, Anita,",Baumgartner's Bombay / | $c: Anita Desai.,1988,f,high_male,2.31682111591382
mdp.39015001528036,"Cendrars, Blaise,",To the end of the world; | $c: translated from the French by Alan Brown.,1967,u,,2.312091227438943
mdp.39015038922228,,A Visual history of costume.,1983,u,high_male,2.311744447406808
inu.30000060703083,"Ajima, Maria,",The web : | a collection of short stories / | $c: Maria Ajima.,1997,f,mixed,2.3114145985009484
mdp.39015034655129,"Rothnie, Niall.",Unknown Bath : | secrets and scandals from the past / | $c: Niall Rothnie ; cartoons by Fraser May.,1986,u,,2.310620646263199
mdp.39015019780264,"Clarke, Pauline,",The white elephant. | $c: Illustrated by Richard Kennedy.,1952,f,high_female,2.3082023011755664
pst.000021175879,"Irwin, Robert,",The Arabian nightmare / | $c: Robert Irwin.,1987,m,,2.304923284220627
inu.30000110575184,"Hettche, Thomas.",What we are made of / | $c: Thomas Hettche ; translated from the German by Shaun Whiteside.,2008,m,high_male,2.3013344437235714
uiuo.ark:/13960/t1kh13n2m,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,2.300621940101422
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,2.2955497363991877
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,2.2955276544209218
loc.ark:/13960/t5m90wb3j,"Moore, G. Greville","Memories of an old Etonian, 1860-1912",1919,u,,2.2937809886706915
mdp.39015031890745,"Williams, Masha, Lady,",White among the reds / | $c: Masha Williams.,1980,f,mixed,2.2933552956103096
mdp.39015033413835,"Balch, Elisabeth,",An author's love;,1889,f,,2.2931173136930134
uc1.32106008858273,"Pritchett, V. S. (Victor Sawdon),",A careless widow : | & other stories / | $c: by V.S. Pritchett.,1989,m,,2.2899065925152575
uc1.b4374032,"Vaphopoulou-Richardson, C. E.",Greek terracottas / | $c: by C.E. Vafopoulou-Richardson.,1981,u,mixed,2.286791480995182
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,high_male,2.2867014382739943
wu.89009924523,"Wendel, Else.","Hausfrau at war, | a German woman's account of life in Hitler's Reich, | $c: by Else Wendel in collaboration with Eileen Winncroft.",1957,f,,2.280116976890894
uiuo.ark:/13960/t8w95vn3c,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,2.2800481568223576
mdp.39076002869522,"Hacikyan, A. J. (Agop Jack),",The lamppost diary / | $c: Agop J. Hacikyan.,2009,m,high_male,2.277545115499854
mdp.39015084102576,"Russell, Craig,",Lennox / | $c: Craig Russell.,2009,m,,2.276892553240978
mdp.39015019622474,"Renwick, Alistair.",Last night another soldier- / | $c: Aly Renwick.,1989,u,high_male,2.2728646929332137
mdp.39015030736170,"Caine, Jeffrey,",The cold room / | $c: by Jeffrey Caine.,1976,m,high_female,2.2709164714076127
mdp.39015041369060,"Everett, Peter",Matisse's war / | $c: Peter Everett.,1997,m,mixed,2.2698823036746467
uc1.32106008232248,"Deighton, Len,","Winter : | a Berlin Family, 1899-1945 / | $c: Len Deighton.",1987,m,high_male,2.266161490697534
